name,colorIdentity,colors,manaCost,manaValue,type,keywords,power,toughness
Kederekt Creeper,"B, R, U","B, R, U",{U}{B}{R},3.0,Creature — Horror,"Deathtouch, Menace",2,3
Prince of Thralls,"B, R, U","B, R, U",{4}{U}{B}{B}{R},8.0,Creature — Demon,,7,7
Obelisk of Grixis,"B, R, U",,{3},3.0,Artifact,,,
Lord of Tresserhorn,"B, R, U","B, R, U",{1}{U}{B}{R},4.0,Legendary Creature — Zombie,,10,4
Drastic Revelation,"B, R, U","B, R, U",{2}{U}{B}{R},5.0,Sorcery,,,
Grixis Sojourners,"B, R, U","B, R, U",{1}{U}{B}{R},4.0,Creature — Zombie Ogre,Cycling,4,3
"Unscythe, Killer of Kings","B, R, U","B, R, U",{U}{B}{B}{R},4.0,Legendary Artifact — Equipment,Equip,,
Grixis Grimblade,"B, R, U","B, R, U",{U/R}{B},2.0,Creature — Zombie Warrior,,2,1
Sewn-Eye Drake,"B, R, U","B, R, U",{2}{U/R}{B},4.0,Creature — Zombie Drake,"Flying, Haste",3,1
Slave of Bolas,"B, R, U","B, R, U",{3}{U/R}{B},5.0,Sorcery,,,
Sol'kanar the Swamp King,"B, R, U","B, R, U",{2}{U}{B}{R},5.0,Legendary Creature — Demon,Swampwalk,5,5
"Wick, the Whorled Mind","B, R, U",B,{3}{B},4.0,Legendary Creature — Rat Warlock,,2,4
"Mishra, Eminent One","B, R, U","B, R, U",{2}{U}{B}{R},5.0,Legendary Creature — Human Artificer,,5,4
Ashnod the Uncaring,"B, R, U","B, R, U",{2}{U}{B}{R},5.0,Legendary Creature — Human Artificer,Deathtouch,1,4
Bladecoil Serpent,"B, R, U",,{X}{6},6.0,Artifact Creature — Serpent,,5,4
Crosis's Charm,"B, R, U","B, R, U",{U}{B}{R},3.0,Instant,,,
"Jeleva, Nephalia's Scourge","B, R, U","B, R, U",{1}{U}{B}{R},4.0,Legendary Creature — Vampire Wizard,Flying,1,3
"Nekusar, the Mindrazer","B, R, U","B, R, U",{2}{U}{B}{R},5.0,Legendary Creature — Zombie Wizard,,2,4
Blood Tyrant,"B, R, U","B, R, U",{4}{U}{B}{R},7.0,Creature — Vampire,"Flying, Trample",5,5
"Inalla, Archmage Ritualist","B, R, U","B, R, U",{2}{U}{B}{R},5.0,Legendary Creature — Human Wizard,Eminence,4,5
"Kess, Dissident Mage","B, R, U","B, R, U",{1}{U}{B}{R},4.0,Legendary Creature — Human Wizard,Flying,3,4
"Mairsil, the Pretender","B, R, U","B, R, U",{1}{U}{B}{R},4.0,Legendary Creature — Human Wizard,,4,4
"Crosis, the Purger","B, R, U","B, R, U",{3}{U}{B}{R},6.0,Legendary Creature — Dragon,Flying,6,6
"Zevlor, Elturel Exile","B, R, U","B, R, U",{1}{U}{B}{R},4.0,Legendary Creature — Tiefling Warrior,Haste,4,2
Seek Bolas's Counsel,"B, R, U","B, R, U",{U}{B}{R},3.0,Sorcery,,,
"Obeka, Brute Chronologist","B, R, U","B, R, U",{1}{U}{B}{R},4.0,Legendary Creature — Ogre Wizard,,3,4
Dreadwing,"B, R, U",B,{B},1.0,Creature — Zombie,,1,1
Elder Mastery,"B, R, U","B, R, U",{3}{U}{B}{R},6.0,Enchantment — Aura,Enchant,,
"Nicol Bolas, Planeswalker","B, R, U","B, R, U",{4}{U}{B}{B}{R},8.0,Legendary Planeswalker — Bolas,,,
"Garza Zol, Plague Queen","B, R, U","B, R, U",{4}{U}{B}{R},7.0,Legendary Creature — Vampire Noble,"Flying, Haste",5,5
The Trivia Mastermind,"B, R, U","B, R, U",{1}{U}{B}{R},4.0,Legendary Creature — Human Gamer,,1,4
Morgue Toad,"B, R, U",B,{2}{B},3.0,Creature — Frog,,2,2
Rise // Fall,"B, R, U","U, B",{U}{B},4.0,Sorcery,,,
Breaking // Entering,"B, R, U","U, B",{U}{B},8.0,Sorcery,"Fuse, Mill",,
"Tetsuo, Imperial Champion","B, R, U","B, R, U",{U}{B}{R},3.0,Legendary Creature — Human Samurai,,3,3
Crosis's Catacombs,"B, R, U",,,0.0,Land — Lair,,,
Sol'Kanar the Tainted,"B, R, U","B, R, U",{2}{U}{B}{R},5.0,Legendary Creature — Elemental Demon,,5,5
Castle Sengir,"B, R, U",,,0.0,Land,,,
"Nicol Bolas, the Deceiver","B, R, U","B, R, U",{5}{U}{B}{R},8.0,Legendary Planeswalker — Bolas,,,
Visage of Bolas,"B, R, U",,{4},4.0,Artifact,,,
Krovikan Elementalist,"B, R, U",B,{B}{B},2.0,Creature — Human Wizard,,1,1
Elemental Augury,"B, R, U","B, R, U",{U}{B}{R},3.0,Enchantment,,,
Nightscape Apprentice,"B, R, U",B,{B},1.0,Creature — Zombie Wizard,,1,1
Nightscape Master,"B, R, U",B,{2}{B}{B},4.0,Creature — Zombie Wizard,,2,2
Crosis's Attendant,"B, R, U",,{5},5.0,Artifact Creature — Golem,,3,3
Sulfur Vent,"B, R, U",,,0.0,Land,,,
"Admiral Brass, Unsinkable","B, R, U","B, R, U",{2}{U}{B}{R},5.0,Legendary Creature — Human Pirate,Mill,3,3
"Don Andres, the Renegade","B, R, U","B, R, U",{1}{U}{B}{R},4.0,Legendary Creature — Vampire Pirate,Treasure,4,3
Admiral Beckett Brass,"B, R, U","B, R, U",{1}{U}{B}{R},4.0,Legendary Creature — Human Pirate,,3,3
Gwendlyn Di Corci,"B, R, U","B, R, U",{U}{B}{B}{R},4.0,Legendary Creature — Human Rogue,,3,5
Tetsuo Umezawa,"B, R, U","B, R, U",{U}{B}{R},3.0,Legendary Creature — Human Archer,,3,3
"Sauron, Lord of the Rings","B, R, U","B, R, U",{5}{U}{B}{R},8.0,Legendary Creature — Avatar Horror,"Amass, Mill, Trample",9,9
"Saruman, the White Hand","B, R, U","B, R, U",{1}{U}{B}{R},4.0,Legendary Creature — Avatar Wizard,Amass,2,5
In the Darkness Bind Them,"B, R, U","B, R, U",{2}{U}{B}{R},5.0,Enchantment — Saga,,,
Relic of Sauron,"B, R, U",,{4},4.0,Artifact,,,
"Sauron, the Dark Lord","B, R, U","B, R, U",{3}{U}{B}{R},6.0,Legendary Creature — Avatar Horror,"Amass, Ward",7,6
"Nicol Bolas, the Ravager // Nicol Bolas, the Arisen","B, R, U","B, R, U",{1}{U}{B}{R},4.0,Legendary Creature — Elder Dragon,"Flying, Transform",4,4
Maestros' Totally Safe Hideout,"B, R, U",,,0.0,Land,,,
"Nicol Bolas, Dragon-God","B, R, U","B, R, U",{U}{B}{B}{B}{R},5.0,Legendary Planeswalker — Bolas,,,
Geyadrone Dihada,"B, R, U","B, R, U",{1}{U}{B}{R},4.0,Legendary Planeswalker — Dihada,Protection,,
Seething Landscape,"B, R, U",,,0.0,Land,Cycling,,
"Lynde, Cheerful Tormentor","B, R, U","B, R, U",{1}{U}{B}{R},4.0,Legendary Creature — Human Warlock,Deathtouch,2,4
Shadow Guildmage,"B, R, U",B,{B},1.0,Creature — Human Wizard,,1,1
Goro-Goro and Satoru,"B, R, U","B, R, U",{U}{B}{R},3.0,Legendary Creature — Goblin Human,,3,4
"Anhelo, the Painter","B, R, U","B, R, U",{U}{B}{R},3.0,Legendary Creature — Vampire Assassin,Deathtouch,1,3
"Parnesse, the Subtle Brush","B, R, U","B, R, U",{2}{U}{B}{R},5.0,Legendary Creature — Vampire Wizard,,4,4
Maestros Confluence,"B, R, U","B, R, U",{3}{U}{B}{R},6.0,Sorcery,Goad,,
Behold My Grandeur,"B, R, U",,,0.0,Scheme,,,
"Marchesa, Dealer of Death","B, R, U","B, R, U",{U}{B}{R},3.0,Legendary Creature — Human Rogue,,3,4
"Obeka, Splitter of Seconds","B, R, U","B, R, U",{1}{U}{B}{R},4.0,Legendary Creature — Ogre Warlock,Menace,2,5
Nightscape Battlemage,"B, R, U",B,{2}{B},3.0,Creature — Zombie Wizard,Kicker,2,2
"Mishra, Artificer Prodigy","B, R, U","B, R, U",{1}{U}{B}{R},4.0,Legendary Creature — Human Artificer,,4,4
Xander's Lounge,"B, R, U",,,0.0,Land — Island Swamp Mountain,Cycling,,
"Evelyn, the Covetous","B, R, U","B, R, U",{2}{U/B}{B}{B/R},5.0,Legendary Creature — Vampire Rogue,Flash,2,5
Hostile Takeover,"B, R, U","B, R, U",{2}{U}{B}{R},5.0,Sorcery,,,
"Lord Xander, the Collector","B, R, U","B, R, U",{4}{U}{B}{R},7.0,Legendary Creature — Vampire Demon Noble,Mill,6,6
Maestros Ascendancy,"B, R, U","B, R, U",{U}{B}{R},3.0,Enchantment,,,
Maestros Diabolist,"B, R, U","B, R, U",{U}{B}{R},3.0,Creature — Vampire Warrior,"Deathtouch, Haste",1,4
"Cecily, Haunted Mage","B, R, U","B, R, U",{1}{U}{B}{R},4.0,Legendary Creature — Human Wizard,Friends forever,3,5
Maestros Initiate,"B, R, U",B,{2}{B},3.0,Creature — Human Citizen,,3,1
"Cormela, Glamour Thief","B, R, U","B, R, U",{1}{U}{B}{R},4.0,Legendary Creature — Vampire Rogue,Haste,2,4
Corpse Appraiser,"B, R, U","B, R, U",{U}{B}{R},3.0,Creature — Vampire Rogue,,3,3
Glamorous Outlaw,"B, R, U","B, R, U",{3}{U}{B}{R},6.0,Creature — Vampire Rogue,Scry,4,5
A-Glamorous Outlaw,"B, R, U","B, R, U",{3}{U}{B}{R},6.0,Creature — Vampire Rogue,Scry,4,5
Maestros Charm,"B, R, U","B, R, U",{U}{B}{R},3.0,Instant,,,
"Davros, Dalek Creator","B, R, U","B, R, U",{1}{U}{B}{R},4.0,Legendary Artifact Creature — Alien Scientist,Menace,3,4
Missy,"B, R, U","B, R, U",{3}{U}{B}{R},6.0,Legendary Creature — Time Lord Rogue,,4,5
"Ashad, the Lone Cyberman","B, R, U","B, R, U",{1}{U}{B}{R},4.0,Legendary Artifact Creature — Cyberman,,3,3
Cult of Skaro,"B, R, U","B, R, U",{1}{U}{B}{R},4.0,Legendary Artifact Creature — Dalek,"Caan, Jast, Sec, Thay",4,4
The Rani,"B, R, U","B, R, U",{1}{U}{B}{R},4.0,Legendary Creature — Time Lord Scientist,"Goad, Investigate",3,4
The Valeyard,"B, R, U","B, R, U",{2}{U}{B}{R},5.0,Legendary Creature — Time Lord Noble,,4,5
Triumphant Getaway,"B, R, U","B, R, U",{1}{U}{B}{R},4.0,Enchantment,Flash,,
Spelldrain Assassin,"B, R, U","B, R, U",{U}{B}{R},3.0,Creature — Vampire Assassin,,3,3
