name,colorIdentity,colors,manaCost,manaValue,type,keywords,power,toughness
Kjeldoran Pride,"U, W",W,{1}{W},2.0,Enchantment — Aura,Enchant,,
Soldevi Heretic,"U, W",U,{2}{U},3.0,Creature — Human Cleric,,2,2
Energy Arc,"U, W","U, W",{W}{U},2.0,Instant,,,
Ardent Plea,"U, W","U, W",{1}{W}{U},3.0,Enchantment,"Cascade, Exalted",,
Aven Mimeomancer,"U, W","U, W",{1}{W}{U},3.0,Creature — Bird Wizard,Flying,3,1
Ethercaste Knight,"U, W","U, W",{W}{U},2.0,Artifact Creature — Human Knight,Exalted,1,3
Ethersworn Shieldmage,"U, W","U, W",{1}{W}{U},3.0,Artifact Creature — Vedalken Wizard,Flash,2,2
Fieldmist Borderpost,"U, W","U, W",{1}{W}{U},3.0,Artifact,,,
Filigree Angel,"U, W","U, W",{5}{W}{W}{U},8.0,Artifact Creature — Angel,Flying,4,4
Offering to Asha,"U, W","U, W",{2}{W}{U},4.0,Instant,,,
Sanctum Plowbeast,"U, W","U, W",{4}{W}{U},6.0,Artifact Creature — Beast,"Cycling, Defender, Islandcycling, Landcycling, Plainscycling",3,6
Shield of the Righteous,"U, W","U, W",{W}{U},2.0,Artifact — Equipment,Equip,,
Sovereigns of Lost Alara,"U, W","U, W",{4}{W}{U},6.0,Creature — Spirit,Exalted,4,5
Stormcaller's Boon,"U, W","U, W",{2}{W}{U},4.0,Enchantment,Cascade,,
Talon Trooper,"U, W","U, W",{1}{W}{U},3.0,Creature — Bird Scout,Flying,2,3
Unbender Tine,"U, W","U, W",{2}{W}{U},4.0,Artifact,,,
Wall of Denial,"U, W","U, W",{1}{W}{U},3.0,Creature — Wall,"Defender, Flying, Shroud",0,8
Azorius Signet,"U, W",,{2},2.0,Artifact,,,
"Bruna, Light of Alabaster","U, W","U, W",{3}{W}{W}{U},6.0,Legendary Creature — Angel,"Flying, Vigilance",5,5
Sea of Clouds,"U, W",,,0.0,Land,,,
"Gwafa Hazid, Profiteer","U, W","U, W",{1}{W}{U},3.0,Legendary Creature — Human Rogue,,2,2
Jelenn Sphinx,"U, W","U, W",{3}{W}{U},5.0,Creature — Sphinx,"Flying, Vigilance",1,5
Riptide Crab,"U, W","U, W",{1}{W}{U},3.0,Creature — Crab,Vigilance,1,3
Ayesha Tanaka,"U, W","U, W",{W}{W}{U}{U},4.0,Legendary Creature — Human Artificer,Banding,2,2
Tobias Andrion,"U, W","U, W",{3}{W}{U},5.0,Legendary Creature — Human Advisor,,4,4
"Noyan Dar, Roil Shaper","U, W","U, W",{3}{W}{U},5.0,Legendary Creature — Merfolk Ally,,4,4
Roil Spout,"U, W","U, W",{1}{W}{U},3.0,Sorcery,Awaken,,
"Kastral, the Windcrested","U, W","U, W",{3}{W}{U},5.0,Legendary Creature — Bird Scout,Flying,4,5
Plumecreed Mentor,"U, W","U, W",{1}{W}{U},3.0,Creature — Bird Scout,Flying,2,3
Seedpod Squire,"U, W","U, W",{3}{W/U},4.0,Creature — Bird Scout,Flying,3,3
"Ishai, Ojutai Dragonspeaker","U, W","U, W",{2}{W}{U},4.0,Legendary Creature — Bird Monk,"Flying, Partner",1,1
"Kwain, Itinerant Meddler","U, W","U, W",{W}{U},2.0,Legendary Creature — Rabbit Wizard,,1,3
"Teferi, Time Raveler","U, W","U, W",{1}{W}{U},3.0,Legendary Planeswalker — Teferi,,,
Time Wipe,"U, W","U, W",{2}{W}{W}{U},5.0,Sorcery,,,
Glacial Fortress,"U, W",,,0.0,Land,,,
Seachrome Coast,"U, W",,,0.0,Land,,,
Temple of Enlightenment,"U, W",,,0.0,Land,Scry,,
"Ephara, God of the Polis","U, W","U, W",{2}{W}{U},4.0,Legendary Enchantment Creature — God,Indestructible,6,5
Ephara's Enlightenment,"U, W","U, W",{1}{W}{U},3.0,Enchantment — Aura,Enchant,,
"Goldbug, Humanity's Ally // Goldbug, Scrappy Scout","U, W","U, W",{1}{W}{U},3.0,Legendary Artifact Creature — Robot,"Convert, More Than Meets the Eye",3,3
Thalakos Lowlands,"U, W",,,0.0,Land,,,
Chrome Courier,"U, W","U, W",{1}{W}{U},3.0,Artifact Creature — Thopter,Flying,1,1
Razortide Bridge,"U, W",,,0.0,Artifact Land,Indestructible,,
"Harbin, Vanguard Aviator","U, W","U, W",{W}{U},2.0,Legendary Creature — Human Soldier,Flying,3,2
"Urza, Lord Protector // Urza, Planeswalker","U, W","U, W",{1}{W}{U},3.0,Legendary Creature — Human Artificer,Meld,2,4
"Urza, Prince of Kroog","U, W","U, W",{2}{W}{U},4.0,Legendary Creature — Human Artificer,,2,3
Yotian Tactician,"U, W","U, W",{2}{W}{U},4.0,Creature — Human Soldier,,3,4
"Urza, Planeswalker","U, W","U, W",,8.0,Legendary Planeswalker — Urza,,,
Fortified Beachhead,"U, W",,,0.0,Land,,,
Azorius Herald,"U, W",W,{2}{W},3.0,Creature — Spirit,,2,1
Augury Adept,"U, W","U, W",{1}{W/U}{W/U},3.0,Creature — Kithkin Wizard,,2,2
Azorius Keyrune,"U, W",,{3},3.0,Artifact,,,
Azorius Guildgate,"U, W",,,0.0,Land — Gate,,,
Sejiri Refuge,"U, W",,,0.0,Land,,,
Migratory Route,"U, W","U, W",{3}{W}{U},5.0,Sorcery,"Basic landcycling, Cycling, Landcycling",,
Mirrorweave,"U, W","U, W",{2}{W/U}{W/U},4.0,Instant,,,
Fractured Identity,"U, W","U, W",{3}{W}{U},5.0,Sorcery,,,
"Taigam, Ojutai Master","U, W","U, W",{2}{W}{U},4.0,Legendary Creature — Human Monk,,3,4
"Ojutai, Soul of Winter","U, W","U, W",{5}{W}{U},7.0,Legendary Creature — Dragon,"Flying, Vigilance",5,6
Dismantling Blow,"U, W",W,{2}{W},3.0,Instant,Kicker,,
Daxos of Meletis,"U, W","U, W",{1}{W}{U},3.0,Legendary Creature — Human Soldier,,2,2
Righteous Authority,"U, W","U, W",{3}{W}{U},5.0,Enchantment — Aura,Enchant,,
Pristine Skywise,"U, W","U, W",{4}{W}{U},6.0,Creature — Dragon,Flying,6,4
Azorius Locket,"U, W",,{3},3.0,Artifact,,,
"Shabraz, the Skyshark","U, W","U, W",{3}{W}{U},5.0,Legendary Creature — Shark Bird,"Flying, Partner, Partner with",3,3
"Isperia, Supreme Judge","U, W","U, W",{2}{W}{W}{U}{U},6.0,Legendary Creature — Sphinx,Flying,6,4
Cloudcrest Lake,"U, W",,,0.0,Land,,,
The Council of Four,"U, W","U, W",{3}{W}{U},5.0,Legendary Creature — Human Noble,,0,8
Elminster,"U, W","U, W",{3}{W}{U},5.0,Legendary Planeswalker — Elminster,Scry,,
"Oji, the Exquisite Blade","U, W","U, W",{2}{W}{U},4.0,Legendary Creature — Human Monk,Scry,2,3
Study,"U, W",,,0.0,Land,Investigate,,
"Lavinia, Foil to Conspiracy","U, W","U, W",{1}{W/U}{W/U},3.0,Legendary Creature — Human Detective,"Investigate, Vigilance",2,3
Portal Manipulator,"U, W","U, W",{2}{W/U}{W/U},4.0,Creature — Human Wizard,Flash,3,2
Suppressor Skyguard,"U, W","U, W",{2}{W}{U},4.0,Creature — Human Knight,Flying,2,4
Curse of Chains,"U, W","U, W",{1}{W/U},2.0,Enchantment — Aura,Enchant,,
Depose // Deploy,"U, W","W, U",{1}{W/U},6.0,Instant,,,
Lavinia of the Tenth,"U, W","U, W",{3}{W}{U},5.0,Legendary Creature — Human Soldier,"Detain, Protection",4,4
Turn to Mist,"U, W","U, W",{1}{W/U},2.0,Instant,,,
Hallowed Fountain,"U, W",,,0.0,Land — Plains Island,,,
Personal Decoy,"U, W","U, W",{5}{W}{U},7.0,Planeswalker — Duck,,,
Enchanted Prairie,"U, W",,,0.0,Enchantment Land,,,
Azorius Guildmage,"U, W","U, W",{W/U}{W/U},2.0,Creature — Vedalken Wizard,,2,2
Plumeveil,"U, W","U, W",{W/U}{W/U}{W/U},3.0,Creature — Elemental,"Defender, Flash, Flying",4,4
"Raff Capashen, Ship's Mage","U, W","U, W",{2}{W}{U},4.0,Legendary Creature — Human Wizard,"Flash, Flying",3,3
Crystalline Sliver,"U, W","U, W",{W}{U},2.0,Creature — Sliver,,2,2
Oath of Teferi,"U, W","U, W",{3}{W}{U},5.0,Legendary Enchantment,,,
"Kangee, Sky Warden","U, W","U, W",{3}{W}{U},5.0,Legendary Creature — Bird Wizard,"Flying, Vigilance",3,3
"Brago, King Eternal","U, W","U, W",{2}{W}{U},4.0,Legendary Creature — Spirit Noble,Flying,2,4
Ascended Lawmage,"U, W","U, W",{2}{W}{U},4.0,Creature — Vedalken Wizard,"Flying, Hexproof",3,2
Sky Spirit,"U, W","U, W",{1}{W}{U},3.0,Creature — Spirit,"First strike, Flying",2,2
Esper Cormorants,"U, W","U, W",{2}{W}{U},4.0,Artifact Creature — Bird,Flying,3,3
Jhessian Balmgiver,"U, W","U, W",{1}{W}{U},3.0,Creature — Human Cleric,,1,1
Vedalken Outlander,"U, W","U, W",{W}{U},2.0,Artifact Creature — Vedalken Scout,Protection,2,2
Jötun Owl Keeper,"U, W",W,{2}{W},3.0,Creature — Giant,Cumulative upkeep,3,3
Boreal Shelf,"U, W",,,0.0,Snow Land,,,
Wings of Aesthir,"U, W","U, W",{W}{U},2.0,Enchantment — Aura,Enchant,,
"Valko Indorian, Researcher","U, W","U, W",{W}{U},2.0,Legendary Creature — Human Wizard,Rulebreaker,2,2
The Keeper of the Yellow Hat,"U, W","U, W",{W}{U},2.0,Legendary Creature — Human Wizard,,1,1
The Covert Blue Mage,"U, W",U,{2}{U},0.0,Legendary Creature — Human Rogue,,1,1
Shahrazad and Sindbad,"U, W","U, W",{2}{W}{U},4.0,Creature — Human,,3,4
"Dennick, Pious Apprentice // Dennick, Pious Apparition","U, W","U, W",{W}{U},2.0,Legendary Creature — Human Soldier,"Disturb, Lifelink, Transform",2,3
Devoted Grafkeeper // Departed Soulkeeper,"U, W","U, W",{W}{U},2.0,Creature — Human Peasant,"Disturb, Mill, Transform",2,1
Faithful Mending,"U, W","U, W",{W}{U},2.0,Instant,Flashback,,
Hallowed Respite,"U, W","U, W",{W}{U},2.0,Sorcery,Flashback,,
"Teferi, Who Slows the Sunset","U, W","U, W",{2}{W}{U},4.0,Legendary Planeswalker — Teferi,,,
Deserted Beach,"U, W",,,0.0,Land,,,
Brine Comber // Brinebound Gift,"U, W","U, W",{1}{W}{U},3.0,Creature — Spirit,"Disturb, Transform",1,1
"Dorothea, Vengeful Victim // Dorothea's Retribution","U, W","U, W",{W}{U},2.0,Legendary Creature — Spirit,"Disturb, Flying, Transform",4,4
"Venser, the Sojourner","U, W","U, W",{3}{W}{U},5.0,Legendary Planeswalker — Venser,,,
Sawtooth Loon,"U, W","U, W",{2}{W}{U},4.0,Creature — Bird,Flying,2,2
Windreaver,"U, W","U, W",{3}{W}{U},5.0,Creature — Elemental,Flying,1,3
Angelic Shield,"U, W","U, W",{W}{U},2.0,Enchantment,,,
Steel of the Godhead,"U, W","U, W",{2}{W/U},3.0,Enchantment — Aura,Enchant,,
Overrule,"U, W","U, W",{X}{W}{U},2.0,Instant,,,
Hussar Patrol,"U, W","U, W",{2}{W}{U},4.0,Creature — Human Knight,"Flash, Vigilance",2,4
Council of the Absolute,"U, W","U, W",{2}{W}{U},4.0,Creature — Human Advisor,,2,4
Deputy of Acquittals,"U, W","U, W",{W}{U},2.0,Creature — Human Wizard,Flash,2,2
Render Silent,"U, W","U, W",{W}{U}{U},3.0,Instant,,,
Restore the Peace,"U, W","U, W",{1}{W}{U},3.0,Instant,,,
Protect // Serve,"U, W",W,{2}{W},5.0,Instant,Fuse,,
Azorius Cluestone,"U, W",,{3},3.0,Artifact,,,
Soulsworn Jury,"U, W",W,{2}{W},3.0,Creature — Spirit,Defender,1,4
Ocular Halo,"U, W",U,{3}{U},4.0,Enchantment — Aura,Enchant,,
Azorius Aethermage,"U, W","U, W",{1}{W}{U},3.0,Creature — Human Wizard,,1,1
Azorius First-Wing,"U, W","U, W",{W}{U},2.0,Creature — Griffin,"Flying, Protection",2,2
Azorius Ploy,"U, W","U, W",{1}{W}{W}{U},4.0,Instant,,,
Isperia the Inscrutable,"U, W","U, W",{1}{W}{W}{U}{U},5.0,Legendary Creature — Sphinx,Flying,3,6
Palliation Accord,"U, W","U, W",{3}{W}{U},5.0,Enchantment,,,
Plumes of Peace,"U, W","U, W",{1}{W}{U},3.0,Enchantment — Aura,"Enchant, Forecast",,
Pride of the Clouds,"U, W","U, W",{W}{U},2.0,Creature — Elemental Cat,"Flying, Forecast",1,1
Sky Hussar,"U, W","U, W",{3}{W}{U},5.0,Creature — Human Knight,"Flying, Forecast",4,3
Swift Silence,"U, W","U, W",{2}{W}{U}{U},5.0,Instant,,,
Dovescape,"U, W","U, W",{3}{W/U}{W/U}{W/U},6.0,Enchantment,,,
Minister of Impediments,"U, W","U, W",{2}{W/U},3.0,Creature — Human Advisor,,1,1
Walking Archive,"U, W",,{3},3.0,Artifact Creature — Golem,Defender,1,1
"Prahv, Spires of Order","U, W",,,0.0,Land,,,
Saving Grasp,"U, W",U,{U},1.0,Instant,Flashback,,
Drogskol Captain,"U, W","U, W",{1}{W}{U},3.0,Creature — Spirit Soldier,Flying,2,2
"Ayesha Tanaka, Armorer","U, W","U, W",{3}{W}{U},5.0,Legendary Creature — Human Artificer,,2,4
"Rasputin, the Oneiromancer","U, W","U, W",{1}{W}{U},3.0,Legendary Creature — Human Wizard,,4,1
"Tobias, Doomed Conqueror","U, W","U, W",{2}{W}{U},4.0,Legendary Creature — Human Soldier,Flash,3,2
Absorb,"U, W","U, W",{W}{U}{U},3.0,Instant,,,
Stand // Deliver,"U, W",W,{W},4.0,Instant,,,
Runic Shot,"U, W",W,{W},1.0,Sorcery,"Kicker, Scry",,
Stall for Time,"U, W",W,{2}{W},3.0,Instant,Kicker,,
Protect the Negotiators,"U, W",U,{1}{U},2.0,Instant,Kicker,,
Tolarian Geyser,"U, W",U,{2}{U},3.0,Sorcery,Kicker,,
"Raff, Weatherlight Stalwart","U, W","U, W",{W}{U},2.0,Legendary Creature — Human Wizard,,1,3
"Stenn, Paranoid Partisan","U, W","U, W",{W}{U},2.0,Legendary Creature — Human Wizard,,2,2
"Tura Kennerüd, Skyknight","U, W","U, W",{2}{W}{U}{U},5.0,Legendary Creature — Human Knight,Flying,3,3
Idyllic Beachfront,"U, W",,,0.0,Land — Plains Island,,,
"Teferi, Hero of Dominaria","U, W","U, W",{3}{W}{U},5.0,Legendary Planeswalker — Teferi,,,
"Teferi, Timebender","U, W","U, W",{4}{W}{U},6.0,Legendary Planeswalker — Teferi,,,
"Niambi, Faithful Healer","U, W","U, W",{1}{W}{U},3.0,Legendary Creature — Human Cleric,,2,2
Gremlin Tamer,"U, W","U, W",{W}{U},2.0,Creature — Human Scout,Eerie,2,2
Inquisitive Glimmer,"U, W","U, W",{W}{U},2.0,Enchantment Creature — Fox Glimmer,,2,3
"Niko, Light of Hope","U, W","U, W",{2}{W}{U},4.0,Legendary Creature — Human Wizard,Scry,3,4
Restricted Office // Lecture Hall,"U, W",W,{2}{W}{W},11.0,Enchantment — Room,,,
Abandoned Campground,"U, W",,,0.0,Land,,,
Floodfarm Verge,"U, W",,,0.0,Land,,,
Cunning Breezedancer,"U, W","U, W",{4}{W}{U},6.0,Creature — Dragon,Flying,4,4
Dragonlord Ojutai,"U, W","U, W",{3}{W}{U},5.0,Legendary Creature — Elder Dragon,Flying,5,4
Narset Transcendent,"U, W","U, W",{2}{W}{U},4.0,Legendary Planeswalker — Narset,,,
Ojutai's Command,"U, W","U, W",{2}{W}{U},4.0,Instant,,,
Ojutai Monument,"U, W",,{3},3.0,Artifact,,,
Battlewise Hoplite,"U, W","U, W",{W}{U},2.0,Creature — Human Soldier,"Heroic, Scry",2,2
Reflector Mage,"U, W","U, W",{1}{W}{U},3.0,Creature — Human Wizard,,2,3
Judge's Familiar,"U, W","U, W",{W/U},1.0,Creature — Bird,Flying,1,1
Dance of the Manse,"U, W","U, W",{X}{W}{U},2.0,Sorcery,,,
Shinechaser,"U, W","U, W",{1}{W}{U},3.0,Creature — Faerie,"Flying, Vigilance",1,1
Arcanist's Owl,"U, W","U, W",{W/U}{W/U}{W/U}{W/U},4.0,Artifact Creature — Bird,Flying,3,3
Banish into Fable,"U, W","U, W",{4}{W}{U},6.0,Instant,,,
Thunderclap Wyvern,"U, W","U, W",{2}{W}{U},4.0,Creature — Drake,"Flash, Flying",2,3
Spell Queller,"U, W","U, W",{1}{W}{U},3.0,Creature — Spirit,"Flash, Flying",2,3
"Kykar, Zephyr Awakener","U, W","U, W",{2}{W}{U},4.0,Legendary Creature — Bird Wizard,Flying,3,4
Empyrean Eagle,"U, W","U, W",{1}{W}{U},3.0,Creature — Bird Spirit,Flying,2,3
Whip-Spine Drake,"U, W",U,{3}{U}{U},5.0,Creature — Drake,"Flying, Morph",3,3
Archon of the Triumvirate,"U, W","U, W",{5}{W}{U},7.0,Creature — Archon,"Detain, Flying",4,5
Azorius Charm,"U, W","U, W",{W}{U},2.0,Instant,,,
Detention Sphere,"U, W","U, W",{1}{W}{U},3.0,Enchantment,,,
Dramatic Rescue,"U, W","U, W",{W}{U},2.0,Instant,,,
Skymark Roc,"U, W","U, W",{2}{W}{U},4.0,Creature — Bird,Flying,3,3
Soulherder,"U, W","U, W",{1}{W}{U},3.0,Creature — Spirit,,1,1
"Klement, Knowledge Acolyte","U, W","U, W",{1}{W}{U},3.0,Legendary Creature — Tiefling Cleric,"Seek, Vigilance",3,4
"Lae'zel, Illithid Thrall","U, W","U, W",{3}{W}{U},5.0,Legendary Creature — Gith Horror Warrior,"Conjure, Double strike",3,6
"Lulu, Curious Hollyphant","U, W","U, W",{2}{W}{U},4.0,Legendary Creature — Elephant Angel,Flying,2,4
"Rasaad, Dragon Monk","U, W","U, W",{2}{W}{U},4.0,Legendary Creature — Human Monk,,4,4
"Alora, Cheerful Mastermind","U, W","U, W",{3}{W}{U},5.0,Legendary Creature — Halfling Rogue,,4,4
"Gale, Holy Conduit","U, W","U, W",{3}{W}{U},5.0,Legendary Creature — Human Wizard,,4,5
"Imoen, Honorable Trickster","U, W","U, W",{1}{W}{U},3.0,Legendary Creature — Human Rogue Wizard,,3,2
"Vhal, Scholar of Tactics","U, W","U, W",{2}{W}{U},4.0,Legendary Creature — Human Wizard,,4,4
Adarkar Unicorn,"U, W",W,{1}{W}{W},3.0,Creature — Unicorn,,2,2
Chromatic Armor,"U, W","U, W",{1}{W}{U},3.0,Enchantment — Aura,Enchant,,
Glaciers,"U, W","U, W",{2}{W}{U},4.0,Enchantment,,,
Spectral Shield,"U, W","U, W",{1}{W}{U},3.0,Enchantment — Aura,Enchant,,
Land Cap,"U, W",,,0.0,Land,,,
Skycat Sovereign,"U, W","U, W",{W}{U},2.0,Creature — Elemental Cat,Flying,1,1
Jubilant Skybonder,"U, W","U, W",{1}{W/U}{W/U},3.0,Creature — Human Wizard,Flying,2,2
"Yorion, Sky Nomad","U, W","U, W",{3}{W/U}{W/U},5.0,Legendary Creature — Bird Serpent,"Companion, Flying",4,5
Benalish Heralds,"U, W",W,{3}{W},4.0,Creature — Human Soldier,,2,4
Glimmering Angel,"U, W",W,{3}{W},4.0,Creature — Angel,Flying,2,2
Teferi's Care,"U, W",W,{2}{W},3.0,Enchantment,,,
Tolarian Emissary,"U, W",U,{2}{U},3.0,Creature — Human Wizard,"Flying, Kicker",1,2
Tower Drake,"U, W",U,{2}{U},3.0,Creature — Drake,Flying,2,1
Armored Guardian,"U, W","U, W",{3}{W}{U},5.0,Creature — Cat Soldier,,2,5
Galina's Knight,"U, W","U, W",{W}{U},2.0,Creature — Merfolk Knight,Protection,2,2
"Kangee, Aerie Keeper","U, W","U, W",{2}{W}{U},4.0,Legendary Creature — Bird Wizard,"Flying, Kicker",2,2
Ordered Migration,"U, W","U, W",{3}{W}{U},5.0,Sorcery,Domain,,
Reviving Vapors,"U, W","U, W",{2}{W}{U},4.0,Instant,,,
Samite Archer,"U, W","U, W",{1}{W}{U},3.0,Creature — Human Cleric Archer,,1,1
Teferi's Moat,"U, W","U, W",{3}{W}{U},5.0,Enchantment,,,
Wings of Hope,"U, W","U, W",{W}{U},2.0,Enchantment — Aura,Enchant,,
Seashell Cameo,"U, W",,{3},3.0,Artifact,,,
Feeling of Dread,"U, W",W,{1}{W},2.0,Instant,Flashback,,
Moorland Haunt,"U, W",,,0.0,Land,,,
"Plagon, Lord of the Beach","U, W",U,{2}{U},3.0,Legendary Creature — Starfish Wizard,,0,3
"Inniaz, the Gale Force","U, W",U,{3}{U}{U},5.0,Legendary Creature — Djinn,Flying,4,4
Lawmage's Binding,"U, W","U, W",{1}{W}{U},3.0,Enchantment — Aura,"Enchant, Flash",,
Mirror Wall,"U, W",U,{3}{U},4.0,Creature — Wall,Defender,3,4
Ranar the Ever-Watchful,"U, W","U, W",{2}{W}{U},4.0,Legendary Creature — Spirit Warrior,"Flying, Vigilance",2,3
Ethereal Valkyrie,"U, W","U, W",{4}{W}{U},6.0,Creature — Spirit Angel,Flying,4,4
Niko Aris,"U, W","U, W",{X}{W}{U}{U},3.0,Legendary Planeswalker — Niko,Scry,,
Niko Defies Destiny,"U, W","U, W",{1}{W}{U},3.0,Enchantment — Saga,,,
The Raven's Warning,"U, W","U, W",{1}{W}{U},3.0,Enchantment — Saga,,,
"Vega, the Watcher","U, W","U, W",{1}{W}{U},3.0,Legendary Creature — Bird Spirit,Flying,2,2
"A-Vega, the Watcher","U, W","U, W",{1}{W}{U},3.0,Legendary Creature — Bird Spirit,"Flying, Ward",2,2
Gates of Istfell,"U, W",,,0.0,Land,,,
Glacial Floodplain,"U, W",,,0.0,Snow Land — Plains Island,,,
Hengegate Pathway // Mistgate Pathway,"U, W",,,0.0,Land,,,
Dovin Baan,"U, W","U, W",{2}{W}{U},4.0,Legendary Planeswalker — Dovin,,,
"Abuelo, Ancestral Echo","U, W","U, W",{1}{W}{U},3.0,Legendary Creature — Spirit,"Flying, Ward",2,2
Master's Guide-Mural // Master's Manufactory,"U, W","U, W",{3}{W}{U},5.0,Artifact,"Craft, Transform",,
Restless Anchorage,"U, W",,,0.0,Land,,,
Gosta Dirk,"U, W","U, W",{3}{W}{W}{U}{U},7.0,Legendary Creature — Human Warrior,First strike,4,4
Hunding Gjornersen,"U, W","U, W",{3}{W}{U}{U},6.0,Legendary Creature — Human Warrior,Rampage,5,4
Jedit Ojanen,"U, W","U, W",{4}{W}{W}{U},7.0,Legendary Creature — Cat Warrior,,5,5
Kasimir the Lone Wolf,"U, W","U, W",{4}{W}{U},6.0,Legendary Creature — Human Warrior,,5,3
Rasputin Dreamweaver,"U, W","U, W",{4}{W}{U},6.0,Legendary Creature — Human Wizard,,4,1
"Sygg, River Guide","U, W","U, W",{W}{U},2.0,Legendary Creature — Merfolk Wizard,"Islandwalk, Landwalk",2,2
Wanderwine Hub,"U, W",,,0.0,Land,,,
"Boromir, Gondor's Hope","U, W","U, W",{2}{W}{U},4.0,Legendary Creature — Human Warrior,,3,4
"Faramir, Steward of Gondor","U, W","U, W",{1}{W}{U},3.0,Legendary Creature — Human Noble,,2,2
"Faramir, Prince of Ithilien","U, W","U, W",{2}{W}{U},4.0,Legendary Creature — Human Noble,,3,3
Gwaihir the Windlord,"U, W","U, W",{4}{W}{U},6.0,Legendary Creature — Bird Noble,"Flying, Vigilance",4,4
