name,colorIdentity,colors,manaCost,manaValue,type,keywords,power,toughness
Dragonsoul Knight,"B, G, R, U, W",R,{2}{R},3.0,Creature — Human Knight,First strike,2,2
Worldheart Phoenix,"B, G, R, U, W",R,{3}{R},4.0,Creature — Phoenix,Flying,2,2
Fusion Elemental,"B, G, R, U, W","B, G, R, U, W",{W}{U}{B}{R}{G},5.0,Creature — Elemental,,8,8
Maelstrom Archangel,"B, G, R, U, W","B, G, R, U, W",{W}{U}{B}{R}{G},5.0,Creature — Angel,Flying,5,5
Progenitus,"B, G, R, U, W","B, G, R, U, W",{W}{W}{U}{U}{B}{B}{R}{R}{G}{G},10.0,Legendary Creature — Hydra Avatar,Protection,10,10
Kaleidostone,"B, G, R, U, W",,{2},2.0,Artifact,,,
Obelisk of Alara,"B, G, R, U, W",,{6},6.0,Artifact,,,
"Minnea, Planar Tourist","B, G, R, U, W",G,{3}{G},4.0,Legendary Creature — Human Scout,,3,4
Polis the Planeshifter,"B, G, R, U, W",R,{2}{R},3.0,Legendary Creature — Azra Wizard,,3,3
The Unknown Wizard,"B, G, R, U, W","B, G, R, U, W",{2}{W}{U}{B}{R}{G},0.0,Legendary Creature — Human Wizard,Eminence,6,6
"You, Magic Playtester","B, G, R, U, W",W,{1}{W},2.0,Legendary Creature — Human Gamer,,1,3
"Delphia, Undecided","B, G, R, U, W","B, G, R, U, W",{W}{U}{B}{R}{G},5.0,Legendary Creature — Elephant,"Mirran Victory, Phyrexian Victory",6,6
Bringer of Green Zenith's Twilight,"B, G, R, U, W",G,{X}{G}{G},2.0,Creature — Phyrexian Bringer,,2,2
"Lona, Tracker of the Known","B, G, R, U, W",G,{1}{G},2.0,Legendary Creature — Elf Ranger,,1,1
"Gen, Confider of Ages","B, G, R, U, W","B, G, R, U, W",{W}{U}{B}{R}{G},5.0,Legendary Creature — Human Wizard,,0,0
The Horizon Seeker,"B, G, R, U, W","B, G, R, U, W",{W}{U}{B}{R}{G},5.0,Legendary Creature — Human Gamer,Horsemanship,0,0
The Convincing General,"B, G, R, U, W","B, G, R, U, W",{W}{U}{B}{R}{G},5.0,Legendary Creature — Shapeshifter,Changeling,5,5
"Genevieve, Conniving Dragon","B, G, R, U, W","B, G, R, U, W",{W}{U}{B}{R}{G},5.0,Legendary Creature — Elder Dragon Gamer,"Flying, Treasure",5,5
The Knight of Commentary,"B, G, R, U, W","B, G, R, U, W",{W}{U}{B}{R}{G},5.0,Legendary Creature — Human Advisor Knight,Eminence,7,7
Eldest Dragon Highlander,"B, G, R, U, W","B, G, R, U, W",{W}{W}{U}{U}{B}{B}{R}{R}{G}{G},10.0,Legendary Creature — Elder Dragon,"Flying, Rampage, Trample",7,7
First Stage of Magic Design,"B, G, R, U, W","B, G, R, U, W",{W}{U}{B}{R}{G},0.0,Instant,,,
The Beleaguered Boxer,"B, G, R, U, W","B, G, R, U, W",{W}{U}{B}{R}{G},5.0,Legendary Creature — Human Warrior,,6,6
"Phila, Unsealed","B, G, R, U, W",,{4},4.0,Legendary Artifact Creature — Golem,,4,4
The Rebellious Intelligence,"B, G, R, U, W",,{5},5.0,Legendary Artifact Creature — Rebel,,5,5
The Collector,"B, G, R, U, W","B, G, R, U, W",{W}{U}{B}{R}{G},5.0,Legendary Creature — Human Gamer,,5,5
Transguild Courier,"B, G, R, U, W","B, G, R, U, W",{4},4.0,Artifact Creature — Golem,,3,3
Jared Carthalion,"B, G, R, U, W","B, G, R, U, W",{W}{U}{B}{R}{G},5.0,Legendary Planeswalker — Jared,Treasure,,
"Jenson Carthalion, Druid Exile","B, G, R, U, W","G, W",{G}{W},2.0,Legendary Creature — Human Druid,Scry,2,2
Iridian Maelstrom,"B, G, R, U, W","B, G, R, U, W",{W}{U}{B}{R}{G},5.0,Sorcery,,,
Primeval Spawn,"B, G, R, U, W","B, G, R, U, W",{5}{W}{U}{B}{R}{G},10.0,Creature — Avatar,"Lifelink, Trample, Vigilance",10,10
Two-Headed Hellkite,"B, G, R, U, W","B, G, R, U, W",{1}{W}{U}{B}{R}{G},6.0,Creature — Dragon,"Flying, Haste, Menace",5,5
Unite the Coalition,"B, G, R, U, W","B, G, R, U, W",{2}{W}{U}{B}{R}{G},7.0,Instant,,,
Path to the World Tree,"B, G, R, U, W",G,{1}{G},2.0,Enchantment,,,
Crystal Quarry,"B, G, R, U, W",,,0.0,Land,,,
"Jodah, the Unifier","B, G, R, U, W","B, G, R, U, W",{W}{U}{B}{R}{G},5.0,Legendary Creature — Human Wizard,,5,5
Timeless Lotus,"B, G, R, U, W",,{5},5.0,Legendary Artifact,,,
Leyline of Mutation,"B, G, R, U, W",G,{2}{G}{G},4.0,Enchantment,,,
Marina Vendrell,"B, G, R, U, W","B, G, R, U, W",{W}{U}{B}{R}{G},5.0,Legendary Creature — Human Warlock,,3,5
Haunted Screen,"B, G, R, U, W",,{3},3.0,Artifact,,,
"Kenrith, the Returned King","B, G, R, U, W",W,{4}{W},5.0,Legendary Creature — Human Noble,,5,5
Sliver Legion,"B, G, R, U, W","B, G, R, U, W",{W}{U}{B}{R}{G},5.0,Legendary Creature — Sliver,,7,7
Chamber Sentry,"B, G, R, U, W",,{X},0.0,Artifact Creature — Construct,,0,0
Sliver Overlord,"B, G, R, U, W","B, G, R, U, W",{W}{U}{B}{R}{G},5.0,Legendary Creature — Sliver Mutant,,7,7
"Sisay, Weatherlight Captain","B, G, R, U, W",W,{2}{W},3.0,Legendary Creature — Human Soldier,,2,2
The First Sliver,"B, G, R, U, W","B, G, R, U, W",{W}{U}{B}{R}{G},5.0,Legendary Creature — Sliver,Cascade,7,7
Go-Shintai of Life's Origin,"B, G, R, U, W",G,{3}{G},4.0,Legendary Enchantment Creature — Shrine,,3,4
Reality Twist,"B, G, R, U, W",U,{U}{U}{U},3.0,Enchantment,Cumulative upkeep,,
Naked Singularity,"B, G, R, U, W",,{5},5.0,Artifact,Cumulative upkeep,,
"Jegantha, the Wellspring","B, G, R, U, W","G, R",{4}{R/G},5.0,Legendary Creature — Elemental Elk,Companion,5,5
Coalition Victory,"B, G, R, U, W","B, G, R, U, W",{3}{W}{U}{B}{R}{G},8.0,Sorcery,,,
"Esika, God of the Tree // The Prismatic Bridge","B, G, R, U, W",G,{1}{G}{G},3.0,Legendary Creature — God,Vigilance,1,4
The World Tree,"B, G, R, U, W",,,0.0,Land,,,
Horde of Notions,"B, G, R, U, W","B, G, R, U, W",{W}{U}{B}{R}{G},5.0,Legendary Creature — Elemental,"Haste, Trample, Vigilance",5,5
Tom Bombadil,"B, G, R, U, W","B, G, R, U, W",{W}{U}{B}{R}{G},5.0,Legendary Creature — God Bard,,4,4
"Golos, Tireless Pilgrim","B, G, R, U, W",,{5},5.0,Legendary Artifact Creature — Scout,,3,5
Sanctum of All,"B, G, R, U, W","B, G, R, U, W",{W}{U}{B}{R}{G},5.0,Legendary Enchantment — Shrine,,,
"Ulalek, Fused Atrocity","B, G, R, U, W",,{C/W}{C/U}{C/B}{C/R}{C/G},5.0,Legendary Creature — Eldrazi,Devoid,2,5
"Azlask, the Swelling Scourge","B, G, R, U, W",,{3},3.0,Legendary Creature — Eldrazi,,2,2
"Tazri, Stalwart Survivor","B, G, R, U, W",W,{2}{W},3.0,Legendary Creature — Human Warrior,Mill,3,3
"Niv-Mizzet, Supreme","B, G, R, U, W","B, G, R, U, W",{W}{U}{B}{R}{G},5.0,Legendary Creature — Dragon Avatar,"Flying, Hexproof, Hexproof from",5,5
"Wowzer, the Aspirational","B, G, R, U, W","B, G, R, U, W",{C}{W}{U}{B}{R}{G}{S},7.0,Legendary Snow Creature — Wurm,,10,10
Garth One-Eye,"B, G, R, U, W","B, G, R, U, W",{W}{U}{B}{R}{G},5.0,Legendary Creature — Human Wizard,,5,5
Leyline of the Guildpact,"B, G, R, U, W","B, G, R, U, W",{G/W}{G/U}{B/G}{R/G},4.0,Enchantment,,,
"Niv-Mizzet, Guildpact","B, G, R, U, W","B, G, R, U, W",{W}{U}{B}{R}{G},5.0,Legendary Creature — Dragon Avatar,"Flying, Hexproof, Hexproof from",6,6
Etched Monstrosity,"B, G, R, U, W",,{5},5.0,Artifact Creature — Phyrexian Golem,,10,10
Begin the Invasion,"B, G, R, U, W","B, G, R, U, W",{X}{W}{U}{B}{R}{G},5.0,Sorcery,,,
Krosa,"B, G, R, U, W",,,0.0,Plane — Dominaria,,,
Invasion of Alara // Awaken the Maelstrom,"B, G, R, U, W","B, G, R, U, W",{W}{U}{B}{R}{G},5.0,Battle — Siege,,,
"Omnath, Locus of All","B, G, R, U, W","B, G, R, U, W",{W}{U}{B/P}{R}{G},5.0,Legendary Creature — Phyrexian Elemental,,4,4
Niv-Mizzet Reborn,"B, G, R, U, W","B, G, R, U, W",{W}{U}{B}{R}{G},5.0,Legendary Creature — Dragon Avatar,Flying,6,6
"Kyodai, Soul of Kamigawa","B, G, R, U, W",W,{3}{W},4.0,Legendary Creature — Dragon Spirit,"Flash, Flying",3,3
The Kami War // O-Kagachi Made Manifest,"B, G, R, U, W","B, G, R, U, W",{1}{W}{U}{B}{R}{G},6.0,Enchantment — Saga,Transform,,
Sliver Queen,"B, G, R, U, W","B, G, R, U, W",{W}{U}{B}{R}{G},5.0,Legendary Creature — Sliver,,7,7
Atogatog,"B, G, R, U, W","B, G, R, U, W",{W}{U}{B}{R}{G},5.0,Legendary Creature — Atog,,5,5
General Tazri,"B, G, R, U, W",W,{4}{W},5.0,Legendary Creature — Human Ally,,3,4
"Urtet, Remnant of Memnarch","B, G, R, U, W",,{3},3.0,Legendary Artifact Creature — Myr,,2,2
1996 World Champion,"B, G, R, U, W","B, G, R, U, W",{W}{U}{B}{R}{G},5.0,Summon Legend,,*,*
Fabled Path of Searo Point,"B, G, R, U, W",,,0.0,Legendary Land — Mountain,,,
"Andrios, Roaming Explorer","B, G, R, U, W",G,{5}{G},6.0,Legendary Artifact Creature — Wizard,Reach,4,3
"Ersta, Friend to All","B, G, R, U, W","B, G, R, U, W",{W}{U}{B}{R}{G},5.0,Legendary Planeswalker — Ersta,,,
Wizard from Beyond,"B, G, R, U, W","B, G, R, U, W",{W}{U}{B}{R}{G},5.0,Legendary Enchantment — Background,,,
"Nira, Hellkite Duelist","B, G, R, U, W","B, G, R, U, W",{W}{U}{B}{R}{G},5.0,Legendary Creature — Dragon,"Flash, Flying, Haste, Trample",6,6
Courier's Briefcase,"B, G, R, U, W",G,{1}{G},2.0,Artifact — Treasure,,,
Reaper King,"B, G, R, U, W","B, G, R, U, W",{2/W}{2/U}{2/B}{2/R}{2/G},10.0,Legendary Artifact Creature — Scarecrow,,6,6
"Tazri, Beacon of Unity","B, G, R, U, W",W,{4}{W},5.0,Legendary Creature — Human Warrior,,4,6
"Codie, Vociferous Codex","B, G, R, U, W",,{3},3.0,Legendary Artifact Creature — Construct,,1,4
Meeting of the Five,"B, G, R, U, W","B, G, R, U, W",{3}{W}{U}{B}{R}{G},8.0,Sorcery,,,
Widespread Thieving,"B, G, R, U, W",R,{2}{R},3.0,Enchantment,"Hideaway, Treasure",,
Princess Twilight Sparkle,"B, G, R, U, W","U, W",{W}{U},2.0,Legendary Creature — Alicorn,Flying,2,2
"Karona, False God","B, G, R, U, W","B, G, R, U, W",{1}{W}{U}{B}{R}{G},6.0,Legendary Creature — Avatar,Haste,5,5
Rainbow Dash,"B, G, R, U, W","R, W",{1}{R}{W},3.0,Legendary Creature — Pegasus,"Flying, Haste, Sonic Rainboom",2,2
Jack-in-the-Mox,"B, G, R, U, W",,{0},0.0,Artifact,,,
Surgeon General Commander,"B, G, R, U, W",G,{3}{G},4.0,Legendary Creature — Wombat Bat Chameleon,Enchant,3,3
Who // What // When // Where // Why,"B, G, R, U, W",W,{X}{W},13.0,Instant,,,
Opening Ceremony,"B, G, R, U, W",R,{4}{R}{R},6.0,Sorcery,,,
"Vorthos, Steward of Myth","B, G, R, U, W",R,{1}{R},2.0,Legendary Creature — Human Gamer,,1,3
Nearby Planet,"B, G, R, U, W",,,0.0,Land,,,
"Urza, Academy Headmaster","B, G, R, U, W","B, G, R, U, W",{W}{U}{B}{R}{G},5.0,Legendary Planeswalker — Urza,,,
