name,colorIdentity,colors,manaCost,manaValue,type,keywords,power,toughness
Terror,B,B,{1}{B},2.0,Instant,,,
Thrull Surgeon,B,B,{1}{B},2.0,Creature — Thrull,,1,1
Underworld Dreams,B,B,{B}{B}{B},3.0,Enchantment,,,
Unholy Strength,B,B,{B},1.0,Enchantment — Aura,Enchant,,
Vampire Bats,B,B,{B},1.0,Creature — Bat,Flying,0,1
Spawning Pool,B,,,0.0,Land,,,
Swamp,B,,,0.0,Basic Land — Swamp,,,
Animate Dead,B,B,{1}{B},2.0,Enchantment — Aura,Enchant,,
Bad Moon,B,B,{1}{B},2.0,Enchantment,,,
Black Knight,B,B,{B}{B},2.0,Creature — Human Knight,"First strike, Protection",2,2
Contract from Below,B,B,{B},1.0,Sorcery,,,
Cursed Land,B,B,{2}{B}{B},4.0,Enchantment — Aura,Enchant,,
Dark Ritual,B,B,{B},1.0,Instant,,,
Darkpact,B,B,{B}{B}{B},3.0,Sorcery,,,
Deathgrip,B,B,{B}{B},2.0,Enchantment,,,
Deathlace,B,B,{B},1.0,Instant,,,
Demonic Attorney,B,B,{1}{B}{B},3.0,Sorcery,,,
Demonic Hordes,B,B,{3}{B}{B}{B},6.0,Creature — Demon,,5,5
Demonic Tutor,B,B,{1}{B},2.0,Sorcery,,,
Drain Life,B,B,{X}{1}{B},2.0,Sorcery,,,
Evil Presence,B,B,{B},1.0,Enchantment — Aura,Enchant,,
Frozen Shade,B,B,{2}{B},3.0,Creature — Shade,,0,1
Gloom,B,B,{2}{B},3.0,Enchantment,,,
Howl from Beyond,B,B,{X}{B},1.0,Instant,,,
Lich,B,B,{B}{B}{B}{B},4.0,Enchantment,,,
Mind Twist,B,B,{X}{B},1.0,Sorcery,,,
Nether Shadow,B,B,{B}{B},2.0,Creature — Spirit,Haste,1,1
Nettling Imp,B,B,{2}{B},3.0,Creature — Imp,,1,1
Paralyze,B,B,{B},1.0,Enchantment — Aura,Enchant,,
Pestilence,B,B,{2}{B}{B},4.0,Enchantment,,,
Plague Rats,B,B,{2}{B},3.0,Creature — Rat,,*,*
Raise Dead,B,B,{B},1.0,Sorcery,,,
Sacrifice,B,B,{B},1.0,Instant,,,
Scavenging Ghoul,B,B,{3}{B},4.0,Creature — Zombie,,2,2
Simulacrum,B,B,{1}{B},2.0,Instant,,,
Sinkhole,B,B,{B}{B},2.0,Sorcery,,,
Wall of Bone,B,B,{2}{B},3.0,Creature — Skeleton Wall,Defender,1,4
Warp Artifact,B,B,{B}{B},2.0,Enchantment — Aura,Enchant,,
Weakness,B,B,{B},1.0,Enchantment — Aura,Enchant,,
Will-o'-the-Wisp,B,B,{B},1.0,Creature — Spirit,Flying,0,1
Word of Command,B,B,{B}{B},2.0,Instant,,,
Zombie Master,B,B,{1}{B}{B},3.0,Creature — Zombie,,2,3
Mox Jet,B,,{0},0.0,Artifact,,,
Balustrade Spy,B,B,{3}{B},4.0,Creature — Vampire Rogue,Flying,2,3
Bitterblossom,B,B,{1}{B},2.0,Kindred Enchantment — Faerie,,,
Blood Artist,B,B,{1}{B},2.0,Creature — Vampire,,0,1
Bloodflow Connoisseur,B,B,{2}{B},3.0,Creature — Vampire,,1,1
Carrier Thrall,B,B,{1}{B},2.0,Creature — Vampire,,2,1
Damnation,B,B,{2}{B}{B},4.0,Sorcery,,,
Disfigure,B,B,{B},1.0,Instant,,,
Eyeblight's Ending,B,B,{2}{B},3.0,Kindred Instant — Elf,,,
Go for the Throat,B,B,{1}{B},2.0,Instant,,,
Graveblade Marauder,B,B,{2}{B},3.0,Creature — Human Warrior,Deathtouch,1,4
Gravecrawler,B,B,{B},1.0,Creature — Zombie,,2,1
Imperial Seal,B,B,{B},1.0,Sorcery,,,
Inquisition of Kozilek,B,B,{B},1.0,Sorcery,,,
"Liliana, the Last Hope",B,B,{1}{B}{B},3.0,Legendary Planeswalker — Liliana,Mill,,
Liliana's Elite,B,B,{2}{B},3.0,Creature — Zombie,,1,1
Necrotic Ooze,B,B,{2}{B}{B},4.0,Creature — Ooze,,4,3
"Ob Nixilis, Unshackled",B,B,{4}{B}{B},6.0,Legendary Creature — Demon,"Flying, Trample",4,4
Oona's Prowler,B,B,{1}{B},2.0,Creature — Faerie Rogue,Flying,3,1
Scion of Darkness,B,B,{5}{B}{B}{B},8.0,Creature — Avatar,"Cycling, Trample",6,6
Seekers' Squire,B,B,{1}{B},2.0,Creature — Human Scout,Explore,1,2
Severed Strands,B,B,{1}{B},2.0,Sorcery,,,
Shadowborn Apostle,B,B,{B},1.0,Creature — Human Cleric,,1,1
Skeleton Archer,B,B,{3}{B},4.0,Creature — Skeleton Archer,,3,3
Skinrender,B,B,{2}{B}{B},4.0,Creature — Phyrexian Zombie,,3,3
Strands of Undeath,B,B,{3}{B},4.0,Enchantment — Aura,Enchant,,
Supernatural Stamina,B,B,{B},1.0,Instant,,,
Surgical Extraction,B,B,{B/P},1.0,Instant,,,
Unearth,B,B,{B},1.0,Sorcery,Cycling,,
Vampire Sovereign,B,B,{3}{B}{B},5.0,Creature — Vampire Noble,Flying,3,4
Vampiric Rites,B,B,{B},1.0,Enchantment,,,
"Yahenni, Undying Partisan",B,B,{2}{B},3.0,Legendary Creature — Aetherborn Vampire,Haste,2,2
Ad Nauseam,B,B,{3}{B}{B},5.0,Instant,,,
Bone Picker,B,B,{3}{B},4.0,Creature — Bird,"Deathtouch, Flying",3,2
Cast Down,B,B,{1}{B},2.0,Instant,,,
Costly Plunder,B,B,{1}{B},2.0,Instant,,,
Dark Confidant,B,B,{1}{B},2.0,Creature — Human Wizard,,2,1
Death's Shadow,B,B,{B},1.0,Creature — Avatar,,13,13
Defiant Salvager,B,B,{2}{B},3.0,Creature — Aetherborn Artificer,,2,2
Dire Fleet Hoarder,B,B,{1}{B},2.0,Creature — Human Pirate,Treasure,2,1
Disciple of Bolas,B,B,{3}{B},4.0,Creature — Human Wizard,,2,1
Disciple of the Vault,B,B,{B},1.0,Creature — Human Cleric,,1,1
Divest,B,B,{B},1.0,Sorcery,,,
Dread Return,B,B,{2}{B}{B},4.0,Sorcery,Flashback,,
Driver of the Dead,B,B,{3}{B},4.0,Creature — Vampire,,3,2
Drown in Sorrow,B,B,{1}{B}{B},3.0,Sorcery,Scry,,
Executioner's Capsule,B,B,{B},1.0,Artifact,,,
Fatal Push,B,B,{B},1.0,Instant,Revolt,,
"Geth, Lord of the Vault",B,B,{4}{B}{B},6.0,Legendary Creature — Phyrexian Zombie,"Intimidate, Mill",5,5
Glaze Fiend,B,B,{1}{B},2.0,Artifact Creature — Illusion,Flying,0,1
Heartless Pillage,B,B,{2}{B},3.0,Sorcery,"Raid, Treasure",,
Magus of the Abyss,B,B,{3}{B},4.0,Creature — Human Wizard,,4,3
Magus of the Will,B,B,{2}{B},3.0,Creature — Human Wizard,,3,3
Morkrut Banshee,B,B,{3}{B}{B},5.0,Creature — Spirit,Morbid,4,4
Oubliette,B,B,{1}{B}{B},3.0,Enchantment,,,
Ovalchase Daredevil,B,B,{3}{B},4.0,Creature — Human Pilot,,4,2
Painsmith,B,B,{1}{B},2.0,Creature — Human Artificer,,2,1
Ravenous Trap,B,B,{2}{B}{B},4.0,Instant — Trap,,,
Salvage Titan,B,B,{4}{B}{B},6.0,Artifact Creature — Golem,,6,4
Silumgar Scavenger,B,B,{4}{B},5.0,Creature — Zombie Bird,"Exploit, Flying",2,3
Skirsdag High Priest,B,B,{1}{B},2.0,Creature — Human Cleric,Morbid,1,2
"Skithiryx, the Blight Dragon",B,B,{3}{B}{B},5.0,Legendary Creature — Phyrexian Dragon Skeleton,"Flying, Infect",4,4
Thoughtseize,B,B,{B},1.0,Sorcery,,,
Toxic Deluge,B,B,{2}{B},3.0,Sorcery,,,
Twisted Abomination,B,B,{5}{B},6.0,Creature — Zombie Mutant,"Cycling, Swampcycling",5,3
Vampire Hexmage,B,B,{B}{B},2.0,Creature — Vampire Shaman,First strike,2,1
Wound Reflection,B,B,{5}{B},6.0,Enchantment,,,
Cranial Plating,B,,{2},2.0,Artifact — Equipment,Equip,,
Metalspinner's Puzzleknot,B,,{2},2.0,Artifact,,,
El-Hajjâj,B,B,{1}{B}{B},3.0,Creature — Human Wizard,,1,1
Erg Raiders,B,B,{1}{B},2.0,Creature — Human Warrior,,2,3
Sorceress Queen,B,B,{1}{B}{B},3.0,Creature — Human Wizard,,1,1
"Szarekh, the Silent King",B,B,{1}{B}{B}{B},4.0,Legendary Artifact Creature — Necron,"Flying, Mill, My Will Be Done",3,4
Imotekh the Stormlord,B,B,{2}{B}{B},4.0,Legendary Artifact Creature — Necron,"Grand Strategist, Phaeron",3,3
Anrakyr the Traveller,B,B,{4}{B},5.0,Legendary Artifact Creature — Necron,Lord of the Pyrrhian Legions,4,4
Arco-Flagellant,B,B,{2}{B},3.0,Creature — Human,"Endurant, Squad",3,1
Biotransference,B,B,{2}{B}{B},4.0,Enchantment,,,
Blight Grenade,B,B,{4}{B},5.0,Sorcery,,,
Chronomancer,B,B,{1}{B},2.0,Artifact Creature — Necron Wizard,"Atomic Transmutation, Flying, Unearth",1,1
Cryptek,B,B,{3}{B},4.0,Artifact Creature — Necron Wizard,,3,3
Flayed One,B,B,{2}{B},3.0,Artifact Creature — Necron,"Flesh Flayer, Lifelink, Mill",4,1
Great Unclean One,B,B,{4}{B},5.0,Creature — Demon,Reverberating Summons,4,5
Hexmark Destroyer,B,B,{4}{B}{B},6.0,Artifact Creature — Necron,"Multi-threat Eliminator, Unearth",6,6
Illuminor Szeras,B,B,{2}{B},3.0,Legendary Artifact Creature — Necron,Secrets of the Soul,3,3
Lokhust Heavy Destroyer,B,B,{1}{B}{B}{B},4.0,Artifact Creature — Necron,"Enmitic Exterminator, Flying, Unearth",3,2
Lychguard,B,B,{2}{B},3.0,Artifact Creature — Necron,Guardian Protocols,2,3
Mandate of Abaddon,B,B,{3}{B},4.0,Sorcery,,,
"Mortarion, Daemon Primarch",B,B,{5}{B},6.0,Legendary Creature — Demon Primarch,"Flying, Primarch of the Death Guard",5,6
Necron Deathmark,B,B,{3}{B}{B},5.0,Artifact Creature — Necron,"Flash, Mill, Synaptic Disintegrator",5,3
Necron Overlord,B,B,{2}{B}{B},4.0,Artifact Creature — Necron Noble,Relentless March,2,5
Nurgle's Conscription,B,B,{4}{B},5.0,Instant,,,
Nurgle's Rot,B,B,{B},1.0,Enchantment — Aura,Enchant,,
Out of the Tombs,B,B,{2}{B},3.0,Enchantment,Mill,,
Plague Drone,B,B,{3}{B},4.0,Creature — Demon,"Flying, Rot Fly",3,3
Plasmancer,B,B,{2}{B}{B},4.0,Artifact Creature — Necron Wizard,"Dynastic Advisor, Flying",3,3
Poxwalkers,B,B,{2}{B},3.0,Creature — Zombie,"Curse of the Walking Pox, Deathtouch",3,1
Primaris Eliminator,B,B,{4}{B},5.0,Creature — Astartes Warrior,"Executioner Round, Hyperfrag Round",3,2
Psychomancer,B,B,{1}{B},2.0,Artifact Creature — Necron Wizard,"Flying, Harbinger of Despair",1,1
Royal Warden,B,B,{3}{B}{B},5.0,Artifact Creature — Necron,"Phalanx Commander, Unearth",3,2
Sanguinary Priest,B,B,{3}{B},4.0,Creature — Astartes Cleric,"Blood Chalice, Lifelink",2,4
Sautekh Immortal,B,B,{2}{B},3.0,Artifact Creature — Necron,"Elite Troops, Flash",2,2
Shard of the Nightbringer,B,B,{5}{B}{B}{B},8.0,Creature — C'tan,"Drain Life, Flying",8,8
Shard of the Void Dragon,B,B,{4}{B}{B}{B},7.0,Creature — C'tan,"Flying, Matter Absorption, Spear of the Void Dragon",7,7
Skorpekh Destroyer,B,B,{2}{B}{B},4.0,Artifact Creature — Necron,"Deathtouch, Hyperphase Threshers",4,2
Skorpekh Lord,B,B,{2}{B},3.0,Artifact Creature — Necron Noble,"Command Protocols, Menace, Unearth",3,2
Sloppity Bilepiper,B,B,{3}{B},4.0,Creature — Demon,Jolly Gutpipes,3,3
Tallyman of Nurgle,B,B,{2}{B},3.0,Creature — Astartes Warrior,"Lifelink, The Seven-fold Chant",2,3
Technomancer,B,B,{5}{B}{B},7.0,Artifact Creature — Necron Wizard,Mill,5,1
Their Name Is Death,B,B,{3}{B}{B}{B},6.0,Sorcery,,,
Their Number Is Legion,B,B,{X}{B}{B}{B}{B},4.0,Sorcery,,,
Tomb Blade,B,B,{4}{B}{B},6.0,Artifact Creature — Necron,"Flying, Unearth",5,4
Trazyn the Infinite,B,B,{4}{B}{B},6.0,Legendary Artifact Creature — Necron,"Deathtouch, Prismatic Gallery",4,6
Triarch Praetorian,B,B,{1}{B},2.0,Artifact Creature — Necron,"Dynastic Codes, Flying, Unearth",2,1
Triarch Stalker,B,B,{3}{B}{B},5.0,Artifact Creature — Necron,Targeting Relay,4,5
Venomcrawler,B,B,{3}{B},4.0,Artifact Creature — Demon,"Devourer of Souls, Lifelink",2,2
The War in Heaven,B,B,{3}{B}{B}{B},6.0,Enchantment — Saga,Mill,,
Tomb Fortress,B,,,0.0,Land,Mill,,
Bile Blight,B,B,{B}{B},2.0,Instant,,,
Darkness,B,B,{B},1.0,Instant,,,
Decree of Pain,B,B,{6}{B}{B},8.0,Sorcery,Cycling,,
Defile,B,B,{B},1.0,Instant,,,
Living Death,B,B,{3}{B}{B},5.0,Sorcery,,,
Mutilate,B,B,{2}{B}{B},4.0,Sorcery,,,
Barren Moor,B,,,0.0,Land,Cycling,,
Desert of the Glorified,B,,,0.0,Land — Desert,Cycling,,
Polluted Mire,B,,,0.0,Land,Cycling,,
Vault of Whispers,B,,,0.0,Artifact Land,,,
Abomination,B,B,{3}{B}{B},5.0,Creature — Horror,,2,6
Ashes to Ashes,B,B,{1}{B}{B},3.0,Sorcery,,,
Blight,B,B,{B}{B},2.0,Enchantment — Aura,Enchant,,
Bog Imp,B,B,{1}{B},2.0,Creature — Imp,Flying,1,1
Carrion Ants,B,B,{2}{B}{B},4.0,Creature — Insect,,0,1
Cosmic Horror,B,B,{3}{B}{B}{B},6.0,Creature — Horror,First strike,7,7
Cyclopean Mummy,B,B,{1}{B},2.0,Creature — Zombie,,2,1
Greed,B,B,{3}{B},4.0,Enchantment,,,
Junún Efreet,B,B,{1}{B}{B},3.0,Creature — Efreet,Flying,3,3
Lost Soul,B,B,{1}{B}{B},3.0,Creature — Spirit Minion,Swampwalk,2,1
Marsh Gas,B,B,{B},1.0,Instant,,,
Murk Dwellers,B,B,{3}{B},4.0,Creature — Zombie,,2,2
Pit Scorpion,B,B,{2}{B},3.0,Creature — Scorpion,,1,1
Rag Man,B,B,{2}{B}{B},4.0,Creature — Human Minion,,2,1
Spirit Shackle,B,B,{B}{B},2.0,Enchantment — Aura,Enchant,,
Uncle Istvan,B,B,{1}{B}{B}{B},4.0,Creature — Human,,1,3
Word of Binding,B,B,{X}{B}{B},2.0,Sorcery,,,
Xenic Poltergeist,B,B,{1}{B}{B},3.0,Creature — Spirit,,1,1
Black Mana Battery,B,,{4},4.0,Artifact,,,
Blind Creeper,B,B,{1}{B},2.0,Creature — Zombie Beast,,3,3
Cackling Imp,B,B,{2}{B}{B},4.0,Creature — Imp,Flying,2,2
Desecration Elemental,B,B,{3}{B},4.0,Creature — Elemental,Fear,8,8
Devour in Shadow,B,B,{B}{B},2.0,Instant,,,
Ebon Drake,B,B,{2}{B},3.0,Creature — Drake,Flying,3,3
Endless Whispers,B,B,{2}{B}{B},4.0,Enchantment,,,
Fill with Fright,B,B,{3}{B},4.0,Sorcery,Scry,,
Fleshgrafter,B,B,{2}{B},3.0,Creature — Human Warrior,,2,2
Lose Hope,B,B,{B},1.0,Instant,Scry,,
Mephidross Vampire,B,B,{4}{B}{B},6.0,Creature — Vampire,Flying,3,4
Moriok Rigger,B,B,{2}{B},3.0,Creature — Human Rogue Rigger,,2,2
Night's Whisper,B,B,{1}{B},2.0,Sorcery,,,
Nim Grotesque,B,B,{6}{B},7.0,Creature — Zombie,,3,6
Plunge into Darkness,B,B,{1}{B},2.0,Instant,Entwine,,
Shattered Dreams,B,B,{B},1.0,Sorcery,,,
Vicious Betrayal,B,B,{3}{B}{B},5.0,Sorcery,,,
Abyssal Specter,B,B,{2}{B}{B},4.0,Creature — Specter,Flying,2,3
Bog Rats,B,B,{B},1.0,Creature — Rat,,1,1
Breeding Pit,B,B,{3}{B},4.0,Enchantment,,,
Broken Visage,B,B,{4}{B},5.0,Instant,,,
Cloak of Confusion,B,B,{1}{B},2.0,Enchantment — Aura,Enchant,,
Derelor,B,B,{3}{B},4.0,Creature — Thrull,,4,4
Evil Eye of Orms-by-Gore,B,B,{4}{B},5.0,Creature — Eye,,3,6
Fallen Angel,B,B,{3}{B}{B},5.0,Creature — Angel,Flying,3,3
Funeral March,B,B,{1}{B}{B},3.0,Enchantment — Aura,Enchant,,
Greater Werewolf,B,B,{4}{B},5.0,Creature — Werewolf,,2,4
Hecatomb,B,B,{1}{B}{B},3.0,Enchantment,,,
Initiates of the Ebon Hand,B,B,{B},1.0,Creature — Cleric,,1,1
Kjeldoran Dead,B,B,{B},1.0,Creature — Skeleton,,3,1
Knight of Stromgald,B,B,{B}{B},2.0,Creature — Human Knight,Protection,2,1
Krovikan Fetish,B,B,{2}{B},3.0,Enchantment — Aura,Enchant,,
Leshrac's Rite,B,B,{B},1.0,Enchantment — Aura,Enchant,,
Mind Ravel,B,B,{2}{B},3.0,Sorcery,,,
Mind Warp,B,B,{X}{3}{B},4.0,Sorcery,,,
Mindstab Thrull,B,B,{1}{B}{B},3.0,Creature — Thrull,,2,2
Mole Worms,B,B,{2}{B},3.0,Creature — Worm,,1,1
Necrite,B,B,{1}{B}{B},3.0,Creature — Thrull,,2,2
Necropotence,B,B,{B}{B}{B},3.0,Enchantment,,,
Pox,B,B,{B}{B}{B},3.0,Sorcery,,,
Sengir Autocrat,B,B,{3}{B},4.0,Creature — Human,,2,2
Stromgald Cabal,B,B,{1}{B}{B},3.0,Creature — Human Knight,,2,2
The Wretched,B,B,{3}{B}{B},5.0,Creature — Demon,,2,5
Thrull Retainer,B,B,{B},1.0,Enchantment — Aura,Enchant,,
Torture,B,B,{B},1.0,Enchantment — Aura,Enchant,,
Touch of Death,B,B,{2}{B},3.0,Sorcery,,,
Bottomless Vault,B,,,0.0,Land,,,
Ebon Stronghold,B,,,0.0,Land,,,
Abyssal Hunter,B,B,{3}{B},4.0,Creature — Human Assassin,,1,1
Ashen Powder,B,B,{2}{B}{B},4.0,Sorcery,,,
Blighted Shaman,B,B,{1}{B},2.0,Creature — Human Cleric Shaman,,1,1
Blood Pet,B,B,{B},1.0,Creature — Thrull,,1,1
Coercion,B,B,{2}{B},3.0,Sorcery,,,
Doomsday,B,B,{B}{B}{B},3.0,Sorcery,,,
Dread of Night,B,B,{B},1.0,Enchantment,,,
Dry Spell,B,B,{1}{B},2.0,Sorcery,,,
Enfeeblement,B,B,{B}{B},2.0,Enchantment — Aura,Enchant,,
Fatal Blow,B,B,{B},1.0,Instant,,,
Feast of the Unicorn,B,B,{3}{B},4.0,Enchantment — Aura,Enchant,,
Feral Shadow,B,B,{2}{B},3.0,Creature — Nightstalker,Flying,2,1
Forbidden Crypt,B,B,{3}{B}{B},5.0,Enchantment,,,
Gravebane Zombie,B,B,{3}{B},4.0,Creature — Zombie,,3,2
Infernal Contract,B,B,{B}{B}{B},3.0,Sorcery,,,
Mischievous Poltergeist,B,B,{2}{B},3.0,Creature — Spirit,Flying,1,1
Necrosavant,B,B,{3}{B}{B}{B},6.0,Creature — Zombie Giant,,5,5
Painful Memories,B,B,{1}{B},2.0,Sorcery,,,
Perish,B,B,{2}{B},3.0,Sorcery,,,
Python,B,B,{1}{B}{B},3.0,Creature — Snake,,3,2
Razortooth Rats,B,B,{2}{B},3.0,Creature — Rat,Fear,2,1
Strands of Night,B,B,{2}{B}{B},4.0,Enchantment,,,
Stupor,B,B,{2}{B},3.0,Sorcery,,,
Syphon Soul,B,B,{2}{B},3.0,Sorcery,,,
Vampiric Tutor,B,B,{B},1.0,Instant,,,
Charcoal Diamond,B,,{2},2.0,Artifact,,,
Abyssal Horror,B,B,{4}{B}{B},6.0,Creature — Horror,Flying,2,2
Befoul,B,B,{2}{B}{B},4.0,Sorcery,,,
Bellowing Fiend,B,B,{4}{B},5.0,Creature — Spirit,Flying,3,3
Bereavement,B,B,{1}{B},2.0,Enchantment,,,
Corrupt,B,B,{5}{B},6.0,Sorcery,,,
Crypt Rats,B,B,{2}{B},3.0,Creature — Rat,,1,1
Dakmor Lancer,B,B,{4}{B}{B},6.0,Creature — Human Knight,,3,3
Dark Banishing,B,B,{2}{B},3.0,Instant,,,
Darkest Hour,B,B,{B},1.0,Enchantment,,,
Dregs of Sorrow,B,B,{X}{4}{B},5.0,Sorcery,,,
Duress,B,B,{B},1.0,Sorcery,,,
Eastern Paladin,B,B,{2}{B}{B},4.0,Creature — Phyrexian Zombie Knight,,3,3
Engineered Plague,B,B,{2}{B},3.0,Enchantment,,,
Foul Imp,B,B,{B}{B},2.0,Creature — Imp,Flying,2,2
Fugue,B,B,{3}{B}{B},5.0,Sorcery,,,
Giant Cockroach,B,B,{3}{B},4.0,Creature — Insect,,4,2
Hollow Dogs,B,B,{4}{B},5.0,Creature — Phyrexian Zombie Dog,,3,3
Nausea,B,B,{1}{B},2.0,Sorcery,,,
Necrologia,B,B,{3}{B}{B},5.0,Instant,,,
Nocturnal Raid,B,B,{2}{B}{B},4.0,Instant,,,
Oppression,B,B,{1}{B}{B},3.0,Enchantment,,,
Ostracize,B,B,{B},1.0,Sorcery,,,
Persecute,B,B,{2}{B}{B},4.0,Sorcery,,,
Reprocess,B,B,{2}{B}{B},4.0,Sorcery,,,
Revenant,B,B,{4}{B},5.0,Creature — Spirit,Flying,*,*
Serpent Warrior,B,B,{2}{B},3.0,Creature — Snake Warrior,,3,3
Stronghold Assassin,B,B,{1}{B}{B},3.0,Creature — Phyrexian Zombie Assassin,,2,1
Tainted Aether,B,B,{2}{B}{B},4.0,Enchantment,,,
Western Paladin,B,B,{2}{B}{B},4.0,Creature — Phyrexian Zombie Knight,,3,3
Yawgmoth's Edict,B,B,{1}{B},2.0,Enchantment,,,
Ambition's Cost,B,B,{3}{B},4.0,Sorcery,,,
Carrion Wall,B,B,{1}{B}{B},3.0,Creature — Wall,Defender,3,2
Death Pit Offering,B,B,{2}{B}{B},4.0,Enchantment,,,
Death Pits of Rath,B,B,{3}{B}{B},5.0,Enchantment,,,
Deathgazer,B,B,{3}{B},4.0,Creature — Lizard,,2,2
Deepwood Ghoul,B,B,{2}{B},3.0,Creature — Zombie,,2,1
Execute,B,B,{2}{B},3.0,Instant,,,
Gluttonous Zombie,B,B,{4}{B},5.0,Creature — Zombie,Fear,3,3
Larceny,B,B,{3}{B}{B},5.0,Enchantment,,,
Maggot Carrier,B,B,{B},1.0,Creature — Zombie,,1,1
Mind Slash,B,B,{1}{B}{B},3.0,Enchantment,,,
Mind Sludge,B,B,{4}{B},5.0,Sorcery,,,
Murderous Betrayal,B,B,{B}{B}{B},3.0,Enchantment,,,
Phyrexian Arena,B,B,{1}{B}{B},3.0,Enchantment,,,
Phyrexian Plaguelord,B,B,{3}{B}{B},5.0,Creature — Phyrexian Carrier,,4,4
Primeval Shambler,B,B,{4}{B},5.0,Creature — Horror Mercenary,,3,3
Sever Soul,B,B,{3}{B}{B},5.0,Sorcery,,,
Slay,B,B,{2}{B},3.0,Instant,,,
Swarm of Rats,B,B,{1}{B},2.0,Creature — Rat,,*,1
