name,colorIdentity,colors,manaCost,manaValue,type,keywords,power,toughness
Third Path Iconoclast,"R, U","R, U",{U}{R},2.0,Creature — Human Monk,,2,1
Nivix Guildmage,"R, U","R, U",{U}{R},2.0,Creature — Human Wizard,,2,2
Izzet Guildgate,"R, U",,,0.0,Land — Gate,,,
Mystic Retrieval,"R, U",U,{3}{U},4.0,Sorcery,Flashback,,
Desperate Ravings,"R, U",R,{1}{R},2.0,Instant,Flashback,,
Counterflux,"R, U","R, U",{U}{U}{R},3.0,Instant,Overload,,
Epic Experiment,"R, U","R, U",{X}{U}{R},2.0,Sorcery,,,
Etherium-Horn Sorcerer,"R, U","R, U",{4}{U}{R},6.0,Artifact Creature — Minotaur Wizard,Cascade,3,6
Firemind's Foresight,"R, U","R, U",{5}{U}{R},7.0,Instant,,,
Goblin Electromancer,"R, U","R, U",{U}{R},2.0,Creature — Goblin Wizard,,2,2
"Melek, Izzet Paragon","R, U","R, U",{4}{U}{R},6.0,Legendary Creature — Weird Wizard,,2,4
Steam Augury,"R, U","R, U",{2}{U}{R},4.0,Instant,,,
Call the Skybreaker,"R, U","R, U",{5}{U/R}{U/R},7.0,Sorcery,Retrace,,
"Kraum, Ludevic's Opus","R, U","R, U",{3}{U}{R},5.0,Legendary Creature — Zombie Horror,"Flying, Haste, Partner",4,4
"Ludevic, Necro-Alchemist","R, U","R, U",{1}{U}{R},3.0,Legendary Creature — Human Wizard,Partner,1,4
Spellheart Chimera,"R, U","R, U",{1}{U}{R},3.0,Creature — Chimera,"Flying, Trample",*,3
Izzet Chronarch,"R, U","R, U",{3}{U}{R},5.0,Creature — Human Wizard,,2,2
Mercurial Chemister,"R, U","R, U",{3}{U}{R},5.0,Creature — Human Wizard,,2,3
"Nin, the Pain Artist","R, U","R, U",{U}{R},2.0,Legendary Creature — Vedalken Wizard,,1,1
"Niv-Mizzet, Dracogenius","R, U","R, U",{2}{U}{U}{R}{R},6.0,Legendary Creature — Dragon Wizard,Flying,5,5
"Saheeli, the Gifted","R, U","R, U",{2}{U}{R},4.0,Legendary Planeswalker — Saheeli,,,
"Tawnos, Urza's Apprentice","R, U","R, U",{U}{R},2.0,Legendary Creature — Human Artificer,Haste,1,3
Crackling Drake,"R, U","R, U",{U}{U}{R}{R},4.0,Creature — Drake,Flying,*,4
Ral Zarek,"R, U","R, U",{2}{U}{R},4.0,Legendary Planeswalker — Ral,,,
Izzet Locket,"R, U",,{3},3.0,Artifact,,,
Djinn Illuminatus,"R, U","R, U",{5}{U/R}{U/R},7.0,Creature — Djinn,Flying,3,5
"Veyran, Voice of Duality","R, U","R, U",{1}{U}{R},3.0,Legendary Creature — Efreet Wizard,Magecraft,2,2
"Zaffai, Thunder Conductor","R, U","R, U",{2}{U}{R},4.0,Legendary Creature — Human Shaman,"Magecraft, Scry",1,4
Reinterpret,"R, U","R, U",{2}{U}{R},4.0,Instant,,,
"Lozhan, Dragons' Legacy","R, U","R, U",{3}{U}{R},5.0,Legendary Creature — Dragon Shaman,Flying,4,2
"Neera, Wild Mage","R, U","R, U",{4}{U}{R},6.0,Legendary Creature — Human Elf Shaman,,2,7
"Firkraag, Cunning Instigator","R, U","R, U",{3}{U}{R},5.0,Legendary Creature — Dragon,"Flying, Goad, Haste",3,3
"Niv-Mizzet, Parun","R, U","R, U",{U}{U}{U}{R}{R}{R},6.0,Legendary Creature — Dragon Wizard,Flying,5,5
Sprite Dragon,"R, U","R, U",{U}{R},2.0,Creature — Faerie Dragon,"Flying, Haste",1,1
Prismari Campus,"R, U",,,0.0,Land,Scry,,
Wandering Fumarole,"R, U",,,0.0,Land,,,
Library,"R, U",,,0.0,Land,Investigate,,
Corporeal Projection,"R, U","R, U",{U}{R},2.0,Sorcery,Overload,,
Ecstatic Electromancer,"R, U","R, U",{1}{U/R}{U/R},3.0,Creature — Goblin Wizard,Prowess,2,3
Resonance Technician,"R, U","R, U",{3}{U/R}{U/R},5.0,Creature — Weird Detective,"Flying, Investigate",4,4
Frostburn Weird,"R, U","R, U",{U/R}{U/R},2.0,Creature — Weird,,1,4
Hypersonic Dragon,"R, U","R, U",{3}{U}{R},5.0,Creature — Dragon,"Flying, Haste",4,4
Steam Vents,"R, U",,,0.0,Land — Island Mountain,,,
Red Herring,"R, U",R,{1}{R},2.0,Creature — Fish,,2,2
Bucket List,"R, U","R, U",{1}{U}{R},3.0,Enchantment,,,
How to Keep an Izzet Mage Busy,"R, U","R, U",{U/R},1.0,Sorcery,,,
"Sliv-Mizzet, Hivemind","R, U","R, U",{2}{U}{U}{R}{R},6.0,Legendary Creature — Dragon Sliver,,4,4
Dominus of Fealty,"R, U","R, U",{U/R}{U/R}{U/R}{U/R}{U/R},5.0,Creature — Spirit Avatar,Flying,4,4
Electrolyze,"R, U","R, U",{1}{U}{R},3.0,Instant,,,
Nucklavee,"R, U","R, U",{4}{U/R}{U/R},6.0,Creature — Beast,,4,4
Training Center,"R, U",,,0.0,Land,,,
"Saheeli, Sublime Artificer","R, U","R, U",{1}{U/R}{U/R},3.0,Legendary Planeswalker — Saheeli,,,
Frostboil Snarl,"R, U",,,0.0,Land,,,
Captain Vargus Wrath,"R, U","R, U",{U}{R},2.0,Legendary Creature — Orc Pirate,,1,1
"Zara, Renegade Recruiter","R, U","R, U",{3}{U}{R},5.0,Legendary Creature — Human Pirate,Flying,4,3
Stormchaser Chimera,"R, U","R, U",{2}{U}{R},4.0,Creature — Chimera,"Flying, Scry",2,3
Dack Fayden,"R, U","R, U",{1}{U}{R},3.0,Legendary Planeswalker — Dack,,,
Marchesa's Smuggler,"R, U","R, U",{U}{R},2.0,Creature — Human Rogue,Dethrone,1,1
Quenchable Fire,"R, U",R,{3}{R},4.0,Sorcery,,,
The Chaos Keeper,"R, U","R, U",{U}{R},0.0,Legendary Creature — Elemental,,1,1
The Marvelous Scientist,"R, U","R, U",{1}{U}{R},3.0,Legendary Creature — Human Wizard,"Cosplay, Science",2,2
"Daxiver, Izzet Electromancer","R, U","R, U",{1}{U}{R},3.0,Legendary Creature — Goblin Wizard,Rulebreaker,2,4
Knowing // Half the Battle,"R, U",U,{3}{U}{U},8.0,Sorcery,,,
Arcane Infusion,"R, U","R, U",{U}{R},2.0,Instant,Flashback,,
Galvanic Iteration,"R, U","R, U",{U}{R},2.0,Instant,Flashback,,
Storm Skreelix,"R, U","R, U",{3}{U}{R},5.0,Creature — Drake Horror,Flying,2,4
"Vadrik, Astral Archmage","R, U","R, U",{1}{U}{R},3.0,Legendary Creature — Human Wizard,,1,2
Alchemist's Gambit,"R, U",R,{1}{R}{R},3.0,Sorcery,Cleave,,
"Eruth, Tormented Prophet","R, U","R, U",{1}{U}{R},3.0,Legendary Creature — Human Wizard,,2,4
Wandering Mind,"R, U","R, U",{1}{U}{R},3.0,Creature — Horror,Flying,2,1
Stormcarved Coast,"R, U",,,0.0,Land,,,
Steamcore Weird,"R, U",U,{3}{U},4.0,Creature — Weird,,1,3
Ogre Savant,"R, U",R,{4}{R},5.0,Creature — Ogre Wizard,,3,2
Izzet Guildmage,"R, U","R, U",{U/R}{U/R},2.0,Creature — Human Wizard,,2,2
Gelectrode,"R, U","R, U",{1}{U}{R},3.0,Creature — Weird,,0,1
Wee Dragonauts,"R, U","R, U",{1}{U}{R},3.0,Creature — Faerie Wizard,Flying,1,3
Shrewd Hatchling,"R, U","R, U",{3}{U/R},4.0,Creature — Elemental,,6,6
Invoke the Firemind,"R, U","R, U",{X}{U}{U}{R},3.0,Sorcery,,,
"Nivix, Aerie of the Firemind","R, U",,,0.0,Land,,,
Jhoira of the Ghitu,"R, U","R, U",{1}{U}{R},3.0,Legendary Creature — Human Wizard,,2,2
"Jori En, Ruin Diver","R, U","R, U",{1}{U}{R},3.0,Legendary Creature — Merfolk Wizard,,2,3
Nivix Cyclops,"R, U","R, U",{1}{U}{R},3.0,Creature — Cyclops,Defender,1,4
Reclusive Artificer,"R, U","R, U",{2}{U}{R},4.0,Creature — Human Artificer,Haste,2,3
Blast of Genius,"R, U","R, U",{4}{U}{R},6.0,Sorcery,,,
Dragonshift,"R, U","R, U",{1}{U}{R},3.0,Instant,Overload,,
Fluxcharger,"R, U","R, U",{2}{U}{R},4.0,Creature — Weird,Flying,1,5
Goblin Test Pilot,"R, U","R, U",{1}{U}{R},3.0,Creature — Goblin Pilot Wizard,Flying,0,2
Turn // Burn,"R, U",U,{2}{U},5.0,Instant,Fuse,,
Izzet Cluestone,"R, U",,{3},3.0,Artifact,,,
Battlewing Mystic,"R, U",U,{1}{U},2.0,Creature — Bird Wizard,"Flying, Kicker",2,1
Timely Interference,"R, U",U,{U},1.0,Instant,Kicker,,
Fires of Victory,"R, U",R,{1}{R},2.0,Instant,Kicker,,
Ghitu Amplifier,"R, U",R,{1}{R},2.0,Creature — Human Wizard,Kicker,1,2
"Balmor, Battlemage Captain","R, U","R, U",{U}{R},2.0,Legendary Creature — Bird Wizard,Flying,1,3
"Jhoira, Ageless Innovator","R, U","R, U",{U}{R},2.0,Legendary Creature — Human Artificer,,2,3
"Najal, the Storm Runner","R, U","R, U",{2}{U}{U}{R},5.0,Legendary Creature — Efreet Wizard,,5,4
Molten Tributary,"R, U",,,0.0,Land — Island Mountain,,,
"Adeliz, the Cinder Wind","R, U","R, U",{1}{U}{R},3.0,Legendary Creature — Human Wizard,"Flying, Haste",2,2
Electric Eel,"R, U",U,{U},1.0,Creature — Fish,,1,1
Intruding Soulrager,"R, U","R, U",{U}{R},2.0,Creature — Spirit,Vigilance,2,2
Roaring Furnace // Steaming Sauna,"R, U",R,{1}{R},7.0,Enchantment — Room,,,
Smoky Lounge // Misty Salon,"R, U",R,{2}{R},7.0,Enchantment — Room,,,
Peculiar Lighthouse,"R, U",,,0.0,Land,,,
Improbable Alliance,"R, U","R, U",{U}{R},2.0,Enchantment,,,
The Royal Scions,"R, U","R, U",{1}{U}{R},3.0,Legendary Planeswalker — Will Rowan,,,
Loch Dragon,"R, U","R, U",{U/R}{U/R}{U/R}{U/R},4.0,Creature — Dragon,Flying,3,2
Mercurial Geists,"R, U","R, U",{2}{U}{R},4.0,Creature — Spirit,Flying,1,3
Talonrend,"R, U",U,{4}{U},5.0,Creature — Elemental,Flying,0,5
Clout of the Dominus,"R, U","R, U",{U/R},1.0,Enchantment — Aura,Enchant,,
Crackleburr,"R, U","R, U",{1}{U/R}{U/R},3.0,Creature — Elemental,,2,2
Crag Puca,"R, U","R, U",{U/R}{U/R}{U/R},3.0,Creature — Shapeshifter,,2,4
Inside Out,"R, U","R, U",{1}{U/R},2.0,Instant,,,
Mirror Sheen,"R, U","R, U",{1}{U/R}{U/R},3.0,Enchantment,,,
Noggle Bandit,"R, U","R, U",{1}{U/R}{U/R},3.0,Creature — Noggle Rogue,,2,2
Noggle Bridgebreaker,"R, U","R, U",{2}{U/R}{U/R},4.0,Creature — Noggle Rogue,,4,3
Noggle Hedge-Mage,"R, U","R, U",{2}{U/R},3.0,Creature — Noggle Wizard,,2,2
Noggle Ransacker,"R, U","R, U",{2}{U/R},3.0,Creature — Noggle Rogue,,2,1
Riverfall Mimic,"R, U","R, U",{1}{U/R},2.0,Creature — Shapeshifter,,2,1
Stream Hopper,"R, U","R, U",{U/R},1.0,Creature — Goblin,,1,1
Unnerving Assault,"R, U","R, U",{2}{U/R},3.0,Instant,,,
"Niv-Mizzet, Visionary","R, U","R, U",{4}{U}{R},6.0,Legendary Creature — Dragon Wizard,Flying,5,5
"Ovika, Enigma Goliath","R, U","R, U",{5}{U}{R},7.0,Legendary Creature — Phyrexian Nightmare,"Flying, Ward",6,6
Teach by Example,"R, U","R, U",{U/R}{U/R},2.0,Instant,,,
Cunning Strike,"R, U","R, U",{3}{U}{R},5.0,Instant,,,
Cerebral Vortex,"R, U","R, U",{1}{U}{R},3.0,Instant,,,
Stitch in Time,"R, U","R, U",{1}{U}{R},3.0,Sorcery,,,
Tibor and Lumia,"R, U","R, U",{2}{U}{R},4.0,Legendary Creature — Human Wizard,,3,3
Torch Drake,"R, U",U,{3}{U},4.0,Creature — Drake,Flying,2,2
Hypervolt Grasp,"R, U",R,{2}{R},3.0,Enchantment — Aura,Enchant,,
Goblin Flectomancer,"R, U","R, U",{U}{R}{R},3.0,Creature — Goblin Wizard,,2,2
Leap of Flame,"R, U","R, U",{U}{R},2.0,Instant,Replicate,,
Schismotivate,"R, U","R, U",{1}{U}{R},3.0,Instant,,,
Petrahydrox,"R, U","R, U",{3}{U/R},4.0,Creature — Weird,,3,3
Mizzium Transreliquat,"R, U",,{3},3.0,Artifact,,,
Beacon Bolt,"R, U","R, U",{1}{U}{R},3.0,Sorcery,Jump-start,,
Beamsplitter Mage,"R, U","R, U",{U}{R},2.0,Creature — Vedalken Wizard,,2,2
Firemind's Research,"R, U","R, U",{U}{R},2.0,Enchantment,,,
Hypothesizzle,"R, U","R, U",{3}{U}{R},5.0,Instant,,,
Ionize,"R, U","R, U",{1}{U}{R},3.0,Instant,,,
"Ral, Izzet Viceroy","R, U","R, U",{3}{U}{R},5.0,Legendary Planeswalker — Ral,,,
Sonic Assault,"R, U","R, U",{1}{U}{R},3.0,Instant,Jump-start,,
Piston-Fist Cyclops,"R, U","R, U",{1}{U/R}{U/R},3.0,Creature — Cyclops,Defender,4,3
Expansion // Explosion,"R, U","U, R",{U/R}{U/R},6.0,Instant,,,
Invert // Invent,"R, U","U, R",{U/R},7.0,Instant,,,
"Ral, Caller of Storms","R, U","R, U",{4}{U}{R},6.0,Legendary Planeswalker — Ral,,,
Ral's Staticaster,"R, U","R, U",{2}{U}{R},4.0,Creature — Lizard Wizard,Trample,3,3
Nerf War,"R, U","R, U",{3}{U}{R},5.0,Sorcery,,,
Collected Conjuring,"R, U","R, U",{2}{U}{R},4.0,Sorcery,,,
"Alora, Cheerful Swashbuckler","R, U","R, U",{3}{U}{R},5.0,Legendary Creature — Halfling Rogue,Treasure,4,4
"Gale, Storm Conduit","R, U","R, U",{3}{U}{R},5.0,Legendary Creature — Human Wizard,,4,5
"Imoen, Chaotic Trickster","R, U","R, U",{1}{U}{R},3.0,Legendary Creature — Human Rogue Wizard,,3,2
"Vhal, Scholar of Elements","R, U","R, U",{2}{U}{R},4.0,Legendary Creature — Human Wizard,,4,4
"Ambergris, Agent of Progress","R, U","R, U",{2}{U}{R},4.0,Legendary Creature — Dwarf Cleric,Haste,4,3
"Gut, Devious Fanatic","R, U","R, U",{4}{U}{R}{R},7.0,Legendary Creature — Goblin Shaman,,5,4
"Karlach, Tiefling Spellrager","R, U","R, U",{1}{U}{R},3.0,Legendary Creature — Tiefling Barbarian,"First strike, Haste, Seek",4,4
Wyll of the Elder Pact,"R, U","R, U",{3}{U}{R}{R},6.0,Legendary Creature — Human Warlock,,5,5
Channeled Force,"R, U","R, U",{2}{U}{R},4.0,Instant,,,
Lore Drakkis,"R, U","R, U",{1}{U}{R},3.0,Creature — Lizard Beast,Mutate,2,3
"Rielle, the Everwise","R, U","R, U",{1}{U}{R},3.0,Legendary Creature — Human Wizard,,0,3
"Lutri, the Spellchaser","R, U","R, U",{1}{U/R}{U/R},3.0,Legendary Creature — Elemental Otter,"Companion, Flash",3,2
Civilized Scholar // Homicidal Brute,"R, U",U,{2}{U},3.0,Creature — Human Advisor,Transform,0,1
Prophetic Titan,"R, U","R, U",{4}{U}{R},6.0,Creature — Giant Wizard,Delirium,4,4
Storm God's Oracle,"R, U","R, U",{1}{U}{R},3.0,Enchantment Creature — Human Shaman,,1,3
Thundering Djinn,"R, U","R, U",{3}{U}{R},5.0,Creature — Djinn,Flying,3,4
"Mizzix, Replica Rider","R, U",R,{4}{R},5.0,Legendary Creature — Goblin Wizard,Flying,4,5
"Keranos, God of Storms","R, U","R, U",{3}{U}{R},5.0,Legendary Enchantment Creature — God,Indestructible,6,5
"Aegar, the Freezing Flame","R, U","R, U",{1}{U}{R},3.0,Legendary Creature — Giant Wizard,,3,3
Battle of Frost and Fire,"R, U","R, U",{3}{U}{R},5.0,Enchantment — Saga,Scry,,
Invasion of the Giants,"R, U","R, U",{U}{R},2.0,Enchantment — Saga,Scry,,
Surtland Frostpyre,"R, U",,,0.0,Land,Scry,,
Volatile Fjord,"R, U",,,0.0,Snow Land — Island Mountain,,,
Saheeli Rai,"R, U","R, U",{1}{U}{R},3.0,Legendary Planeswalker — Saheeli,Scry,,
Whirler Virtuoso,"R, U","R, U",{1}{U}{R},3.0,Creature — Vedalken Artificer,,2,3
Spirebluff Canal,"R, U",,,0.0,Land,,,
Scaldkin,"R, U",U,{3}{U},4.0,Creature — Elemental,Flying,2,2
Bloodfire Mentor,"R, U",R,{2}{R},3.0,Creature — Efreet Shaman,,0,5
Master the Way,"R, U","R, U",{3}{U}{R},5.0,Sorcery,,,
Mindswipe,"R, U","R, U",{X}{U}{R},2.0,Instant,,,
Winterflame,"R, U","R, U",{1}{U}{R},3.0,Instant,,,
Prismari Command,"R, U","R, U",{1}{U}{R},3.0,Instant,Treasure,,
The Belligerent,"R, U","R, U",{2}{U}{R},4.0,Legendary Artifact — Vehicle,"Crew, Treasure",5,5
"Captain Storm, Cosmium Raider","R, U","R, U",{U}{R},2.0,Legendary Creature — Human Pirate,,2,2
"Saheeli, the Sun's Brilliance","R, U","R, U",{U}{R},2.0,Legendary Creature — Human Artificer,,2,2
"Denethor, Stone Seer","R, U",U,{1}{U},2.0,Legendary Creature — Human Noble,Scry,1,3
Summons of Saruman,"R, U","R, U",{X}{U}{R},2.0,Sorcery,"Amass, Flashback, Mill",,
Fell Beast's Shriek,"R, U","R, U",{U}{R},2.0,Sorcery,"Goad, Splice",,
"Bilbo, Retired Burglar","R, U","R, U",{1}{U}{R},3.0,Legendary Creature — Halfling Rogue,Treasure,1,3
Flame of Anor,"R, U","R, U",{1}{U}{R},3.0,Instant,,,
Gandalf the Grey,"R, U","R, U",{3}{U}{R},5.0,Legendary Creature — Avatar Wizard,,3,4
Gandalf's Sanction,"R, U","R, U",{1}{U}{R},3.0,Sorcery,,,
Lightning Stormkin,"R, U","R, U",{U}{R},2.0,Creature — Elemental Wizard,"Flying, Haste",2,2
Experimental Overload,"R, U","R, U",{2}{U}{R},4.0,Sorcery,,,
"Sarkhan, Soul Aflame","R, U","R, U",{1}{U}{R},3.0,Legendary Creature — Human Shaman,,2,4
"Lutri, Pauper Otter","R, U","R, U",{3}{U/R}{U/R},5.0,Legendary Creature — Elemental Otter,Companion,3,4
"Pokey, the Scallywagg","R, U","R, U",{U}{R},2.0,Legendary Creature — Brushwagg Pirate,Menace,2,2
"Terry Pin, Turboturtle","R, U","R, U",{2}{U}{R},4.0,Legendary Creature — Turtle Athlete,"Flash, Haste",4,3
Value Town // Take a Trip to...,"R, U",,,0.0,Land — Town,,,
"Yusri, Fortune's Flame","R, U","R, U",{1}{U}{R},3.0,Legendary Creature — Efreet,Flying,2,3
Cyclops Superconductor,"R, U","R, U",{1}{U}{R},3.0,Creature — Cyclops Wizard,Prowess,2,2
Invert Polarity,"R, U","R, U",{U}{U}{R},3.0,Instant,,,
Izzet Generatorium,"R, U","R, U",{U}{R},2.0,Artifact,,,
"Ral, Monsoon Mage // Ral, Leyline Prodigy","R, U",R,{1}{R},2.0,Legendary Creature — Human Wizard,Transform,1,3
Rush of Inspiration // Crackling Falls,"R, U","R, U",{1}{U/R}{U/R},3.0,Instant,,,
Emberwilde Caliph,"R, U","R, U",{2}{U}{R},4.0,Creature — Djinn,"Flying, Trample",4,4
Frenetic Efreet,"R, U","R, U",{1}{U}{R},3.0,Creature — Efreet,Flying,2,1
Detective's Satchel,"R, U","R, U",{2}{U}{R},4.0,Artifact,Investigate,,
Gadget Technician,"R, U","R, U",{2}{U}{R},4.0,Creature — Goblin Artificer,Disguise,3,2
Gleaming Geardrake,"R, U","R, U",{U}{R},2.0,Artifact Creature — Drake,"Flying, Investigate",1,1
Ill-Timed Explosion,"R, U","R, U",{2}{U}{R},4.0,Sorcery,,,
"Kylox, Visionary Inventor","R, U","R, U",{5}{U}{R},7.0,Legendary Creature — Lizard Artificer,"Haste, Menace, Ward",4,4
Kylox's Voltstrider,"R, U","R, U",{1}{U}{R},3.0,Artifact — Vehicle,"Collect evidence, Crew",4,4
Thundering Falls,"R, U",,,0.0,Land — Island Mountain,Surveil,,
"Melek, Reforged Researcher","R, U","R, U",{3}{U}{R},5.0,Legendary Creature — Weird Detective,,*,*
Teleportal,"R, U","R, U",{U}{R},2.0,Sorcery,Overload,,
Cutthroat Negotiator,"R, U","R, U",{2}{U}{R},4.0,Creature — Orc Pirate,"Parley, Treasure",4,3
Captive Weird // Compleated Conjurer,"R, U",U,{U},1.0,Creature — Weird,"Defender, Transform",1,3
Khenra Spellspear // Gitaxian Spellstalker,"R, U",R,{1}{R},2.0,Creature — Jackal Warrior,"Prowess, Trample, Transform",2,2
