name,colorIdentity,colors,manaCost,manaValue,type,keywords,power,toughness
Lavaborn Muse,R,R,{3}{R},4.0,Creature — Spirit,,3,3
Lightning Elemental,R,R,{3}{R},4.0,Creature — Elemental,Haste,4,1
Manabarbs,R,R,{3}{R},4.0,Enchantment,,,
Mogg Fanatic,R,R,{R},1.0,Creature — Goblin,,1,1
Orcish Artillery,R,R,{1}{R}{R},3.0,Creature — Orc Warrior,,1,3
Prodigal Pyromancer,R,R,{2}{R},3.0,Creature — Human Wizard,,1,1
Pyroclasm,R,R,{1}{R},2.0,Sorcery,,,
Rage Weaver,R,R,{1}{R},2.0,Creature — Human Wizard,,2,1
Raging Goblin,R,R,{R},1.0,Creature — Goblin Berserker,Haste,1,1
Relentless Assault,R,R,{2}{R}{R},4.0,Sorcery,,,
Rock Badger,R,R,{4}{R},5.0,Creature — Badger Beast,Mountainwalk,3,3
Scoria Wurm,R,R,{4}{R},5.0,Creature — Wurm,,7,7
Seismic Assault,R,R,{R}{R}{R},3.0,Enchantment,,,
Shatterstorm,R,R,{2}{R}{R},4.0,Sorcery,,,
Shivan Dragon,R,R,{4}{R}{R},6.0,Creature — Dragon,Flying,5,5
Shivan Hellkite,R,R,{5}{R}{R},7.0,Creature — Dragon,Flying,5,5
Shock,R,R,{R},1.0,Instant,,,
Shunt,R,R,{1}{R}{R},3.0,Instant,,,
Siege-Gang Commander,R,R,{3}{R}{R},5.0,Creature — Goblin,,2,2
Smash,R,R,{2}{R},3.0,Instant,,,
Soulblast,R,R,{3}{R}{R}{R},6.0,Instant,,,
Spark Elemental,R,R,{R},1.0,Creature — Elemental,"Haste, Trample",3,1
Spitting Earth,R,R,{1}{R},2.0,Sorcery,,,
"Squee, Goblin Nabob",R,R,{2}{R},3.0,Legendary Creature — Goblin,,1,1
Stun,R,R,{1}{R},2.0,Instant,,,
Sudden Impact,R,R,{3}{R},4.0,Instant,,,
Threaten,R,R,{2}{R},3.0,Sorcery,,,
Thundering Giant,R,R,{3}{R}{R},5.0,Creature — Giant,Haste,4,3
Uncontrollable Anger,R,R,{2}{R}{R},4.0,Enchantment — Aura,"Enchant, Flash",,
Viashino Runner,R,R,{3}{R},4.0,Creature — Lizard,Menace,3,2
Viashino Sandscout,R,R,{1}{R},2.0,Creature — Lizard Scout,Haste,2,1
Wall of Fire,R,R,{1}{R}{R},3.0,Creature — Wall,Defender,0,5
Warp World,R,R,{5}{R}{R}{R},8.0,Sorcery,,,
Ghitu Encampment,R,,,0.0,Land,,,
Mountain,R,,,0.0,Basic Land — Mountain,,,
Burrowing,R,R,{R},1.0,Enchantment — Aura,Enchant,,
Chaoslace,R,R,{R},1.0,Instant,,,
Disintegrate,R,R,{X}{R},1.0,Sorcery,,,
Dragon Whelp,R,R,{2}{R}{R},4.0,Creature — Dragon,Flying,2,3
Dwarven Demolition Team,R,R,{2}{R},3.0,Creature — Dwarf,,1,1
Dwarven Warriors,R,R,{2}{R},3.0,Creature — Dwarf Warrior,,1,1
Earthbind,R,R,{R},1.0,Enchantment — Aura,Enchant,,
Earthquake,R,R,{X}{R},1.0,Sorcery,,,
False Orders,R,R,{R},1.0,Instant,,,
Fire Elemental,R,R,{3}{R}{R},5.0,Creature — Elemental,,5,4
Fireball,R,R,{X}{R},1.0,Sorcery,,,
Flashfires,R,R,{3}{R},4.0,Sorcery,,,
Fork,R,R,{R}{R},2.0,Instant,,,
Goblin Balloon Brigade,R,R,{R},1.0,Creature — Goblin Warrior,,1,1
Granite Gargoyle,R,R,{2}{R},3.0,Creature — Gargoyle,Flying,2,2
Gray Ogre,R,R,{2}{R},3.0,Creature — Ogre,,2,2
Hurloon Minotaur,R,R,{1}{R}{R},3.0,Creature — Minotaur,,2,3
Ironclaw Orcs,R,R,{1}{R},2.0,Creature — Orc,,2,2
Keldon Warlord,R,R,{2}{R}{R},4.0,Creature — Human Barbarian,,*,*
Lightning Bolt,R,R,{R},1.0,Instant,,,
Mana Flare,R,R,{2}{R},3.0,Enchantment,,,
Mons's Goblin Raiders,R,R,{R},1.0,Creature — Goblin,,1,1
Orcish Oriflamme,R,R,{3}{R},4.0,Enchantment,,,
Power Surge,R,R,{R}{R},2.0,Enchantment,,,
Raging River,R,R,{R}{R},2.0,Enchantment,,,
Red Elemental Blast,R,R,{R},1.0,Instant,,,
Roc of Kher Ridges,R,R,{3}{R},4.0,Creature — Bird,Flying,3,3
Rock Hydra,R,R,{X}{R}{R},2.0,Creature — Hydra,,0,0
Shatter,R,R,{1}{R},2.0,Instant,,,
Smoke,R,R,{R}{R},2.0,Enchantment,,,
Stone Giant,R,R,{2}{R}{R},4.0,Creature — Giant,,3,4
Stone Rain,R,R,{2}{R},3.0,Sorcery,,,
Tunnel,R,R,{R},1.0,Instant,,,
Two-Headed Giant of Foriys,R,R,{4}{R},5.0,Creature — Giant,Trample,4,4
Uthden Troll,R,R,{2}{R},3.0,Creature — Troll,,2,2
Wall of Stone,R,R,{1}{R}{R},3.0,Creature — Wall,Defender,0,8
Wheel of Fortune,R,R,{2}{R},3.0,Sorcery,,,
Gauntlet of Might,R,,{4},4.0,Artifact,,,
Mox Ruby,R,,{0},0.0,Artifact,,,
Abbot of Keral Keep,R,R,{1}{R},2.0,Creature — Human Monk,Prowess,2,1
Anger of the Gods,R,R,{1}{R}{R},3.0,Sorcery,,,
Backdraft Hellkite,R,R,{3}{R}{R},5.0,Creature — Dragon,Flying,4,4
Bedlam Reveler,R,R,{6}{R}{R},8.0,Creature — Devil Horror,Prowess,3,4
Chaos Warp,R,R,{2}{R},3.0,Instant,,,
Dark-Dweller Oracle,R,R,{1}{R},2.0,Creature — Goblin Shaman,,2,2
Dockside Extortionist,R,R,{1}{R},2.0,Creature — Goblin Pirate,Treasure,1,2
Dreamshaper Shaman,R,R,{5}{R},6.0,Enchantment Creature — Minotaur Shaman,,5,4
Fiery Fall,R,R,{5}{R},6.0,Instant,"Basic landcycling, Cycling, Landcycling",,
Goblin Banneret,R,R,{R},1.0,Creature — Goblin Soldier,Mentor,1,1
Greater Gargadon,R,R,{9}{R},10.0,Creature — Beast,Suspend,9,7
Hero of the Games,R,R,{2}{R},3.0,Creature — Human Soldier,,3,2
Hissing Iguanar,R,R,{2}{R},3.0,Creature — Lizard,,3,1
Kruin Striker,R,R,{1}{R},2.0,Creature — Human Warrior,,2,1
Labyrinth Champion,R,R,{3}{R},4.0,Creature — Human Warrior,Heroic,2,2
Lava Coil,R,R,{1}{R},2.0,Sorcery,,,
Living Lightning,R,R,{3}{R},4.0,Creature — Elemental Shaman,,3,2
Monastery Swiftspear,R,R,{R},1.0,Creature — Human Monk,"Haste, Prowess",1,2
Pirate's Pillage,R,R,{3}{R},4.0,Sorcery,Treasure,,
Purphoros's Emissary,R,R,{3}{R},4.0,Enchantment Creature — Ox,"Bestow, Menace",3,3
Rift Bolt,R,R,{2}{R},3.0,Sorcery,Suspend,,
Seasoned Pyromancer,R,R,{1}{R}{R},3.0,Creature — Human Shaman,,2,2
Sparkmage's Gambit,R,R,{1}{R},2.0,Sorcery,,,
Staggershock,R,R,{2}{R},3.0,Instant,Rebound,,
Storm Fleet Pyromancer,R,R,{4}{R},5.0,Creature — Human Pirate Wizard,Raid,3,2
Surreal Memoir,R,R,{3}{R},4.0,Sorcery,Rebound,,
Titan's Strength,R,R,{R},1.0,Instant,Scry,,
Twinflame,R,R,{1}{R},2.0,Sorcery,Strive,,
Warrior's Oath,R,R,{R}{R},2.0,Sorcery,,,
Young Pyromancer,R,R,{1}{R},2.0,Creature — Human Shaman,,2,1
Abrade,R,R,{1}{R},2.0,Instant,,,
Balduvian Rage,R,R,{X}{R},1.0,Instant,,,
Battle-Rattle Shaman,R,R,{3}{R},4.0,Creature — Goblin Shaman,,2,2
Blasphemous Act,R,R,{8}{R},9.0,Sorcery,,,
Blood Moon,R,R,{2}{R},3.0,Enchantment,,,
Bloodshot Trainee,R,R,{3}{R},4.0,Creature — Goblin Warrior,,2,3
Brimstone Volley,R,R,{2}{R},3.0,Instant,Morbid,,
Cathartic Reunion,R,R,{1}{R},2.0,Sorcery,,,
Cragganwick Cremator,R,R,{2}{R}{R},4.0,Creature — Giant Shaman,,5,4
Dismantle,R,R,{2}{R},3.0,Sorcery,,,
Dualcaster Mage,R,R,{1}{R}{R},3.0,Creature — Human Wizard,Flash,2,2
Galvanic Blast,R,R,{R},1.0,Instant,Metalcraft,,
Goblin Gaveleer,R,R,{R},1.0,Creature — Goblin Warrior,Trample,1,1
Goblin Guide,R,R,{R},1.0,Creature — Goblin Scout,Haste,2,2
"Godo, Bandit Warlord",R,R,{5}{R},6.0,Legendary Creature — Human Barbarian,,3,3
Grim Lavamancer,R,R,{R},1.0,Creature — Human Wizard,,1,1
Heat Shimmer,R,R,{2}{R},3.0,Sorcery,,,
Imperial Recruiter,R,R,{2}{R},3.0,Creature — Human Advisor,,1,1
Ion Storm,R,R,{2}{R},3.0,Enchantment,,,
Kazuul's Toll Collector,R,R,{2}{R},3.0,Creature — Ogre Warrior,,3,2
Kuldotha Flamefiend,R,R,{4}{R}{R},6.0,Creature — Elemental,,4,4
Lightning Axe,R,R,{R},1.0,Instant,,,
Mana Echoes,R,R,{2}{R}{R},4.0,Enchantment,,,
Orcish Vandal,R,R,{1}{R},2.0,Creature — Orc Warrior,,1,1
Pyrewild Shaman,R,R,{2}{R},3.0,Creature — Goblin Shaman,Bloodrush,3,1
Rage Reflection,R,R,{4}{R}{R},6.0,Enchantment,,,
Rapacious Dragon,R,R,{4}{R},5.0,Creature — Dragon,"Flying, Treasure",3,3
Ravenous Intruder,R,R,{1}{R},2.0,Creature — Gremlin,,1,2
Rolling Earthquake,R,R,{X}{R},1.0,Sorcery,,,
Salivating Gremlins,R,R,{2}{R},3.0,Creature — Gremlin,,2,3
Skinbrand Goblin,R,R,{1}{R},2.0,Creature — Goblin Warrior,Bloodrush,2,1
Sneak Attack,R,R,{3}{R},4.0,Enchantment,,,
Temur Battle Rage,R,R,{1}{R},2.0,Instant,Ferocious,,
Thopter Engineer,R,R,{2}{R},3.0,Creature — Human Artificer,,1,3
Trash for Treasure,R,R,{2}{R},3.0,Sorcery,,,
Tuktuk the Explorer,R,R,{2}{R},3.0,Legendary Creature — Goblin,Haste,1,1
Weapon Surge,R,R,{R},1.0,Instant,Overload,,
"Bosh, Iron Golem",R,,{8},8.0,Legendary Artifact Creature — Golem,Trample,6,7
Pyrite Spellbomb,R,,{1},1.0,Artifact,,,
Atog,R,R,{1}{R},2.0,Creature — Atog,,1,2
Dwarven Weaponsmith,R,R,{1}{R},2.0,Creature — Dwarf Artificer,,1,1
Kird Ape,R,R,{R},1.0,Creature — Ape,,1,1
Magnetic Mountain,R,R,{1}{R}{R},3.0,Enchantment,,,
Mijae Djinn,R,R,{R}{R}{R},3.0,Creature — Djinn,,6,3
Acolyte Hybrid,R,R,{2}{R},3.0,Creature — Tyranid Human,Heavy Rock Cutter,2,2
Aspiring Champion,R,R,{3}{R},4.0,Creature — Astartes Warrior,"Menace, Ruinous Ascension",3,3
Bloodcrusher of Khorne,R,R,{3}{R},4.0,Creature — Demon Knight,"Devastating Charge, Trample",3,3
Bloodthirster,R,R,{5}{R},6.0,Creature — Demon,"Flying, Trample",6,6
Chaos Terminator Lord,R,R,{3}{R},4.0,Creature — Astartes Warrior,Lord of Chaos,3,3
Dark Apostle,R,R,{3}{R},4.0,Creature — Astartes Warlock,Gift of Chaos,3,3
Exocrine,R,R,{X}{2}{R},3.0,Creature — Tyranid,"Bio-plasmic Barrage, Ravenous",2,2
Herald of Slaanesh,R,R,{2}{R},3.0,Creature — Demon,Locus of Slaanesh,2,2
Keeper of Secrets,R,R,{5}{R},6.0,Creature — Demon,"First strike, Haste, Symphony of Pain",6,4
Khârn the Betrayer,R,R,{3}{R},4.0,Legendary Creature — Astartes Berserker,"Berzerker, Sigil of Corruption, The Betrayer",5,1
Knight Rampager,R,R,{4}{R},5.0,Artifact Creature — Knight,"Frenzied Rampage, Trample",6,5
Let the Galaxy Burn,R,R,{X}{5}{R},6.0,Sorcery,Cascade,,
Noise Marine,R,R,{4}{R},5.0,Creature — Astartes Warrior,"Cascade, Sonic Blaster",3,2
The Red Terror,R,R,{3}{R},4.0,Legendary Creature — Tyranid,Advanced Species,4,3
Screamer-Killer,R,R,{4}{R},5.0,Creature — Tyranid,"Bio-Plasmic Scream, Trample",5,5
Seeker of Slaanesh,R,R,{3}{R},4.0,Creature — Demon,"Allure of Slaanesh, Haste",3,3
Past in Flames,R,R,{3}{R},4.0,Sorcery,Flashback,,
Reverberate,R,R,{R}{R},2.0,Instant,,,
Starstorm,R,R,{X}{R}{R},2.0,Instant,Cycling,,
Warstorm Surge,R,R,{5}{R},6.0,Enchantment,,,
Forgotten Cave,R,,,0.0,Land,Cycling,,
Ali Baba,R,R,{R},1.0,Creature — Human Rogue,,1,1
Ball Lightning,R,R,{R}{R}{R},3.0,Creature — Elemental,"Haste, Trample",6,1
Bird Maiden,R,R,{2}{R},3.0,Creature — Human Bird,Flying,1,2
Blood Lust,R,R,{1}{R},2.0,Instant,,,
Brothers of Fire,R,R,{1}{R}{R},3.0,Creature — Human Shaman,,2,2
Cave People,R,R,{1}{R}{R},3.0,Creature — Human,,1,4
Crimson Manticore,R,R,{2}{R}{R},4.0,Creature — Manticore,Flying,2,2
Detonate,R,R,{X}{R},1.0,Sorcery,,,
Eternal Warrior,R,R,{R},1.0,Enchantment — Aura,Enchant,,
Fissure,R,R,{3}{R}{R},5.0,Instant,,,
Giant Strength,R,R,{R}{R},2.0,Enchantment — Aura,Enchant,,
Goblin Rock Sled,R,R,{1}{R},2.0,Creature — Goblin,Trample,3,1
Hurr Jackal,R,R,{R},1.0,Creature — Jackal,,1,1
Immolation,R,R,{R},1.0,Enchantment — Aura,Enchant,,
Inferno,R,R,{5}{R}{R},7.0,Instant,,,
Mana Clash,R,R,{R},1.0,Sorcery,,,
Pyrotechnics,R,R,{4}{R},5.0,Sorcery,,,
Sisters of the Flame,R,R,{1}{R}{R},3.0,Creature — Human Shaman,,2,2
Tempest Efreet,R,R,{1}{R}{R}{R},4.0,Creature — Efreet,,3,3
The Brute,R,R,{1}{R},2.0,Enchantment — Aura,Enchant,,
Wall of Dust,R,R,{2}{R},3.0,Creature — Wall,Defender,1,4
Winds of Change,R,R,{R},1.0,Sorcery,,,
Red Mana Battery,R,,{4},4.0,Artifact,,,
Cosmic Larva,R,R,{1}{R}{R},3.0,Creature — Beast,Trample,7,6
Feedback Bolt,R,R,{4}{R},5.0,Instant,,,
Goblin Brawler,R,R,{2}{R},3.0,Creature — Goblin Warrior,First strike,2,2
Granulate,R,R,{2}{R}{R},4.0,Sorcery,,,
Iron-Barb Hellion,R,R,{5}{R},6.0,Creature — Hellion Beast,Haste,5,4
Krark-Clan Engineers,R,R,{3}{R},4.0,Creature — Goblin Artificer,,2,2
Krark-Clan Ogre,R,R,{3}{R}{R},5.0,Creature — Ogre,,3,3
Magma Giant,R,R,{5}{R}{R},7.0,Creature — Giant,,5,5
Magma Jet,R,R,{1}{R},2.0,Instant,Scry,,
Magnetic Theft,R,R,{R},1.0,Instant,,,
Mana Geyser,R,R,{3}{R}{R},5.0,Sorcery,,,
Rain of Rust,R,R,{3}{R}{R},5.0,Instant,Entwine,,
Reversal of Fortune,R,R,{4}{R}{R},6.0,Sorcery,,,
Screaming Fury,R,R,{2}{R},3.0,Sorcery,,,
Vulshok Sorcerer,R,R,{1}{R}{R},3.0,Creature — Human Shaman,Haste,1,1
Sparring Collar,R,,{2},2.0,Artifact — Equipment,Equip,,
Ambush Party,R,R,{4}{R},5.0,Creature — Human Rogue,"First strike, Haste",3,1
Brassclaw Orcs,R,R,{2}{R},3.0,Creature — Orc,,3,2
Conquer,R,R,{3}{R}{R},5.0,Enchantment — Aura,Enchant,,
Dwarven Catapult,R,R,{X}{R},1.0,Instant,,,
Dwarven Soldier,R,R,{1}{R},2.0,Creature — Dwarf Soldier,,2,1
Errantry,R,R,{1}{R},2.0,Enchantment — Aura,Enchant,,
Fire Drake,R,R,{1}{R}{R},3.0,Creature — Drake,Flying,1,2
Flame Spirit,R,R,{4}{R},5.0,Creature — Elemental Spirit,,2,3
Flare,R,R,{2}{R},3.0,Instant,,,
Game of Chaos,R,R,{R}{R}{R},3.0,Sorcery,,,
Goblin Digging Team,R,R,{R},1.0,Creature — Goblin,,1,1
Goblin Hero,R,R,{2}{R},3.0,Creature — Goblin,,2,2
Goblin War Drums,R,R,{2}{R},3.0,Enchantment,,,
Goblin Warrens,R,R,{2}{R},3.0,Enchantment,,,
Imposing Visage,R,R,{R},1.0,Enchantment — Aura,Enchant,,
Ironclaw Curse,R,R,{R},1.0,Enchantment — Aura,Enchant,,
Jokulhaups,R,R,{4}{R}{R},6.0,Sorcery,,,
Mountain Goat,R,R,{R},1.0,Creature — Goat,Mountainwalk,1,1
Orcish Captain,R,R,{R},1.0,Creature — Orc Warrior,,1,1
Orcish Conscripts,R,R,{R},1.0,Creature — Orc,,2,2
Orcish Farmer,R,R,{1}{R}{R},3.0,Creature — Orc,,2,2
Orcish Squatters,R,R,{4}{R},5.0,Creature — Orc,,2,3
Orgg,R,R,{3}{R}{R},5.0,Creature — Orgg,Trample,6,6
Panic,R,R,{R},1.0,Instant,,,
Primordial Ooze,R,R,{R},1.0,Creature — Ooze,,1,1
Pyroblast,R,R,{R},1.0,Instant,,,
Sabretooth Tiger,R,R,{2}{R},3.0,Creature — Cat,First strike,2,1
Stone Spirit,R,R,{4}{R},5.0,Creature — Elemental Spirit,,4,3
Word of Blasting,R,R,{1}{R},2.0,Instant,,,
Dwarven Hold,R,,,0.0,Land,,,
Dwarven Ruins,R,,,0.0,Land,,,
Aether Flash,R,R,{2}{R}{R},4.0,Enchantment,,,
Anaba Shaman,R,R,{3}{R},4.0,Creature — Minotaur Shaman,,2,2
Balduvian Barbarians,R,R,{1}{R}{R},3.0,Creature — Human Barbarian,,3,2
Balduvian Horde,R,R,{2}{R}{R},4.0,Creature — Human Barbarian,,5,5
Boil,R,R,{3}{R},4.0,Instant,,,
Crimson Hellkite,R,R,{6}{R}{R}{R},9.0,Creature — Dragon,Flying,6,6
Fervor,R,R,{2}{R},3.0,Enchantment,,,
Final Fortune,R,R,{R}{R},2.0,Instant,,,
Fit of Rage,R,R,{1}{R},2.0,Sorcery,,,
Goblin Recruiter,R,R,{1}{R},2.0,Creature — Goblin,,1,1
Hammer of Bogardan,R,R,{1}{R}{R},3.0,Sorcery,,,
Hulking Cyclops,R,R,{3}{R}{R},5.0,Creature — Cyclops,,5,5
Illicit Auction,R,R,{3}{R}{R},5.0,Sorcery,,,
Lightning Blast,R,R,{3}{R},4.0,Instant,,,
Pillage,R,R,{1}{R}{R},3.0,Sorcery,,,
Reckless Embermage,R,R,{3}{R},4.0,Creature — Human Wizard,,2,2
Spitting Drake,R,R,{3}{R},4.0,Creature — Drake,Flying,2,2
Talruum Minotaur,R,R,{2}{R}{R},4.0,Creature — Minotaur Berserker,Haste,3,3
Tremor,R,R,{R},1.0,Sorcery,,,
Vertigo,R,R,{R},1.0,Instant,,,
Viashino Warrior,R,R,{3}{R},4.0,Creature — Lizard Warrior,,4,2
Volcanic Dragon,R,R,{4}{R}{R},6.0,Creature — Dragon,"Flying, Haste",4,4
Volcanic Geyser,R,R,{X}{R}{R},2.0,Instant,,,
Fire Diamond,R,,{2},2.0,Artifact,,,
Bedlam,R,R,{2}{R}{R},4.0,Enchantment,,,
Bloodshot Cyclops,R,R,{5}{R},6.0,Creature — Cyclops Giant,,4,4
Disorder,R,R,{1}{R},2.0,Sorcery,,,
Ghitu Fire-Eater,R,R,{2}{R},3.0,Creature — Human Nomad,,2,2
Goblin Chariot,R,R,{2}{R},3.0,Creature — Goblin Warrior,Haste,2,2
Goblin Gardener,R,R,{3}{R},4.0,Creature — Goblin,,2,1
Goblin Glider,R,R,{1}{R},2.0,Creature — Goblin,Flying,1,1
Goblin Matron,R,R,{2}{R},3.0,Creature — Goblin,,1,1
Goblin Raider,R,R,{1}{R},2.0,Creature — Goblin Warrior,,2,2
Goblin Spelunkers,R,R,{2}{R},3.0,Creature — Goblin Warrior,Mountainwalk,2,2
Granite Grip,R,R,{2}{R},3.0,Enchantment — Aura,Enchant,,
Impatience,R,R,{2}{R},3.0,Enchantment,,,
Ogre Taskmaster,R,R,{3}{R},4.0,Creature — Ogre,,4,3
Okk,R,R,{1}{R},2.0,Creature — Goblin,,4,4
Pygmy Pyrosaur,R,R,{1}{R},2.0,Creature — Lizard,,1,1
Reflexes,R,R,{R},1.0,Enchantment — Aura,Enchant,,
Storm Shaman,R,R,{2}{R},3.0,Creature — Human Cleric Shaman,,0,4
Trained Orgg,R,R,{6}{R},7.0,Creature — Orgg,,6,6
Volcanic Hammer,R,R,{1}{R},2.0,Sorcery,,,
Wildfire,R,R,{4}{R}{R},6.0,Sorcery,,,
Canyon Wildcat,R,R,{1}{R},2.0,Creature — Cat,Mountainwalk,2,1
Cinder Wall,R,R,{R},1.0,Creature — Wall,Defender,3,3
Enrage,R,R,{X}{R},1.0,Instant,,,
Lava Hounds,R,R,{2}{R}{R},4.0,Creature — Dog,Haste,4,4
Lesser Gargadon,R,R,{2}{R}{R},4.0,Creature — Beast,,6,4
Mogg Sentry,R,R,{R},1.0,Creature — Goblin Warrior,,1,1
Obliterate,R,R,{6}{R}{R},8.0,Sorcery,,,
Orcish Spy,R,R,{R},1.0,Creature — Orc Rogue,,1,1
Panic Attack,R,R,{2}{R},3.0,Sorcery,,,
Ridgeline Rager,R,R,{2}{R},3.0,Creature — Beast,,1,2
Rukh Egg,R,R,{3}{R},4.0,Creature — Bird Egg,,0,3
Searing Wind,R,R,{8}{R},9.0,Instant,,,
Shock Troops,R,R,{3}{R},4.0,Creature — Human Soldier,,2,2
Sizzle,R,R,{2}{R},3.0,Sorcery,,,
Thieves' Auction,R,R,{4}{R}{R}{R},7.0,Sorcery,,,
Two-Headed Dragon,R,R,{4}{R}{R},6.0,Creature — Dragon,"Flying, Menace",4,4
Viashino Sandstalker,R,R,{1}{R}{R},3.0,Creature — Lizard Warrior,Haste,4,2
Anarchist,R,R,{4}{R},5.0,Creature — Human Wizard,,2,2
Boiling Seas,R,R,{3}{R},4.0,Sorcery,,,
Flame Wave,R,R,{3}{R}{R}{R}{R},7.0,Sorcery,,,
Flowstone Crusher,R,R,{3}{R}{R},5.0,Creature — Beast,,4,4
Flowstone Shambler,R,R,{2}{R},3.0,Creature — Beast,,2,2
Form of the Dragon,R,R,{4}{R}{R}{R},7.0,Enchantment,,,
Goblin Brigand,R,R,{1}{R},2.0,Creature — Goblin Warrior,,2,2
Goblin Mountaineer,R,R,{R},1.0,Creature — Goblin Scout,Mountainwalk,1,1
Karplusan Yeti,R,R,{3}{R}{R},5.0,Creature — Yeti,,3,3
Magnivore,R,R,{2}{R}{R},4.0,Creature — Lhurgoyf,Haste,*,*
Rathi Dragon,R,R,{2}{R}{R},4.0,Creature — Dragon,Flying,5,5
Rogue Kavu,R,R,{1}{R},2.0,Creature — Kavu,,1,1
Sandstone Warrior,R,R,{2}{R}{R},4.0,Creature — Human Soldier Warrior,First strike,1,3
Seething Song,R,R,{2}{R},3.0,Instant,,,
Shard Phoenix,R,R,{4}{R},5.0,Creature — Phoenix,Flying,2,2
Thundermare,R,R,{5}{R},6.0,Creature — Elemental Horse,Haste,5,5
Whip Sergeant,R,R,{2}{R},3.0,Creature — Human Soldier,,2,1
Act of Treason,R,R,{2}{R},3.0,Sorcery,,,
"Akroma, Angel of Fury",R,R,{5}{R}{R}{R},8.0,Legendary Creature — Angel,"Flying, Morph, Protection, Trample",6,6
Browbeat,R,R,{2}{R},3.0,Sorcery,,,
Chandra's Outrage,R,R,{2}{R}{R},4.0,Instant,,,
Chartooth Cougar,R,R,{5}{R},6.0,Creature — Cat Beast,"Cycling, Mountaincycling",4,4
Cinder Storm,R,R,{6}{R},7.0,Sorcery,,,
Crimson Mage,R,R,{1}{R},2.0,Creature — Human Shaman,,2,1
Eidolon of the Great Revel,R,R,{R}{R},2.0,Enchantment Creature — Spirit,,2,2
Enthralling Victor,R,R,{3}{R},4.0,Creature — Human Warrior,,3,2
Fortune Thief,R,R,{4}{R},5.0,Creature — Human Rogue,Morph,0,1
Frenzied Goblin,R,R,{R},1.0,Creature — Goblin Berserker,,1,1
Genju of the Spires,R,R,{R},1.0,Enchantment — Aura,Enchant,,
Hordeling Outburst,R,R,{1}{R}{R},3.0,Sorcery,,,
Humble Defector,R,R,{1}{R},2.0,Creature — Human Rogue,,2,1
Ire Shaman,R,R,{1}{R},2.0,Creature — Orc Shaman,"Megamorph, Menace",2,1
Izzet Chemister,R,R,{2}{R},3.0,Creature — Goblin Wizard,Haste,1,3
Jackal Pup,R,R,{R},1.0,Creature — Jackal,,2,1
Kindle,R,R,{1}{R},2.0,Instant,,,
Magus of the Wheel,R,R,{2}{R},3.0,Creature — Human Wizard,,3,3
Mogg Flunkies,R,R,{1}{R},2.0,Creature — Goblin,,3,3
Pyre Hound,R,R,{3}{R},4.0,Creature — Elemental Dog,Trample,2,3
Simian Spirit Guide,R,R,{2}{R},3.0,Creature — Ape Spirit,,2,2
Skirk Commando,R,R,{1}{R}{R},3.0,Creature — Goblin,Morph,2,1
Soulbright Flamekin,R,R,{1}{R},2.0,Creature — Elemental Shaman,,2,1
Spikeshot Goblin,R,R,{2}{R},3.0,Creature — Goblin Shaman,,1,2
Thresher Lizard,R,R,{2}{R},3.0,Creature — Lizard,,3,2
