name,colorIdentity,colors,manaCost,manaValue,type,keywords,power,toughness
Vampiric Dragon,"B, R","B, R",{6}{B}{R},8.0,Creature — Vampire Dragon,Flying,5,5
Lady Orca,"B, R","B, R",{5}{B}{R},7.0,Legendary Creature — Demon,,7,4
Azra Oddsmaker,"B, R","B, R",{1}{B}{R},3.0,Creature — Azra Warrior,,3,3
Last One Standing,"B, R","B, R",{1}{B}{R},3.0,Sorcery,,,
Rushblade Commander,"B, R","B, R",{B}{R},2.0,Creature — Azra Warrior,,2,2
Luxury Suite,"B, R",,,0.0,Land,,,
Axelrod Gunnarson,"B, R","B, R",{4}{B}{B}{R}{R},8.0,Legendary Creature — Giant,Trample,5,5
Tor Wauki,"B, R","B, R",{2}{B}{B}{R},5.0,Legendary Creature — Human Archer,,3,3
Dust Stalker,"B, R",,{2}{B}{R},4.0,Creature — Eldrazi,"Devoid, Haste",5,3
Forerunner of Slaughter,"B, R",,{B}{R},2.0,Creature — Eldrazi Drone,Devoid,3,2
Flamecache Gecko,"B, R",R,{1}{R},2.0,Creature — Lizard Warlock,,2,2
Cindering Cutthroat,"B, R","B, R",{2}{B/R},3.0,Creature — Lizard Assassin,,3,2
Fireglass Mentor,"B, R","B, R",{B}{R},2.0,Creature — Lizard Warlock,,2,1
"Gev, Scaled Scorch","B, R","B, R",{B}{R},2.0,Legendary Creature — Lizard Mercenary,Ward,3,2
The Infamous Cruelclaw,"B, R","B, R",{1}{B}{R},3.0,Legendary Creature — Weasel Mercenary,Menace,3,3
"Mogis, God of Slaughter","B, R","B, R",{2}{B}{R},4.0,Legendary Enchantment Creature — God,Indestructible,7,5
Ragemonger,"B, R","B, R",{1}{B}{R},3.0,Creature — Minotaur Shaman,,2,3
Temple of Malice,"B, R",,,0.0,Land,Scry,,
"Flamewar, Brash Veteran // Flamewar, Streetwise Operative","B, R","B, R",{1}{B}{R},3.0,Legendary Artifact Creature — Robot,"Convert, More Than Meets the Eye",3,2
Cinder Marsh,"B, R",,,0.0,Land,,,
Oni-Cult Anvil,"B, R","B, R",{B}{R},2.0,Artifact,,,
Drossforge Bridge,"B, R",,,0.0,Artifact Land,Indestructible,,
"Mishra, Lost to Phyrexia","B, R","B, R",,7.0,Legendary Artifact Creature — Phyrexian Artificer,,9,9
Junkyard Genius,"B, R","B, R",{1}{B}{R},3.0,Creature — Human Artificer,,2,2
"Mishra, Claimed by Gix // Mishra, Lost to Phyrexia","B, R","B, R",{2}{B}{R},4.0,Legendary Creature — Phyrexian Human Artificer,Meld,3,5
"Mishra, Tamer of Mak Fawa","B, R","B, R",{3}{B}{R},5.0,Legendary Creature — Human Artificer,,4,4
Deepfire Elemental,"B, R","B, R",{4}{B}{R},6.0,Creature — Elemental,,4,4
Spiteful Visions,"B, R","B, R",{2}{B/R}{B/R},4.0,Enchantment,,,
Akoum Refuge,"B, R",,,0.0,Land,,,
Rakdos Guildgate,"B, R",,,0.0,Land — Gate,,,
Grave Upheaval,"B, R","B, R",{4}{B}{R},6.0,Sorcery,"Basic landcycling, Cycling, Landcycling",,
Vial Smasher the Fierce,"B, R","B, R",{1}{B}{R},3.0,Legendary Creature — Goblin Berserker,Partner,2,3
Everlasting Torment,"B, R","B, R",{2}{B/R},3.0,Enchantment,,,
Dragonskull Summit,"B, R",,,0.0,Land,,,
Bladewing the Risen,"B, R","B, R",{3}{B}{B}{R}{R},7.0,Legendary Creature — Zombie Dragon,Flying,4,4
Cauldron Dance,"B, R","B, R",{4}{B}{R},6.0,Instant,,,
"Kolaghan, the Storm's Fury","B, R","B, R",{3}{B}{R},5.0,Legendary Creature — Dragon,"Dash, Flying",4,5
Stromkirk Captain,"B, R","B, R",{1}{B}{R},3.0,Creature — Vampire Soldier,First strike,2,2
Bloodfell Caves,"B, R",,,0.0,Land,,,
"Xantcha, Sleeper Agent","B, R","B, R",{1}{B}{R},3.0,Legendary Creature — Phyrexian Minion,,5,5
Anje Falkenrath,"B, R","B, R",{1}{B}{R},3.0,Legendary Creature — Vampire,Haste,1,3
"Chainer, Nightmare Adept","B, R","B, R",{2}{B}{R},4.0,Legendary Creature — Human Minion,,3,2
"Greven, Predator Captain","B, R","B, R",{3}{B}{R},5.0,Legendary Creature — Phyrexian Human Warrior,Menace,5,5
Bloodhall Priest,"B, R","B, R",{2}{B}{R},4.0,Creature — Vampire Cleric,Madness,4,4
Rakdos Locket,"B, R",,{3},3.0,Artifact,,,
"Rix Maadi, Dungeon Palace","B, R",,,0.0,Land,,,
"Silvar, Devourer of the Free","B, R","B, R",{3}{B}{R},5.0,Legendary Creature — Cat Nightmare,"Menace, Partner, Partner with",4,2
"Garna, the Bloodflame","B, R","B, R",{3}{B}{R},5.0,Legendary Creature — Human Warrior,Flash,3,3
Lantern-Lit Graveyard,"B, R",,,0.0,Land,,,
"Mahadi, Emporium Master","B, R","B, R",{1}{B}{R},3.0,Legendary Creature — Devil,Treasure,3,3
"Raphael, Fiendish Savior","B, R","B, R",{3}{B}{R},5.0,Legendary Creature — Devil Noble,Flying,4,4
Billiard Room,"B, R",,,0.0,Land,Investigate,,
Carnage Interpreter,"B, R","B, R",{1}{B/R}{B/R},3.0,Creature — Devil Detective,Investigate,3,3
Frenzied Gorespawn,"B, R","B, R",{3}{B}{R},5.0,Creature — Horror,Goad,4,4
Incriminating Impetus,"B, R","B, R",{2}{B/R},3.0,Enchantment — Aura,"Enchant, Goad",,
Rakdos Trumpeter,"B, R",B,{1}{B},2.0,Creature — Human Shaman,Menace,1,3
Footlight Fiend,"B, R","B, R",{B/R},1.0,Creature — Devil,,1,1
Rakdos Shred-Freak,"B, R","B, R",{B/R}{B/R},2.0,Creature — Human Berserker,Haste,2,1
"Rakdos, the Showstopper","B, R","B, R",{4}{B}{R},6.0,Legendary Creature — Demon,"Flying, Trample",6,6
Blood Crypt,"B, R",,,0.0,Land — Swamp Mountain,,,
Malfegor,"B, R","B, R",{2}{B}{B}{R}{R},6.0,Legendary Creature — Demon Dragon,Flying,6,6
Wrecking Ball,"B, R","B, R",{2}{B}{R},4.0,Instant,,,
"Blim, Comedic Genius","B, R","B, R",{2}{B}{R},4.0,Legendary Creature — Imp,Flying,4,3
"Juri, Master of the Revue","B, R","B, R",{B}{R},2.0,Legendary Creature — Human Shaman,,1,1
"Rakdos, Lord of Riots","B, R","B, R",{B}{B}{R}{R},4.0,Legendary Creature — Demon,"Flying, Trample",6,6
"Daretti, Ingenious Iconoclast","B, R","B, R",{1}{B}{R},3.0,Legendary Planeswalker — Daretti,,,
Carnage Gladiator,"B, R","B, R",{2}{B}{R},4.0,Creature — Skeleton Warrior,,4,2
Spontaneous Combustion,"B, R","B, R",{1}{B}{R},3.0,Instant,,,
Pestilent Kathari,"B, R",B,{2}{B},3.0,Creature — Bird Warrior,"Deathtouch, Flying",1,1
Goblin Outlander,"B, R","B, R",{B}{R},2.0,Creature — Goblin Scout,Protection,2,2
Shambling Remains,"B, R","B, R",{1}{B}{R},3.0,Creature — Zombie Horror,Unearth,4,3
Suicidal Charge,"B, R","B, R",{3}{B}{R},5.0,Enchantment,,,
Balduvian Fallen,"B, R",B,{3}{B},4.0,Creature — Zombie,Cumulative upkeep,3,5
Tresserhorn Sinks,"B, R",,,0.0,Snow Land,,,
"Slobad, Actually Just Fine","B, R","B, R",{1}{B}{R},3.0,Legendary Creature — Goblin Artificer,,3,3
The Actualizer,"B, R","B, R",{1}{B}{R},0.0,Legendary Creature — Human Wizard,,3,3
"Florian, Voldaren Scion","B, R","B, R",{1}{B}{R},3.0,Legendary Creature — Vampire Noble,First strike,3,3
Hungry for More,"B, R","B, R",{B}{R},2.0,Sorcery,"Flashback, Lifelink",,
Vampire Socialite,"B, R","B, R",{B}{R},2.0,Creature — Vampire Noble,Menace,2,2
Wake to Slaughter,"B, R","B, R",{3}{B}{R},5.0,Sorcery,Flashback,,
Haunted Ridge,"B, R",,,0.0,Land,,,
"Anje, Maid of Dishonor","B, R","B, R",{2}{B}{R},4.0,Legendary Creature — Vampire,,4,5
Bloodtithe Harvester,"B, R","B, R",{B}{R},2.0,Creature — Vampire,,3,2
"Olivia, Crimson Bride","B, R","B, R",{4}{B}{R},6.0,Legendary Creature — Vampire Noble,"Flying, Haste",3,4
Blazing Specter,"B, R","B, R",{2}{B}{R},4.0,Creature — Specter,"Flying, Haste",2,2
Agonizing Demise,"B, R",B,{3}{B},4.0,Instant,Kicker,,
Pain // Suffering,"B, R",B,{B},5.0,Sorcery,,,
Bump in the Night,"B, R",B,{B},1.0,Sorcery,Flashback,,
Strangling Soot,"B, R",B,{2}{B},3.0,Instant,Flashback,,
"Exava, Rakdos Blood Witch","B, R","B, R",{2}{B}{R},4.0,Legendary Creature — Human Cleric,"First strike, Haste, Unleash",3,3
Morgue Burst,"B, R","B, R",{4}{B}{R},6.0,Sorcery,,,
Showstopper,"B, R","B, R",{1}{B}{R},3.0,Instant,,,
Sire of Insanity,"B, R","B, R",{4}{B}{R},6.0,Creature — Demon,,6,4
Spike Jester,"B, R","B, R",{B}{R},2.0,Creature — Goblin Warrior,Haste,3,1
Toil // Trouble,"B, R",B,{2}{B},6.0,Sorcery,Fuse,,
Rakdos Cluestone,"B, R",,{3},3.0,Artifact,,,
Crypt Champion,"B, R",B,{3}{B},4.0,Creature — Zombie,Double strike,2,2
Nettling Curse,"B, R",B,{2}{B},3.0,Enchantment — Aura,Enchant,,
Kill-Suit Cultist,"B, R",R,{R},1.0,Creature — Goblin Berserker,,1,1
Squealing Devil,"B, R",R,{1}{R},2.0,Creature — Devil,Fear,2,1
Anthem of Rakdos,"B, R","B, R",{2}{B}{R}{R},5.0,Enchantment,Hellbent,,
Dread Slag,"B, R","B, R",{3}{B}{R},5.0,Creature — Horror,Trample,9,9
Gobhobbler Rats,"B, R","B, R",{B}{R},2.0,Creature — Rat,Hellbent,2,2
Hellhole Rats,"B, R","B, R",{2}{B}{R},4.0,Creature — Rat,Haste,2,2
Jagged Poppet,"B, R","B, R",{1}{B}{R},3.0,Creature — Ogre Warrior,Hellbent,3,4
"Lyzolda, the Blood Witch","B, R","B, R",{1}{B}{R},3.0,Legendary Creature — Human Cleric,,3,1
Pain Magnification,"B, R","B, R",{1}{B}{R},3.0,Enchantment,,,
Rain of Gore,"B, R","B, R",{B}{R},2.0,Enchantment,,,
Rakdos Augermage,"B, R","B, R",{B}{B}{R},3.0,Creature — Human Wizard,First strike,3,2
Rakdos Ickspitter,"B, R","B, R",{1}{B}{R},3.0,Creature — Thrull,,1,1
Rakdos the Defiler,"B, R","B, R",{2}{B}{B}{R}{R},6.0,Legendary Creature — Demon,"Flying, Trample",7,6
Twinstrike,"B, R","B, R",{3}{B}{R},5.0,Instant,Hellbent,,
Riot Spikes,"B, R","B, R",{B/R},1.0,Enchantment — Aura,Enchant,,
Rakdos Riteknife,"B, R",,{2},2.0,Artifact — Equipment,Equip,,
Fires of Undeath,"B, R",R,{2}{R},3.0,Instant,Flashback,,
"Bladewing, Deathless Tyrant","B, R","B, R",{5}{B}{R},7.0,Legendary Creature — Dragon Skeleton,"Flying, Haste",6,6
"Orca, Siege Demon","B, R","B, R",{5}{B}{R},7.0,Legendary Creature — Demon,Trample,5,5
"Rohgahh, Kher Keep Overlord","B, R","B, R",{3}{B}{R},5.0,Legendary Creature — Kobold Warrior,,4,4
Tor Wauki the Younger,"B, R","B, R",{3}{B}{R},5.0,Legendary Creature — Human Archer,"Lifelink, Reach",3,3
Dralnu's Crusade,"B, R","B, R",{1}{B}{R},3.0,Enchantment,,,
Pyre Zombie,"B, R","B, R",{1}{B}{R},3.0,Creature — Zombie,,2,1
Aggressive Sabotage,"B, R",B,{2}{B},3.0,Sorcery,Kicker,,
Balduvian Atrocity,"B, R",B,{2}{B},3.0,Creature — Phyrexian Berserker,"Kicker, Menace",2,3
In Thrall to the Pit,"B, R",R,{3}{R},4.0,Sorcery,Kicker,,
Warhost's Frenzy,"B, R",R,{2}{R},3.0,Instant,Kicker,,
"Garna, Bloodfist of Keld","B, R","B, R",{1}{B}{R}{R},4.0,Legendary Creature — Human Berserker,,4,3
"Lagomos, Hand of Hatred","B, R","B, R",{1}{B}{R},3.0,Legendary Creature — Human Shaman,,1,3
Rivaz of the Claw,"B, R","B, R",{1}{B}{R},3.0,Legendary Creature — Lizard Warlock,Menace,3,3
Geothermal Bog,"B, R",,,0.0,Land — Swamp Mountain,,,
"Kazarov, Sengir Pureblood","B, R",B,{5}{B}{B},7.0,Legendary Creature — Vampire,Flying,4,4
Marsh Goblins,"B, R","B, R",{B}{R},2.0,Creature — Goblin,Swampwalk,1,1
The Lord of Pain,"B, R","B, R",{3}{B}{R},5.0,Legendary Creature — Human Assassin,Menace,5,5
"Valgavoth, Harrower of Souls","B, R","B, R",{2}{B}{R},4.0,Legendary Creature — Elder Demon,"Flying, Ward",4,4
"Kardur, Doomscourge","B, R","B, R",{2}{B}{R},4.0,Legendary Creature — Demon Berserker,,4,3
Mayhem Devil,"B, R","B, R",{1}{B}{R},3.0,Creature — Devil,,3,3
Stormfist Crusader,"B, R","B, R",{B}{R},2.0,Creature — Human Knight,Menace,2,2
Blackcleave Cliffs,"B, R",,,0.0,Land,,,
Disturbing Mirth,"B, R","B, R",{B}{R},2.0,Enchantment,"Manifest, Manifest dread",,
Sawblade Skinripper,"B, R","B, R",{1}{B}{R},3.0,Creature — Human Assassin,Menace,3,2
Undead Sprinter,"B, R","B, R",{B}{R},2.0,Creature — Zombie,"Haste, Trample",2,2
Blazemire Verge,"B, R",,,0.0,Land,,,
Razortrap Gorge,"B, R",,,0.0,Land,,,
Boltwing Marauder,"B, R","B, R",{3}{B}{R},5.0,Creature — Dragon,Flying,5,4
Dragonlord Kolaghan,"B, R","B, R",{4}{B}{R},6.0,Legendary Creature — Elder Dragon,"Flying, Haste",6,5
Swift Warkite,"B, R","B, R",{4}{B}{R},6.0,Creature — Dragon,Flying,4,4
Kolaghan Monument,"B, R",,{3},3.0,Artifact,,,
Dreadbore,"B, R","B, R",{B}{R},2.0,Sorcery,,,
Slaughter Games,"B, R","B, R",{2}{B}{R},4.0,Sorcery,,,
Steelclaw Lance,"B, R","B, R",{B}{R},2.0,Artifact — Equipment,Equip,,
Elite Headhunter,"B, R","B, R",{B/R}{B/R}{B/R}{B/R},4.0,Creature — Human Knight,Menace,2,3
Void,"B, R","B, R",{3}{B}{R},5.0,Sorcery,,,
Murderous Redcap,"B, R","B, R",{2}{B/R}{B/R},4.0,Creature — Goblin Assassin,Persist,2,2
Rakdos Cackler,"B, R","B, R",{B/R},1.0,Creature — Devil,Unleash,1,1
"Alesha, Who Laughs at Fate","B, R","B, R",{1}{B}{R},3.0,Legendary Creature — Human Warrior,"First strike, Raid",2,2
Perforating Artist,"B, R","B, R",{1}{B}{R},3.0,Creature — Devil,"Deathtouch, Raid",3,2
Immersturm Predator,"B, R","B, R",{2}{B}{R},4.0,Creature — Vampire Dragon,Flying,3,3
Henchfiend of Ukor,"B, R",R,{3}{R},4.0,Creature — Ogre,"Echo, Haste",3,2
Carnival Hellsteed,"B, R","B, R",{4}{B}{R},6.0,Creature — Nightmare Horse,"First strike, Haste, Unleash",5,4
Rakdos's Return,"B, R","B, R",{X}{B}{R},2.0,Sorcery,,,
Rakdos Keyrune,"B, R",,{3},3.0,Artifact,,,
Acidic Sliver,"B, R","B, R",{B}{R},2.0,Creature — Sliver,,2,2
Munitions Expert,"B, R","B, R",{B}{R},2.0,Creature — Goblin,Flash,1,1
"Sarevok, Ferocious Usurper","B, R","B, R",{3}{B}{R},5.0,Legendary Creature — Human Knight,Menace,4,4
"Shadowheart, Cleric of War","B, R","B, R",{1}{B}{R},3.0,Legendary Creature — Human Elf Cleric,Deathtouch,4,4
"Viconia, Disciple of Violence","B, R","B, R",{1}{B}{R},3.0,Legendary Creature — Elf Cleric,Conjure,3,4
"Ambergris, Agent of Tyranny","B, R","B, R",{2}{B}{R},4.0,Legendary Creature — Dwarf Cleric,Haste,4,3
"Gut, Brutal Fanatic","B, R","B, R",{4}{B}{R}{R},7.0,Legendary Creature — Goblin Shaman,,5,4
"Karlach, Tiefling Punisher","B, R","B, R",{1}{B}{R},3.0,Legendary Creature — Tiefling Barbarian,"First strike, Haste",4,4
Wyll of the Fiend Pact,"B, R","B, R",{3}{B}{R}{R},6.0,Legendary Creature — Human Warlock,,5,5
Burnt Offering,"B, R",B,{B},1.0,Instant,,,
Bone Shaman,"B, R",R,{2}{R}{R},4.0,Creature — Giant Shaman,,3,3
Fire Covenant,"B, R","B, R",{1}{B}{R},3.0,Instant,,,
Fumarole,"B, R","B, R",{3}{B}{R},5.0,Sorcery,,,
Ghostly Flame,"B, R","B, R",{B}{R},2.0,Enchantment,,,
Mountain Titan,"B, R","B, R",{2}{B}{R},4.0,Creature — Giant,,2,2
Lava Tubes,"B, R",,,0.0,Land,,,
Labyrinth Raptor,"B, R","B, R",{B}{R},2.0,Creature — Nightmare Dinosaur,Menace,2,2
"Obosh, the Preypiercer","B, R","B, R",{3}{B/R}{B/R},5.0,Legendary Creature — Hellion Horror,Companion,3,5
Sonorous Howlbonder,"B, R","B, R",{1}{B/R}{B/R},3.0,Creature — Human Warrior,Menace,2,2
Firescreamer,"B, R",B,{3}{B},4.0,Creature — Kavu,,2,2
Trench Wurm,"B, R",B,{3}{B},4.0,Creature — Wurm,,3,3
Hooded Kavu,"B, R",R,{2}{R},3.0,Creature — Kavu,,2,2
Shivan Emissary,"B, R",R,{2}{R},3.0,Creature — Human Wizard,Kicker,1,1
Backlash,"B, R","B, R",{1}{B}{R},3.0,Instant,,,
Cinder Shade,"B, R","B, R",{1}{B}{R},3.0,Creature — Shade,,1,1
Plague Spores,"B, R","B, R",{4}{B}{R},6.0,Sorcery,,,
Reckless Assault,"B, R","B, R",{2}{B}{R},4.0,Enchantment,,,
Shivan Zombie,"B, R","B, R",{B}{R},2.0,Creature — Phyrexian Barbarian Zombie,Protection,2,2
Smoldering Tar,"B, R","B, R",{2}{B}{R},4.0,Enchantment,,,
Tsabo Tavoc,"B, R","B, R",{5}{B}{R},7.0,Legendary Creature — Phyrexian Horror,"First strike, Protection",7,4
Vicious Kavu,"B, R","B, R",{1}{B}{R},3.0,Creature — Kavu,,2,2
Bloodstone Cameo,"B, R",,{3},3.0,Artifact,,,
Olivia Voldaren,"B, R","B, R",{2}{B}{R},4.0,Legendary Creature — Vampire,Flying,3,3
Stensia Bloodhall,"B, R",,,0.0,Land,,,
Rakdos Headliner,"B, R","B, R",{B}{R},2.0,Creature — Devil,"Echo, Haste",3,3
Terminal Agony,"B, R","B, R",{2}{B}{R},4.0,Sorcery,Madness,,
"Evereth, Viceroy of Plunder","B, R",B,{2}{B},3.0,Legendary Creature — Vampire Soldier,Flying,2,2
"Sethron, Hurloon General","B, R",R,{3}{R}{R},5.0,Legendary Creature — Minotaur Warrior,,4,4
"Valki, God of Lies // Tibalt, Cosmic Impostor","B, R",B,{1}{B},2.0,Legendary Creature — God,,2,1
The Bloodsky Massacre,"B, R","B, R",{1}{B}{R},3.0,Enchantment — Saga,,,
Kardur's Vicious Return,"B, R","B, R",{2}{B}{R},4.0,Enchantment — Saga,,,
Blightstep Pathway // Searstep Pathway,"B, R",,,0.0,Land,,,
Immersturm Skullcairn,"B, R",,,0.0,Land,,,
Sulfurous Mire,"B, R",,,0.0,Snow Land — Swamp Mountain,,,
Molten Collapse,"B, R","B, R",{B}{R},2.0,Sorcery,,,
Zoyowa Lava-Tongue,"B, R","B, R",{B}{R},2.0,Legendary Creature — Goblin Warlock,Deathtouch,2,2
Restless Vents,"B, R",,,0.0,Land,,,
Barktooth Warbeard,"B, R","B, R",{4}{B}{R}{R},7.0,Legendary Creature — Human Warrior,,6,5
Boris Devilboon,"B, R","B, R",{3}{B}{R},5.0,Legendary Creature — Zombie Wizard,,2,2
Pavel Maliki,"B, R","B, R",{4}{B}{R},6.0,Legendary Creature — Human,,5,3
Rohgahh of Kher Keep,"B, R","B, R",{2}{B}{B}{R}{R},6.0,Legendary Creature — Kobold,,5,5
"Wort, Boggart Auntie","B, R","B, R",{2}{B}{R},4.0,Legendary Creature — Goblin Shaman,Fear,3,3
Auntie's Hovel,"B, R",,,0.0,Land,,,
The Balrog of Moria,"B, R","B, R",{4}{B}{B}{R},7.0,Legendary Creature — Avatar Demon,"Cycling, Haste, Trample, Treasure",8,8
Lidless Gaze,"B, R","B, R",{2}{B}{R},4.0,Sorcery,Flashback,,
Moria Scavenger,"B, R","B, R",{1}{B}{R},3.0,Creature — Orc Rogue,"Amass, Deathtouch, Haste",1,4
"Too Greedily, Too Deep","B, R","B, R",{5}{B}{R},7.0,Sorcery,,,
