name,colorIdentity,colors,manaCost,manaValue,type,keywords,power,toughness
Bartel Runeaxe,"B, G, R","B, G, R",{3}{B}{R}{G},6.0,Legendary Creature — Giant Warrior,Vigilance,6,5
"Vaevictis Asmadi, the Dire","B, G, R","B, G, R",{3}{B}{R}{G},6.0,Legendary Creature — Elder Dragon,Flying,6,6
Disa the Restless,"B, G, R","B, G, R",{2}{B}{R}{G},5.0,Legendary Creature — Human Scout,,5,6
"Coram, the Undertaker","B, G, R","B, G, R",{1}{B}{R}{G},4.0,Legendary Creature — Human Warrior,Mill,0,5
Broodmate Tyrant,"B, G, R","B, G, R",{4}{B}{R}{G},7.0,Creature — Dragon,"Encore, Flying",5,5
Gluttonous Hellkite,"B, G, R","B, G, R",{X}{X}{B}{R}{G},3.0,Creature — Dragon,"Flying, Trample",3,3
Ignoble Hierarch,"B, G, R",G,{G},1.0,Creature — Goblin Shaman,Exalted,0,1
Riveteers Charm,"B, G, R","B, G, R",{B}{R}{G},3.0,Instant,,,
"Ziatora, the Incinerator","B, G, R","B, G, R",{3}{B}{R}{G},6.0,Legendary Creature — Demon Dragon,"Flying, Treasure",6,6
Rebuild the City,"B, G, R","B, G, R",{3}{B}{R}{G},6.0,Sorcery,,,
Jund 'Em Out,"B, G, R","B, G, R",{B}{R}{G},3.0,Sorcery,Retrace,,
Twisted Landscape,"B, G, R",,,0.0,Land,Cycling,,
Armorer Guildmage,"B, G, R",R,{R},1.0,Creature — Human Wizard,,1,1
Slimefoot and Squee,"B, G, R","B, G, R",{B}{R}{G},3.0,Legendary Creature — Fungus Goblin,,3,3
"Henzie ""Toolbox"" Torre","B, G, R","B, G, R",{B}{R}{G},3.0,Legendary Creature — Devil Rogue,,3,3
The Beamtown Bullies,"B, G, R","B, G, R",{1}{B}{R}{G},4.0,Legendary Creature — Ogre Devil Warrior,"Goad, Haste, Vigilance",4,4
Riveteers Confluence,"B, G, R","B, G, R",{2}{B}{R}{G},5.0,Sorcery,,,
"Vazi, Keen Negotiator","B, G, R","B, G, R",{2}{B}{R}{G},5.0,Legendary Creature — Human Advisor,"Haste, Treasure",3,3
Caldera Kavu,"B, G, R",R,{2}{R},3.0,Creature — Kavu,,2,2
Keldon Mantle,"B, G, R",R,{1}{R},2.0,Enchantment — Aura,Enchant,,
Destructive Flow,"B, G, R","B, G, R",{B}{R}{G},3.0,Enchantment,,,
Ziatora's Proving Ground,"B, G, R",,,0.0,Land — Swamp Mountain Forest,Cycling,,
"Ognis, the Dragon's Lash","B, G, R","B, G, R",{1}{B/R}{R}{R/G},4.0,Legendary Creature — Lizard Warrior,"Haste, Treasure",3,3
Riveteers Ascendancy,"B, G, R","B, G, R",{B}{R}{G},3.0,Enchantment,,,
Unleash the Inferno,"B, G, R","B, G, R",{1}{B}{R}{G},4.0,Instant,,,
Ziatora's Envoy,"B, G, R","B, G, R",{1}{B}{R}{G},4.0,Creature — Lizard Warrior,"Blitz, Trample",5,4
"Indoraptor, the Perfect Hybrid","B, G, R","B, G, R",{1}{B/G}{R},3.0,Legendary Creature — Dinosaur Mutant,"Bloodthirst, Enrage, Menace",3,1
"Maarika, Brutal Gladiator","B, G, R","B, G, R",{2}{B}{R}{G},5.0,Legendary Creature — Human Warrior,,7,4
Riveteers Initiate,"B, G, R",R,{1}{R},2.0,Creature — Lizard Citizen,,2,2
A-Riveteers Initiate,"B, G, R",R,{1}{R},2.0,Creature — Lizard Citizen,,2,2
Crew Captain,"B, G, R","B, G, R",{B}{R}{G},3.0,Creature — Human Warrior,Haste,4,2
Masked Bandits,"B, G, R","B, G, R",{3}{B}{R}{G},6.0,Creature — Raccoon Rogue,"Menace, Vigilance",5,5
A-Masked Bandits,"B, G, R","B, G, R",{3}{B}{R}{G},6.0,Creature — Raccoon Rogue,"Menace, Vigilance",5,6
"Mr. Orfeo, the Boulder","B, G, R","B, G, R",{1}{B}{R}{G},4.0,Legendary Creature — Rhino Warrior,,2,4
"A-Mr. Orfeo, the Boulder","B, G, R","B, G, R",{1}{B}{R}{G},4.0,Legendary Creature — Rhino Warrior,,3,4
"Korvold, Gleeful Glutton","B, G, R","B, G, R",{5}{B}{R}{G},8.0,Legendary Creature — Dragon Noble,"Flying, Haste, Trample",4,4
"Darigaaz, Shivan Champion","B, G, R","B, G, R",{2}{B}{R}{G},5.0,Legendary Creature — Dragon,"Conjure, Flying",5,5
Effluence Devourer,"B, G, R","B, G, R",{B}{R}{G},3.0,Creature — Crocodile,Blitz,4,3
