name,colorIdentity,colors,manaCost,manaValue,type,keywords,power,toughness
Aggressive Crag,"R, W",,,0.0,Land,,,
"Akiri, Fearless Voyager","R, W","R, W",{1}{R}{W},3.0,Legendary Creature — Kor Warrior,,3,3
Spectator Seating,"R, W",,,0.0,Land,,,
Cloudshredder Sliver,"R, W","R, W",{R}{W},2.0,Creature — Sliver,,1,1
Lavabelly Sliver,"R, W","R, W",{1}{R}{W},3.0,Creature — Sliver,,2,2
Talisman of Conviction,"R, W",,{2},2.0,Artifact,,,
Furycalm Snarl,"R, W",,,0.0,Land,,,
"Bell Borca, Spectral Sergeant","R, W","R, W",{2}{R}{W},4.0,Legendary Creature — Spirit Soldier,,*,5
"Reyav, Master Smith","R, W","R, W",{R}{W},2.0,Legendary Creature — Dwarf Artificer,,2,2
"Wyleth, Soul of Steel","R, W","R, W",{1}{R}{W},3.0,Legendary Creature — Human Warrior,Trample,2,2
Deflecting Palm,"R, W","R, W",{R}{W},2.0,Instant,,,
Response // Resurgence,"R, W","W, R",{R/W}{R/W},7.0,Instant,,,
"Tiana, Ship's Caretaker","R, W","R, W",{3}{R}{W},5.0,Legendary Creature — Angel Artificer,"First strike, Flying",3,3
Wear // Tear,"R, W",R,{1}{R},3.0,Instant,Fuse,,
Akroan Hoplite,"R, W","R, W",{R}{W},2.0,Creature — Human Soldier,,1,2
Flamewright,"R, W","R, W",{R}{W},2.0,Creature — Human Artificer,,1,1
Kranioceros,"R, W",R,{4}{R},5.0,Creature — Beast,,5,2
The Keeper of Kaldra,"R, W","R, W",{1}{R}{W},3.0,Legendary Creature — Human Warrior,,3,3
The Caffeinated Runner,"R, W","R, W",{1}{R}{W},0.0,Legendary Creature — Elemental Gamer,Food,3,2
Princess Snowfall,"R, W","R, W",{4}{W}{R},6.0,Legendary Snow Creature — Human Noble,,4,4
The Joiner of Cats,"R, W","R, W",{2}{R}{W},4.0,Legendary Creature — Human Warrior,,3,4
The Sprinkler of Stardust,"R, W","R, W",{2}{R}{W},4.0,Legendary Creature — Human Warrior,,4,4
The Judge of Height,"R, W","R, W",{3}{R}{W},0.0,Legendary Creature — Giant Wizard,Trample,0,6
"Ano'thr, Equipment Commander","R, W","R, W",{R}{W},2.0,Legendary Creature — Kor Warrior,,2,2
Brutal Cathar // Moonrage Brute,"R, W",W,{2}{W},3.0,Creature — Human Soldier Werewolf,Daybound,2,2
Angelfire Ignition,"R, W","R, W",{1}{R}{W},3.0,Sorcery,Flashback,,
"Rem Karolus, Stalwart Slayer","R, W","R, W",{1}{R}{W},3.0,Legendary Creature — Human Knight,"Flying, Haste",2,3
Sacred Fire,"R, W","R, W",{R}{W},2.0,Instant,Flashback,,
Sunrise Cavalier,"R, W","R, W",{1}{R}{W},3.0,Creature — Human Knight,"Haste, Trample",3,3
Lantern Flare,"R, W",W,{1}{W},2.0,Instant,Cleave,,
Markov Waltzer,"R, W","R, W",{2}{R}{W},4.0,Creature — Vampire,"Flying, Haste",1,3
"Odric, Blood-Cursed","R, W","R, W",{1}{R}{W},3.0,Legendary Creature — Vampire Soldier,,3,3
Sundown Pass,"R, W",,,0.0,Land,,,
Spitemare,"R, W","R, W",{2}{R/W}{R/W},4.0,Creature — Elemental,,3,3
Firemane Angel,"R, W","R, W",{3}{R}{W}{W},6.0,Creature — Angel,"First strike, Flying",4,3
Searing Meditation,"R, W","R, W",{1}{R}{W},3.0,Enchantment,,,
Truefire Paladin,"R, W","R, W",{R}{W},2.0,Creature — Human Knight,Vigilance,2,2
Anax and Cymede,"R, W","R, W",{1}{R}{W},3.0,Legendary Creature — Human Soldier,"First strike, Heroic, Vigilance",3,2
Nobilis of War,"R, W","R, W",{R/W}{R/W}{R/W}{R/W}{R/W},5.0,Creature — Spirit Avatar,Flying,3,4
Flame-Kin Zealot,"R, W","R, W",{1}{R}{R}{W},4.0,Creature — Elemental Berserker,,2,2
Blaze Commando,"R, W","R, W",{3}{R}{W},5.0,Creature — Minotaur Soldier,,5,3
Boros Battleshaper,"R, W","R, W",{5}{R}{W},7.0,Creature — Minotaur Soldier,,5,5
Gleam of Battle,"R, W","R, W",{4}{R}{W},6.0,Enchantment,,,
"Tajic, Blade of the Legion","R, W","R, W",{2}{R}{W},4.0,Legendary Creature — Human Soldier,"Battalion, Indestructible",2,2
Viashino Firstblade,"R, W","R, W",{1}{R}{W},3.0,Creature — Lizard Soldier,Haste,2,2
Warleader's Helix,"R, W","R, W",{2}{R}{W},4.0,Instant,,,
Burning Oil,"R, W",R,{1}{R},2.0,Instant,Flashback,,
"Cadric, Soul Kindler","R, W","R, W",{2}{R}{W},4.0,Legendary Creature — Dwarf Wizard,,4,3
Cleaving Skyrider,"R, W",W,{2}{W},3.0,Creature — Human Warrior,"Flash, Flying, Kicker",2,2
Heroic Charge,"R, W",W,{2}{W}{W},4.0,Instant,Kicker,,
Hurloon Battle Hymn,"R, W",R,{2}{R},3.0,Instant,Kicker,,
Keldon Strike Team,"R, W",R,{2}{R},3.0,Creature — Human Warrior,Kicker,3,1
"Astor, Bearer of Blades","R, W","R, W",{2}{R}{W},4.0,Legendary Creature — Human Warrior,,4,4
"Baird, Argivian Recruiter","R, W","R, W",{R}{W},2.0,Legendary Creature — Human Soldier,,2,2
"Tori D'Avenant, Fury Rider","R, W","R, W",{1}{R}{R}{W},4.0,Legendary Creature — Human Knight,"Trample, Vigilance",3,3
Sacred Peaks,"R, W",,,0.0,Land — Mountain Plains,,,
"Arabella, Abandoned Doll","R, W","R, W",{R}{W},2.0,Legendary Artifact Creature — Toy,,1,3
The Jolly Balloon Man,"R, W","R, W",{1}{R}{W},3.0,Legendary Creature — Human Clown,Haste,1,4
Midnight Mayhem,"R, W","R, W",{2}{R}{W},4.0,Sorcery,,,
Raucous Carnival,"R, W",,,0.0,Land,,,
Inspiring Veteran,"R, W","R, W",{R}{W},2.0,Creature — Human Knight,,2,2
Outlaws' Merriment,"R, W","R, W",{1}{R}{W}{W},4.0,Enchantment,,,
Fireborn Knight,"R, W","R, W",{R/W}{R/W}{R/W}{R/W},4.0,Creature — Human Knight,Double strike,2,3
Rally the Peasants,"R, W",W,{2}{W},3.0,Instant,Flashback,,
Ride Down,"R, W","R, W",{R}{W},2.0,Instant,,,
Duergar Cave-Guard,"R, W",R,{3}{R},4.0,Creature — Dwarf Warrior,Wither,1,3
Battlegate Mimic,"R, W","R, W",{1}{R/W},2.0,Creature — Shapeshifter,,2,1
Belligerent Hatchling,"R, W","R, W",{3}{R/W},4.0,Creature — Elemental,First strike,6,6
Double Cleave,"R, W","R, W",{1}{R/W},2.0,Instant,,,
Duergar Assailant,"R, W","R, W",{R/W},1.0,Creature — Dwarf Soldier,,1,1
Duergar Mine-Captain,"R, W","R, W",{2}{R/W},3.0,Creature — Dwarf Soldier,,2,1
Fire at Will,"R, W","R, W",{R/W}{R/W}{R/W},3.0,Instant,,,
Hearthfire Hobgoblin,"R, W","R, W",{R/W}{R/W}{R/W},3.0,Creature — Goblin Soldier,Double strike,2,2
Hobgoblin Dragoon,"R, W","R, W",{2}{R/W},3.0,Creature — Goblin Knight,"First strike, Flying",1,2
Moonhold,"R, W","R, W",{2}{R/W},3.0,Instant,,,
Rise of the Hobgoblins,"R, W","R, W",{R/W}{R/W},2.0,Enchantment,,,
Scourge of the Nobilis,"R, W","R, W",{2}{R/W},3.0,Enchantment — Aura,Enchant,,
Waves of Aggression,"R, W","R, W",{3}{R/W}{R/W},5.0,Sorcery,Retrace,,
Heroism,"R, W",W,{2}{W},3.0,Enchantment,,,
War Flare,"R, W","R, W",{2}{R}{W},4.0,Instant,,,
"Agrus Kos, Wojek Veteran","R, W","R, W",{3}{R}{W},5.0,Legendary Creature — Human Soldier,,3,3
Boros Reckoner,"R, W","R, W",{R/W}{R/W}{R/W},3.0,Creature — Minotaur Wizard,,3,3
Boros Swiftblade,"R, W","R, W",{R}{W},2.0,Creature — Human Soldier,Double strike,1,2
Brightflame,"R, W","R, W",{X}{R}{R}{W}{W},4.0,Sorcery,Radiance,,
"Razia, Boros Archangel","R, W","R, W",{4}{R}{R}{W}{W},8.0,Legendary Creature — Angel,"Flying, Haste, Vigilance",6,3
Spark Trooper,"R, W","R, W",{1}{R}{R}{W},4.0,Creature — Elemental Soldier,"Haste, Lifelink, Trample",6,1
Sunhome Guildmage,"R, W","R, W",{R}{W},2.0,Creature — Human Wizard,,2,2
Boros Keyrune,"R, W",,{3},3.0,Artifact,,,
"Aurelia, Exemplar of Justice","R, W","R, W",{2}{R}{W},4.0,Legendary Creature — Angel,"Flying, Mentor",2,5
Boros Challenger,"R, W","R, W",{R}{W},2.0,Creature — Human Soldier,Mentor,2,3
Chance for Glory,"R, W","R, W",{1}{R}{W},3.0,Instant,,,
Deafening Clarion,"R, W","R, W",{1}{R}{W},3.0,Sorcery,,,
Garrison Sergeant,"R, W","R, W",{3}{R}{W},5.0,Creature — Lizard Soldier,,3,3
Hammer Dropper,"R, W","R, W",{2}{R}{W},4.0,Creature — Giant Soldier,Mentor,5,2
Justice Strike,"R, W","R, W",{R}{W},2.0,Instant,,,
Legion Guildmage,"R, W","R, W",{R}{W},2.0,Creature — Human Wizard,,2,2
Skyknight Legionnaire,"R, W","R, W",{1}{R}{W},3.0,Creature — Human Knight,"Flying, Haste",2,2
Swathcutter Giant,"R, W","R, W",{4}{R}{W},6.0,Creature — Giant Soldier,Vigilance,5,5
"Tajic, Legion's Edge","R, W","R, W",{1}{R}{W},3.0,Legendary Creature — Human Soldier,"Haste, Mentor",3,2
Truefire Captain,"R, W","R, W",{R}{R}{W}{W},4.0,Creature — Human Knight,Mentor,4,3
Assemble the Legion,"R, W","R, W",{3}{R}{W},5.0,Enchantment,,,
Aurelia's Fury,"R, W","R, W",{X}{R}{W},2.0,Instant,,,
Fortress Cyclops,"R, W","R, W",{3}{R}{W},5.0,Creature — Cyclops Soldier,,3,3
Foundry Champion,"R, W","R, W",{4}{R}{W},6.0,Creature — Elemental Soldier,,4,4
Ordruun Veteran,"R, W","R, W",{2}{R}{W},4.0,Creature — Minotaur Soldier,Battalion,3,1
Wojek Halberdiers,"R, W","R, W",{R}{W},2.0,Creature — Human Soldier,Battalion,3,2
Arrows of Justice,"R, W","R, W",{2}{R/W},3.0,Instant,,,
Shattering Blow,"R, W","R, W",{1}{R/W},2.0,Instant,,,
Rustvale Bridge,"R, W",,,0.0,Artifact Land,Indestructible,,
"Klement, Tempest Acolyte","R, W","R, W",{1}{R}{W},3.0,Legendary Creature — Tiefling Cleric,Double strike,2,3
"Lae'zel, Wrathful Warrior","R, W","R, W",{3}{R}{W},5.0,Legendary Creature — Gith Warrior,Double strike,3,6
"Lulu, Inspiring Hollyphant","R, W","R, W",{2}{R}{W},4.0,Legendary Creature — Elephant Angel,Flying,2,4
"Rasaad, Warrior Monk","R, W","R, W",{2}{R}{W},4.0,Legendary Creature — Human Monk,,4,4
"Ambergris, Agent of Law","R, W","R, W",{2}{R}{W},4.0,Legendary Creature — Dwarf Cleric,Haste,4,3
"Gut, Zealous Fanatic","R, W","R, W",{4}{R}{R}{W},7.0,Legendary Creature — Goblin Shaman,,5,4
"Karlach, Tiefling Zealot","R, W","R, W",{1}{R}{W},3.0,Legendary Creature — Tiefling Barbarian,"First strike, Haste",4,4
Wyll of the Celestial Pact,"R, W","R, W",{3}{R}{R}{W},6.0,Legendary Creature — Human Warlock,,5,5
Liara of the Flaming Fist,"R, W","R, W",{R}{W},2.0,Legendary Creature — Human Soldier,,2,2
"Ulder Ravengard, Marshal","R, W","R, W",{1}{R}{W},3.0,Legendary Creature — Human Noble Soldier,Conjure,3,3
Topdeck the Halls,"R, W","R, W",{3}{R}{W},5.0,Enchantment,Miracle,,
Resolute Survivors,"R, W","R, W",{1}{R}{W},3.0,Creature — Human Warrior,Exert,3,3
Regal Leosaur,"R, W","R, W",{R}{W},2.0,Creature — Dinosaur Cat,Mutate,2,2
Savai Thundermane,"R, W","R, W",{R}{W},2.0,Creature — Elemental Cat,,3,2
"Winota, Joiner of Forces","R, W","R, W",{2}{R}{W},4.0,Legendary Creature — Human Warrior,,4,4
"A-Winota, Joiner of Forces","R, W","R, W",{2}{R}{W},4.0,Legendary Creature — Human Warrior,,4,4
Zenith Flare,"R, W","R, W",{2}{R}{W},4.0,Instant,,,
"Zirda, the Dawnwaker","R, W","R, W",{1}{R/W}{R/W},3.0,Legendary Creature — Elemental Fox,Companion,3,3
Arcbound Shikari,"R, W","R, W",{1}{R}{W},3.0,Artifact Creature — Cat Soldier,"First strike, Modular",0,0
"Zabaz, the Glimmerwasp","R, W",,{1},1.0,Legendary Artifact Creature — Insect,Modular,0,0
"Agrus Kos, Eternal Soldier","R, W",W,{3}{W},4.0,Legendary Creature — Spirit Soldier,Vigilance,3,4
Desperate Stand,"R, W","R, W",{R}{W},2.0,Sorcery,Strive,,
Forging the Tyrite Sword,"R, W","R, W",{1}{R}{W},3.0,Enchantment — Saga,Treasure,,
"Koll, the Forgemaster","R, W","R, W",{R}{W},2.0,Legendary Creature — Dwarf Warrior,,2,2
Showdown of the Skalds,"R, W","R, W",{2}{R}{W},4.0,Enchantment — Saga,,,
Alpine Meadow,"R, W",,,0.0,Snow Land — Mountain Plains,,,
Axgard Armory,"R, W",,,0.0,Land,,,
"Depala, Pilot Exemplar","R, W","R, W",{1}{R}{W},3.0,Legendary Creature — Dwarf Pilot,,3,3
Veteran Motorist,"R, W","R, W",{R}{W},2.0,Creature — Dwarf Pilot,Scry,3,1
Inspiring Vantage,"R, W",,,0.0,Land,,,
Firehoof Cavalry,"R, W",W,{W},1.0,Creature — Human Berserker,,1,1
Leaping Master,"R, W",R,{1}{R},2.0,Creature — Human Monk,,2,1
Highspire Mantis,"R, W","R, W",{2}{R}{W},4.0,Creature — Insect,"Flying, Trample",3,3
"Anim Pakal, Thousandth Moon","R, W","R, W",{1}{R}{W},3.0,Legendary Creature — Human Soldier,,1,2
Caparocti Sunborn,"R, W","R, W",{2}{R}{W},4.0,Legendary Creature — Human Soldier,Discover,4,4
Quintorius Kand,"R, W","R, W",{3}{R}{W},5.0,Legendary Planeswalker — Quintorius,Discover,,
"Éomer, King of Rohan","R, W","R, W",{3}{R}{W},5.0,Legendary Creature — Human Noble,Double strike,2,2
Forth Eorlingas!,"R, W","R, W",{X}{R}{W},2.0,Sorcery,,,
Oath of Eorl,"R, W","R, W",{3}{R}{W},5.0,Enchantment — Saga,,,
Riders of Rohan,"R, W","R, W",{3}{R}{W},5.0,Creature — Human Knight,Dash,4,4
Taunt from the Rampart,"R, W","R, W",{3}{R}{W},5.0,Sorcery,Goad,,
Rohirrim Chargers,"R, W","R, W",{2}{R}{W},4.0,Creature — Human Knight,Exert,4,4
Olórin's Searing Light,"R, W","R, W",{2}{R}{W},4.0,Instant,Spell mastery,,
"Éowyn, Fearless Knight","R, W","R, W",{2}{R}{W},4.0,Legendary Creature — Human Knight,Haste,3,4
"Merry, Esquire of Rohan","R, W","R, W",{R}{W},2.0,Legendary Creature — Halfling Knight,Haste,2,2
"Shadowfax, Lord of Horses","R, W","R, W",{3}{R}{W},5.0,Legendary Creature — Horse,,4,4
"Théoden, King of Rohan","R, W","R, W",{1}{R}{W},3.0,Legendary Creature — Human Noble,,2,3
Skyknight Vanguard,"R, W","R, W",{R}{W},2.0,Creature — Human Knight,Flying,1,2
Alpine Houndmaster,"R, W","R, W",{R}{W},2.0,Creature — Human Warrior,,2,2
Campus Renovation,"R, W","R, W",{3}{R}{W},5.0,Sorcery,,,
"Nahiri, Forged in Fury","R, W","R, W",{4}{R}{W},6.0,Legendary Creature — Kor Artificer,Affinity,5,4
Nahiri's Resolve,"R, W","R, W",{3}{R}{W},5.0,Enchantment,,,
"Pia Nalaar, Consul of Revival","R, W","R, W",{R}{W},2.0,Legendary Creature — Human Artificer,,2,3
"Comet, Stellar Pup","R, W","R, W",{2}{R}{W},4.0,Legendary Planeswalker — Comet,,,
Mothers Yamazaki,"R, W","R, W",{2}{R}{W},4.0,Legendary Creature — Human Samurai,"Partner, Partner with",2,2
Foundry Helix,"R, W","R, W",{1}{R}{W},3.0,Instant,,,
General Ferrous Rokiric,"R, W","R, W",{1}{R}{W},3.0,Legendary Creature — Human Soldier,"Hexproof, Hexproof from",3,1
Conduit Goblin,"R, W","R, W",{R}{W},2.0,Creature — Goblin Warrior,,2,2
"Phlage, Titan of Fire's Fury","R, W","R, W",{1}{R}{W},3.0,Legendary Creature — Elder Giant,Escape,6,6
Scurry of Gremlins,"R, W","R, W",{2}{R}{W},4.0,Enchantment,,,
"Ajani, Nacatl Pariah // Ajani, Nacatl Avenger","R, W",W,{1}{W},2.0,Legendary Creature — Cat Warrior,Transform,1,2
Legion Leadership // Legion Stronghold,"R, W","R, W",{1}{R/W},2.0,Instant,,,
Energy Bolt,"R, W","R, W",{X}{R}{W},2.0,Sorcery,,,
Reflect Damage,"R, W","R, W",{3}{R}{W},5.0,Instant,,,
"Nelly Borca, Impulsive Accuser","R, W","R, W",{2}{R}{W},4.0,Legendary Creature — Human Detective,"Goad, Vigilance",2,4
"Feather, Radiant Arbiter","R, W","R, W",{R}{W}{W},3.0,Legendary Creature — Angel,"Flying, Lifelink",4,3
Take the Bait,"R, W","R, W",{2}{R}{W},4.0,Instant,Goad,,
Needle Spires,"R, W",,,0.0,Land,,,
"Agrus Kos, Spirit of Justice","R, W","R, W",{2}{R}{W},4.0,Legendary Creature — Spirit Detective,"Double strike, Suspect, Vigilance",2,4
"Aurelia, the Law Above","R, W","R, W",{3}{R}{W},5.0,Legendary Creature — Angel,"Flying, Haste, Vigilance",4,4
Dog Walker,"R, W","R, W",{R}{W},2.0,Creature — Human Citizen,"Disguise, Vigilance",3,1
Meddling Youths,"R, W","R, W",{3}{R}{W},5.0,Creature — Human Detective,"Haste, Investigate",4,5
Warleader's Call,"R, W","R, W",{1}{R}{W},3.0,Enchantment,,,
Elegant Parlor,"R, W",,,0.0,Land — Mountain Plains,Surveil,,
