name,colorIdentity,colors,manaCost,manaValue,type,keywords,power,toughness
Skyhunter Patrol,W,W,{2}{W}{W},4.0,Creature — Cat Knight,"First strike, Flying",2,3
Skyhunter Prowler,W,W,{2}{W},3.0,Creature — Cat Knight,"Flying, Vigilance",1,3
Skyhunter Skirmisher,W,W,{1}{W}{W},3.0,Creature — Cat Knight,"Double strike, Flying",1,1
Soul Warden,W,W,{W},1.0,Creature — Human Cleric,,1,1
Spirit Link,W,W,{W},1.0,Enchantment — Aura,Enchant,,
Spirit Weaver,W,W,{1}{W},2.0,Creature — Human Wizard,,2,1
Starlight Invoker,W,W,{1}{W},2.0,Creature — Human Cleric Mutant,,1,3
Steadfast Guard,W,W,{W}{W},2.0,Creature — Human Rebel,Vigilance,2,2
Story Circle,W,W,{1}{W}{W},3.0,Enchantment,,,
Suntail Hawk,W,W,{W},1.0,Creature — Bird,Flying,1,1
Tempest of Light,W,W,{2}{W},3.0,Instant,,,
Treasure Hunter,W,W,{2}{W},3.0,Creature — Human,,2,2
True Believer,W,W,{W}{W},2.0,Creature — Human Cleric,,2,2
Tundra Wolves,W,W,{W},1.0,Creature — Wolf,First strike,1,1
Venerable Monk,W,W,{2}{W},3.0,Creature — Human Monk Cleric,,2,2
Voice of All,W,W,{2}{W}{W},4.0,Creature — Angel,Flying,2,2
Wall of Swords,W,W,{3}{W},4.0,Creature — Wall,"Defender, Flying",3,5
Warrior's Honor,W,W,{2}{W},3.0,Instant,,,
Wild Griffin,W,W,{2}{W},3.0,Creature — Griffin,Flying,2,2
Windborn Muse,W,W,{3}{W},4.0,Creature — Spirit,Flying,2,3
Wrath of God,W,W,{2}{W}{W},4.0,Sorcery,,,
Youthful Knight,W,W,{1}{W},2.0,Creature — Human Knight,First strike,2,1
Forbidding Watchtower,W,,,0.0,Land,,,
Plains,W,,,0.0,Basic Land — Plains,,,
Animate Wall,W,W,{W},1.0,Enchantment — Aura,Enchant,,
Armageddon,W,W,{3}{W},4.0,Sorcery,,,
Balance,W,W,{1}{W},2.0,Sorcery,,,
Benalish Hero,W,W,{W},1.0,Creature — Human Soldier,Banding,1,1
Black Ward,W,W,{W},1.0,Enchantment — Aura,Enchant,,
Blaze of Glory,W,W,{W},1.0,Instant,,,
Blessing,W,W,{W}{W},2.0,Enchantment — Aura,Enchant,,
Blue Ward,W,W,{W},1.0,Enchantment — Aura,Enchant,,
Castle,W,W,{3}{W},4.0,Enchantment,,,
Circle of Protection: Black,W,W,{1}{W},2.0,Enchantment,,,
Circle of Protection: Blue,W,W,{1}{W},2.0,Enchantment,,,
Circle of Protection: Green,W,W,{1}{W},2.0,Enchantment,,,
Circle of Protection: Red,W,W,{1}{W},2.0,Enchantment,,,
Circle of Protection: White,W,W,{1}{W},2.0,Enchantment,,,
Consecrate Land,W,W,{W},1.0,Enchantment — Aura,Enchant,,
Conversion,W,W,{2}{W}{W},4.0,Enchantment,,,
Crusade,W,W,{W}{W},2.0,Enchantment,,,
Death Ward,W,W,{W},1.0,Instant,,,
Disenchant,W,W,{1}{W},2.0,Instant,,,
Farmstead,W,W,{W}{W}{W},3.0,Enchantment — Aura,Enchant,,
Green Ward,W,W,{W},1.0,Enchantment — Aura,Enchant,,
Guardian Angel,W,W,{X}{W},1.0,Instant,,,
Healing Salve,W,W,{W},1.0,Instant,,,
Holy Armor,W,W,{W},1.0,Enchantment — Aura,Enchant,,
Island Sanctuary,W,W,{1}{W},2.0,Enchantment,,,
Karma,W,W,{2}{W}{W},4.0,Enchantment,,,
Lance,W,W,{W},1.0,Enchantment — Aura,Enchant,,
Mesa Pegasus,W,W,{1}{W},2.0,Creature — Pegasus,"Banding, Flying",1,1
Northern Paladin,W,W,{2}{W}{W},4.0,Creature — Human Knight,,3,3
Pearled Unicorn,W,W,{2}{W},3.0,Creature — Unicorn,,2,2
Personal Incarnation,W,W,{3}{W}{W}{W},6.0,Creature — Avatar Incarnation,,6,6
Purelace,W,W,{W},1.0,Instant,,,
Red Ward,W,W,{W},1.0,Enchantment — Aura,Enchant,,
Resurrection,W,W,{2}{W}{W},4.0,Sorcery,,,
Reverse Damage,W,W,{1}{W}{W},3.0,Instant,,,
Savannah Lions,W,W,{W},1.0,Creature — Cat,,2,1
Swords to Plowshares,W,W,{W},1.0,Instant,,,
Veteran Bodyguard,W,W,{3}{W}{W},5.0,Creature — Human,,2,5
White Knight,W,W,{W}{W},2.0,Creature — Human Knight,"First strike, Protection",2,2
White Ward,W,W,{W},1.0,Enchantment — Aura,Enchant,,
Mox Pearl,W,,{0},0.0,Artifact,,,
Abzan Falconer,W,W,{2}{W},3.0,Creature — Human Soldier,Outlast,2,3
Ainok Bond-Kin,W,W,{1}{W},2.0,Creature — Dog Soldier,Outlast,2,1
Anointer of Valor,W,W,{5}{W},6.0,Creature — Angel,Flying,3,5
Battlefield Promotion,W,W,{1}{W},2.0,Instant,,,
Divine Visitation,W,W,{3}{W}{W},5.0,Enchantment,,,
Doomed Traveler,W,W,{W},1.0,Creature — Human Soldier,,1,1
Flickerwisp,W,W,{1}{W}{W},3.0,Creature — Elemental,Flying,3,1
Gods Willing,W,W,{W},1.0,Instant,Scry,,
Hyena Umbra,W,W,{W},1.0,Enchantment — Aura,"Enchant, Umbra armor",,
Knightly Valor,W,W,{4}{W},5.0,Enchantment — Aura,Enchant,,
Last Breath,W,W,{1}{W},2.0,Instant,,,
Leonin Arbiter,W,W,{1}{W},2.0,Creature — Cat Cleric,,2,2
Mentor of the Meek,W,W,{2}{W},3.0,Creature — Human Soldier,,2,2
"Mikaeus, the Lunarch",W,W,{X}{W},1.0,Legendary Creature — Human Cleric,,0,0
Militia Bugler,W,W,{2}{W},3.0,Creature — Human Soldier,Vigilance,2,3
Monastery Mentor,W,W,{2}{W},3.0,Creature — Human Monk,Prowess,2,2
Myth Realized,W,W,{W},1.0,Enchantment,,,
Path to Exile,W,W,{W},1.0,Instant,,,
Relief Captain,W,W,{2}{W}{W},4.0,Creature — Kor Knight Ally,Support,3,2
Restoration Angel,W,W,{3}{W},4.0,Creature — Angel,"Flash, Flying",3,4
Reveillark,W,W,{4}{W},5.0,Creature — Elemental,"Evoke, Flying",4,3
Scale Blessing,W,W,{3}{W},4.0,Instant,Bolster,,
Seeker of the Way,W,W,{1}{W},2.0,Creature — Human Warrior,Prowess,2,2
Sensor Splicer,W,W,{4}{W},5.0,Creature — Phyrexian Artificer,,1,1
Settle Beyond Reality,W,W,{4}{W},5.0,Sorcery,,,
Smothering Tithe,W,W,{3}{W},4.0,Enchantment,Treasure,,
Teferi's Protection,W,W,{2}{W},3.0,Instant,,,
Wall of Omens,W,W,{1}{W},2.0,Creature — Wall,Defender,0,4
Weathered Wayfarer,W,W,{W},1.0,Creature — Human Nomad Cleric,,1,1
Wingsteed Rider,W,W,{1}{W}{W},3.0,Creature — Human Knight,"Flying, Heroic",2,2
Alabaster Mage,W,W,{1}{W},2.0,Creature — Human Wizard,,2,1
Ancestral Blade,W,W,{1}{W},2.0,Artifact — Equipment,Equip,,
Angel of the Dawn,W,W,{4}{W},5.0,Creature — Angel,Flying,3,3
Archangel of Thune,W,W,{3}{W}{W},5.0,Creature — Angel,"Flying, Lifelink",3,4
Auriok Salvagers,W,W,{3}{W},4.0,Creature — Human Soldier,,2,4
Austere Command,W,W,{4}{W}{W},6.0,Sorcery,,,
"Avacyn, Angel of Hope",W,W,{5}{W}{W}{W},8.0,Legendary Creature — Angel,"Flying, Indestructible, Vigilance",8,8
Blade Splicer,W,W,{2}{W},3.0,Creature — Phyrexian Human Artificer,,1,1
Boon Reflection,W,W,{4}{W},5.0,Enchantment,,,
Council's Judgment,W,W,{1}{W}{W},3.0,Sorcery,Will of the council,,
Crib Swap,W,W,{2}{W},3.0,Kindred Instant — Shapeshifter,Changeling,,
Crusader of Odric,W,W,{2}{W},3.0,Creature — Human Soldier,,*,*
Ethersworn Canonist,W,W,{1}{W},2.0,Artifact Creature — Human Cleric,,2,2
Fencing Ace,W,W,{1}{W},2.0,Creature — Human Soldier,Double strike,1,1
Fortify,W,W,{2}{W},3.0,Instant,,,
Glint-Sleeve Artisan,W,W,{2}{W},3.0,Creature — Dwarf Artificer,Fabricate,2,2
"Kemba, Kha Regent",W,W,{1}{W}{W},3.0,Legendary Creature — Cat Cleric,,2,4
Land Tax,W,W,{W},1.0,Enchantment,,,
Leonin Abunas,W,W,{3}{W},4.0,Creature — Cat Cleric,,2,5
Master Splicer,W,W,{3}{W},4.0,Creature — Phyrexian Human Artificer,,1,1
Myrsmith,W,W,{1}{W},2.0,Creature — Human Artificer,,2,1
Open the Vaults,W,W,{4}{W}{W},6.0,Sorcery,,,
Puresteel Paladin,W,W,{W}{W},2.0,Creature — Human Knight,Metalcraft,2,2
Remember the Fallen,W,W,{2}{W},3.0,Sorcery,,,
Revoke Existence,W,W,{1}{W},2.0,Sorcery,,,
Sanctum Gargoyle,W,W,{3}{W},4.0,Artifact Creature — Gargoyle,Flying,2,3
Sanctum Spirit,W,W,{3}{W},4.0,Creature — Spirit,Lifelink,3,2
Stoneforge Mystic,W,W,{1}{W},2.0,Creature — Kor Artificer,,1,2
Stonehewer Giant,W,W,{3}{W}{W},5.0,Creature — Giant Warrior,Vigilance,4,4
Strength of Arms,W,W,{W},1.0,Instant,,,
Tempered Steel,W,W,{1}{W}{W},3.0,Enchantment,,,
Thraben Inspector,W,W,{W},1.0,Creature — Human Soldier,Investigate,1,2
Topple the Statue,W,W,{2}{W},3.0,Instant,,,
Valor in Akros,W,W,{3}{W},4.0,Enchantment,,,
Valorous Stance,W,W,{1}{W},2.0,Instant,,,
Eye for an Eye,W,W,{W}{W},2.0,Instant,,,
Reverse Polarity,W,W,{W}{W},2.0,Instant,,,
And They Shall Know No Fear,W,W,{1}{W},2.0,Instant,,,
"Celestine, the Living Saint",W,W,{4}{W},5.0,Legendary Creature — Human Warrior,"Flying, Healing Tears, Lifelink",3,4
Defenders of Humanity,W,W,{X}{2}{W},3.0,Enchantment,,,
For the Emperor!,W,W,{3}{W},4.0,Sorcery,,,
Grey Knight Paragon,W,W,{4}{W},5.0,Creature — Astartes Knight,"Flash, Rites of Banishment",4,4
Space Marine Devastator,W,W,{3}{W},4.0,Creature — Astartes Warrior,"Grav-cannon, Squad",3,3
Space Marine Scout,W,W,{2}{W},3.0,Creature — Astartes Scout,"Concealed Position, First strike, Vigilance",2,1
Thunderwolf Cavalry,W,W,{4}{W},5.0,Creature — Astartes Warrior,"Crushing Teeth, First strike",4,4
Triumph of Saint Katherine,W,W,{4}{W},5.0,Creature — Human Warrior,"Lifelink, Miracle, Praesidium Protectiva",5,5
Ultramarines Honour Guard,W,W,{3}{W},4.0,Creature — Astartes Warrior,Squad,2,2
Vexilus Praetor,W,W,{3}{W},4.0,Creature — Custodes Warrior,"Aegis of the Emperor, Flash, Vigilance",3,4
Zephyrim,W,W,{3}{W},4.0,Creature — Human Warrior,"Flying, Miracle, Squad, Vigilance",3,3
Bastion Protector,W,W,{2}{W},3.0,Creature — Human Soldier,,3,3
Collective Effort,W,W,{1}{W}{W},3.0,Sorcery,Escalate,,
Deploy to the Front,W,W,{5}{W}{W},7.0,Sorcery,,,
Entrapment Maneuver,W,W,{3}{W},4.0,Instant,,,
Fell the Mighty,W,W,{4}{W},5.0,Sorcery,,,
Hour of Reckoning,W,W,{4}{W}{W}{W},7.0,Sorcery,Convoke,,
Launch the Fleet,W,W,{W},1.0,Sorcery,Strive,,
Martial Coup,W,W,{X}{W}{W},2.0,Sorcery,,,
Memorial to Glory,W,,,0.0,Land,,,
Alabaster Potion,W,W,{X}{W}{W},2.0,Instant,,,
Amrou Kithkin,W,W,{W}{W},2.0,Creature — Kithkin,,1,1
Angry Mob,W,W,{2}{W}{W},4.0,Creature — Human,Trample,2+*,2+*
Brainwash,W,W,{W},1.0,Enchantment — Aura,Enchant,,
Circle of Protection: Artifacts,W,W,{1}{W},2.0,Enchantment,,,
Divine Transformation,W,W,{2}{W}{W},4.0,Enchantment — Aura,Enchant,,
Elder Land Wurm,W,W,{4}{W}{W}{W},7.0,Creature — Dragon Wurm,"Defender, Trample",5,5
Fortified Area,W,W,{1}{W}{W},3.0,Enchantment,,,
Kismet,W,W,{3}{W},4.0,Enchantment,,,
Morale,W,W,{1}{W}{W},3.0,Instant,,,
Osai Vultures,W,W,{1}{W},2.0,Creature — Bird,Flying,1,1
Piety,W,W,{2}{W},3.0,Instant,,,
Pikemen,W,W,{1}{W},2.0,Creature — Human Soldier,"Banding, First strike",1,1
Seeker,W,W,{2}{W}{W},4.0,Enchantment — Aura,Enchant,,
Visions,W,W,{W},1.0,Sorcery,,,
White Mana Battery,W,,{4},4.0,Artifact,,,
Abuna's Chant,W,W,{3}{W},4.0,Instant,Entwine,,
Armed Response,W,W,{2}{W},3.0,Instant,,,
Auriok Champion,W,W,{W}{W},2.0,Creature — Human Cleric,Protection,1,1
Auriok Windwalker,W,W,{3}{W},4.0,Creature — Human Wizard,Flying,2,3
Leonin Squire,W,W,{1}{W},2.0,Creature — Cat Soldier,,2,2
Loxodon Anchorite,W,W,{2}{W}{W},4.0,Creature — Elephant Cleric,,2,3
Loxodon Stalwart,W,W,{3}{W}{W},5.0,Creature — Elephant Soldier,Vigilance,3,3
Raksha Golden Cub,W,W,{5}{W}{W},7.0,Legendary Creature — Cat Soldier,Vigilance,3,4
Retaliate,W,W,{2}{W}{W},4.0,Instant,,,
Roar of Reclamation,W,W,{5}{W}{W},7.0,Sorcery,,,
Stand Firm,W,W,{W},1.0,Instant,Scry,,
Stasis Cocoon,W,W,{1}{W},2.0,Enchantment — Aura,Enchant,,
Steelshaper's Gift,W,W,{W},1.0,Sorcery,,,
Vanquish,W,W,{2}{W},3.0,Instant,,,
Healer's Headdress,W,,{2},2.0,Artifact — Equipment,Equip,,
Abbey Gargoyles,W,W,{2}{W}{W}{W},5.0,Creature — Gargoyle,"Flying, Protection",3,4
Akron Legionnaire,W,W,{6}{W}{W},8.0,Creature — Giant Soldier,,8,4
Armor of Faith,W,W,{W},1.0,Enchantment — Aura,Enchant,,
Aysen Bureaucrats,W,W,{1}{W},2.0,Creature — Human Advisor,,1,1
Blessed Wine,W,W,{1}{W},2.0,Instant,,,
Blinking Spirit,W,W,{3}{W},4.0,Creature — Spirit,,2,2
Caribou Range,W,W,{2}{W}{W},4.0,Enchantment — Aura,Enchant,,
D'Avenant Archer,W,W,{2}{W},3.0,Creature — Human Soldier Archer,,1,2
Death Speakers,W,W,{W},1.0,Creature — Human Cleric,Protection,1,1
Divine Offering,W,W,{1}{W},2.0,Instant,,,
Dust to Dust,W,W,{1}{W}{W},3.0,Sorcery,,,
Greater Realm of Preservation,W,W,{1}{W},2.0,Enchantment,,,
Heal,W,W,{W},1.0,Instant,,,
Hipparion,W,W,{1}{W},2.0,Creature — Horse,,1,3
Icatian Phalanx,W,W,{4}{W},5.0,Creature — Human Soldier,Banding,2,4
Icatian Scout,W,W,{W},1.0,Creature — Human Soldier Scout,,1,1
Icatian Town,W,W,{5}{W},6.0,Sorcery,,,
Ivory Guardians,W,W,{4}{W}{W},6.0,Creature — Giant Cleric,Protection,3,3
Justice,W,W,{2}{W}{W},4.0,Enchantment,,,
Kjeldoran Skycaptain,W,W,{4}{W},5.0,Creature — Human Soldier,"Banding, First strike, Flying",2,2
Mesa Falcon,W,W,{1}{W},2.0,Creature — Bird,Flying,1,1
Order of the Sacred Torch,W,W,{1}{W}{W},3.0,Creature — Human Knight,,2,2
Order of the White Shield,W,W,{W}{W},2.0,Creature — Human Knight,Protection,2,1
Prismatic Ward,W,W,{1}{W},2.0,Enchantment — Aura,Enchant,,
Repentant Blacksmith,W,W,{1}{W},2.0,Creature — Human,Protection,1,2
Sacred Boon,W,W,{1}{W},2.0,Instant,,,
Seraph,W,W,{6}{W},7.0,Creature — Angel,Flying,4,4
Serra Bestiary,W,W,{W}{W},2.0,Enchantment — Aura,Enchant,,
Serra Paladin,W,W,{2}{W}{W},4.0,Creature — Human Knight,,2,2
Shield Bearer,W,W,{1}{W},2.0,Creature — Human Soldier,Banding,0,3
Shield Wall,W,W,{1}{W},2.0,Instant,,,
Truce,W,W,{2}{W},3.0,Instant,,,
Icatian Store,W,,,0.0,Land,,,
Ruins of Trokair,W,,,0.0,Land,,,
Archangel,W,W,{5}{W}{W},7.0,Creature — Angel,"Flying, Vigilance",5,5
Ardent Militia,W,W,{4}{W},5.0,Creature — Human Soldier,Vigilance,2,5
Armored Pegasus,W,W,{1}{W},2.0,Creature — Pegasus,Flying,1,2
Celestial Dawn,W,W,{1}{W}{W},3.0,Enchantment,,,
Daraja Griffin,W,W,{3}{W},4.0,Creature — Griffin,Flying,2,2
Ekundu Griffin,W,W,{3}{W},4.0,Creature — Griffin,"First strike, Flying",2,2
Enlightened Tutor,W,W,{W},1.0,Instant,,,
Ethereal Champion,W,W,{2}{W}{W}{W},5.0,Creature — Avatar,,3,4
Exile,W,W,{2}{W},3.0,Instant,,,
Heavy Ballista,W,W,{3}{W},4.0,Creature — Human Soldier,,2,3
Hero's Resolve,W,W,{1}{W},2.0,Enchantment — Aura,Enchant,,
Infantry Veteran,W,W,{W},1.0,Creature — Human Soldier,,1,1
Light of Day,W,W,{3}{W},4.0,Enchantment,,,
Longbow Archer,W,W,{W}{W},2.0,Creature — Human Soldier Archer,"First strike, Reach",2,2
Pearl Dragon,W,W,{4}{W}{W},6.0,Creature — Dragon,Flying,4,4
Regal Unicorn,W,W,{2}{W},3.0,Creature — Unicorn,,2,3
Remedy,W,W,{1}{W},2.0,Instant,,,
Reprisal,W,W,{1}{W},2.0,Instant,,,
Resistance Fighter,W,W,{W},1.0,Creature — Human Soldier,,1,1
Serenity,W,W,{1}{W},2.0,Enchantment,,,
Serra's Blessing,W,W,{1}{W},2.0,Enchantment,,,
Standing Troops,W,W,{2}{W},3.0,Creature — Human Soldier,Vigilance,1,4
Staunch Defenders,W,W,{3}{W}{W},5.0,Creature — Human Soldier,,3,4
Sunweb,W,W,{3}{W},4.0,Creature — Wall,"Defender, Flying",5,6
Tariff,W,W,{1}{W},2.0,Sorcery,,,
Unyaro Griffin,W,W,{3}{W},4.0,Creature — Griffin,Flying,2,2
Warmth,W,W,{1}{W},2.0,Enchantment,,,
Marble Diamond,W,,{2},2.0,Artifact,,,
Angelic Page,W,W,{1}{W},2.0,Creature — Angel Spirit,Flying,1,1
Blessed Reversal,W,W,{1}{W},2.0,Instant,,,
Breath of Life,W,W,{3}{W},4.0,Sorcery,,,
Cloudchaser Eagle,W,W,{3}{W},4.0,Creature — Bird,Flying,2,2
Crossbow Infantry,W,W,{1}{W},2.0,Creature — Human Soldier Archer,,1,1
Eager Cadet,W,W,{W},1.0,Creature — Human Soldier,,1,1
Elite Archers,W,W,{5}{W},6.0,Creature — Human Soldier Archer,,3,3
Gerrard's Wisdom,W,W,{2}{W}{W},4.0,Sorcery,,,
Intrepid Hero,W,W,{2}{W},3.0,Creature — Human Soldier,,1,1
Knight Errant,W,W,{1}{W},2.0,Creature — Human Knight,,2,2
Knighthood,W,W,{2}{W},3.0,Enchantment,,,
Master Healer,W,W,{4}{W},5.0,Creature — Human Cleric,,1,4
Purify,W,W,{3}{W}{W},5.0,Sorcery,,,
Razorfoot Griffin,W,W,{3}{W},4.0,Creature — Griffin,"First strike, Flying",2,2
Rolling Stones,W,W,{1}{W},2.0,Enchantment,,,
Sacred Ground,W,W,{1}{W},2.0,Enchantment,,,
Sacred Nectar,W,W,{1}{W},2.0,Sorcery,,,
Sanctimony,W,W,{1}{W},2.0,Enchantment,,,
Seasoned Marshal,W,W,{2}{W}{W},4.0,Creature — Human Soldier,,2,2
Serra Advocate,W,W,{3}{W},4.0,Creature — Angel,Flying,2,2
Skyshroud Falcon,W,W,{1}{W},2.0,Creature — Bird,"Flying, Vigilance",1,1
Southern Paladin,W,W,{2}{W}{W},4.0,Creature — Human Knight,,3,3
Starlight,W,W,{1}{W},2.0,Sorcery,,,
Sustainer of the Realm,W,W,{2}{W}{W},4.0,Creature — Angel,Flying,2,3
Vengeance,W,W,{3}{W},4.0,Sorcery,,,
Worship,W,W,{3}{W},4.0,Enchantment,,,
Avatar of Hope,W,W,{6}{W}{W},8.0,Creature — Avatar,Flying,4,9
Aven Flock,W,W,{4}{W},5.0,Creature — Bird Soldier,Flying,2,3
Blinding Angel,W,W,{3}{W}{W},5.0,Creature — Angel,Flying,2,4
Chastise,W,W,{3}{W},4.0,Instant,,,
Diving Griffin,W,W,{1}{W}{W},3.0,Creature — Griffin,"Flying, Vigilance",2,2
Elite Javelineer,W,W,{2}{W},3.0,Creature — Human Soldier,,2,2
Glory Seeker,W,W,{1}{W},2.0,Creature — Human Soldier,,2,2
Ivory Mask,W,W,{2}{W}{W},4.0,Enchantment,,,
Master Decoy,W,W,{1}{W},2.0,Creature — Human Soldier,,1,2
Noble Purpose,W,W,{3}{W}{W},5.0,Enchantment,,,
Oracle's Attendants,W,W,{3}{W},4.0,Creature — Human Soldier,,1,5
Peach Garden Oath,W,W,{W},1.0,Sorcery,,,
Rain of Blades,W,W,{W},1.0,Instant,,,
Redeem,W,W,{1}{W},2.0,Instant,,,
Solidarity,W,W,{3}{W},4.0,Instant,,,
Sword Dancer,W,W,{1}{W},2.0,Creature — Human Rebel,,1,2
Blessed Orator,W,W,{3}{W},4.0,Creature — Human Cleric,,1,4
Foot Soldiers,W,W,{3}{W},4.0,Creature — Human Soldier,,2,4
Gift of Estates,W,W,{1}{W},2.0,Sorcery,,,
Inspirit,W,W,{2}{W},3.0,Instant,,,
Kami of Old Stone,W,W,{3}{W},4.0,Creature — Spirit,,1,7
Leonin Skyhunter,W,W,{W}{W},2.0,Creature — Cat Knight,Flying,2,2
Marble Titan,W,W,{3}{W},4.0,Creature — Giant,,3,3
Mending Hands,W,W,{W},1.0,Instant,,,
Peace of Mind,W,W,{1}{W},2.0,Enchantment,,,
Pegasus Charger,W,W,{2}{W},3.0,Creature — Pegasus,"First strike, Flying",2,1
Sanctum Guardian,W,W,{1}{W}{W},3.0,Creature — Human Cleric,,1,4
Veteran Cavalier,W,W,{W}{W},2.0,Creature — Human Knight,Vigilance,2,2
Zealous Inquisitor,W,W,{2}{W},3.0,Creature — Human Cleric,,2,2
Act of Heroism,W,W,{1}{W},2.0,Instant,,,
"Akroma, Angel of Wrath",W,W,{5}{W}{W}{W},8.0,Legendary Creature — Angel,"First strike, Flying, Haste, Protection, Trample, Vigilance",6,6
Akroma's Vengeance,W,W,{4}{W}{W},6.0,Sorcery,Cycling,,
Auramancer,W,W,{2}{W},3.0,Creature — Human Wizard,,2,2
Cloudshift,W,W,{W},1.0,Instant,,,
Congregate,W,W,{3}{W},4.0,Instant,,,
"Darien, King of Kjeldor",W,W,{4}{W}{W},6.0,Legendary Creature — Human Soldier,,3,3
Dauntless Cathar,W,W,{2}{W},3.0,Creature — Human Soldier,,3,2
Decree of Justice,W,W,{X}{X}{2}{W}{W},4.0,Sorcery,Cycling,,
Fiend Hunter,W,W,{1}{W}{W},3.0,Creature — Human Cleric,,1,3
Geist of the Moors,W,W,{1}{W}{W},3.0,Creature — Spirit,Flying,3,1
Griffin Protector,W,W,{3}{W},4.0,Creature — Griffin,Flying,2,3
Karona's Zealot,W,W,{4}{W},5.0,Creature — Human Cleric,Morph,2,5
"Kongming, ""Sleeping Dragon""",W,W,{2}{W}{W},4.0,Legendary Creature — Human Advisor,,2,2
Kor Firewalker,W,W,{W}{W},2.0,Creature — Kor Soldier,Protection,2,2
Luminarch Ascension,W,W,{1}{W},2.0,Enchantment,,,
Lunarch Mantle,W,W,{1}{W},2.0,Enchantment — Aura,Enchant,,
Noble Templar,W,W,{5}{W},6.0,Creature — Human Cleric Soldier,"Cycling, Plainscycling, Vigilance",3,6
Nyx-Fleece Ram,W,W,{1}{W},2.0,Enchantment Creature — Sheep,,0,5
Ordeal of Heliod,W,W,{1}{W},2.0,Enchantment — Aura,Enchant,,
Path of Peace,W,W,{3}{W},4.0,Sorcery,,,
Promise of Bunrei,W,W,{2}{W},3.0,Enchantment,,,
Renewed Faith,W,W,{2}{W},3.0,Instant,Cycling,,
Rest in Peace,W,W,{1}{W},2.0,Enchantment,,,
Squadron Hawk,W,W,{1}{W},2.0,Creature — Bird,Flying,1,1
"Thalia, Guardian of Thraben",W,W,{1}{W},2.0,Legendary Creature — Human Soldier,First strike,2,1
Urbis Protector,W,W,{4}{W}{W},6.0,Creature — Human Cleric,,1,1
Whitemane Lion,W,W,{1}{W},2.0,Creature — Cat,Flash,2,2
"Caduceus, Staff of Hermes",W,W,{2}{W},3.0,Legendary Artifact — Equipment,Equip,,
Distract the Guards,W,W,{1}{W}{W},3.0,Sorcery,Freerunning,,
Fall of the First Civilization,W,W,{2}{W},3.0,Enchantment — Saga,,,
