name,colorIdentity,colors,manaCost,manaValue,type,keywords,power,toughness
Roofstalker Wight,"B, U",B,{1}{B},2.0,Creature — Zombie,,2,1
Dimir Guildmage,"B, U","B, U",{U/B}{U/B},2.0,Creature — Human Wizard,,2,2
Discovery // Dispersal,"B, U","U, B",{1}{U/B},7.0,Sorcery,Surveil,,
Thief of Sanity,"B, U","B, U",{1}{U}{B},3.0,Creature — Specter,Flying,2,2
Whisper Agent,"B, U","B, U",{1}{U/B}{U/B},3.0,Creature — Human Rogue,"Flash, Surveil",3,2
Watery Grave,"B, U",,,0.0,Land — Island Swamp,,,
"Szadek, Lord of Secrets","B, U","B, U",{3}{U}{U}{B}{B},7.0,Legendary Creature — Vampire,"Flying, Mill",5,5
"Wrexial, the Risen Deep","B, U","B, U",{3}{U}{U}{B},6.0,Legendary Creature — Kraken,"Islandwalk, Landwalk, Swampwalk",5,8
"Zyym, Mesmeric Lord","B, U","B, U",{1}{U}{B}{B},4.0,Legendary Creature — Vampire Wizard,"Deathtouch, Flying",3,4
Domesticated Watercourse,"B, U",,,0.0,Land,,,
Hibernation Sliver,"B, U","B, U",{U}{B},2.0,Creature — Sliver,,2,2
Araumi of the Dead Tide,"B, U","B, U",{1}{U}{B},3.0,Legendary Creature — Merfolk Wizard,,1,4
"Nymris, Oona's Trickster","B, U","B, U",{3}{U}{B},5.0,Legendary Creature — Faerie Knight,"Flash, Flying",1,6
Shipwreck Singer,"B, U","B, U",{U}{B},2.0,Creature — Siren,Flying,1,2
Dimir Doppelganger,"B, U","B, U",{1}{U}{B},3.0,Creature — Shapeshifter,,0,2
Countersquall,"B, U","B, U",{U}{B},2.0,Instant,,,
Vectis Agents,"B, U","B, U",{3}{U}{B},5.0,Artifact Creature — Human Rogue,,4,3
Zombie Outlander,"B, U","B, U",{U}{B},2.0,Creature — Zombie Scout,Protection,2,2
Krovikan Whispers,"B, U",U,{3}{U},4.0,Enchantment — Aura,"Cumulative upkeep, Enchant",,
Blizzard Specter,"B, U","B, U",{2}{U}{B},4.0,Snow Creature — Specter,Flying,2,3
Frost Marsh,"B, U",,,0.0,Snow Land,,,
Kallist Rhoka,"B, U","B, U",{3}{U}{B},5.0,Legendary Creature — Human Wizard,"Deathtouch, Prowess",2,2
The Milling Runner,"B, U","B, U",{U/B}{U/B}{U/B},0.0,Legendary Creature — Cat Gamer,"Islandwalk, Landwalk, Mill, Swampwalk",1,2
Riven Turnbull and Princess Lucrezia,"B, U","B, U",{5}{U}{B},7.0,Legendary Creature — Human Advisor Wizard,,10,11
Takesies // Backsies,"B, U",U,{2}{U},4.0,Instant,Fuse,,
Bladestitched Skaab,"B, U","B, U",{U}{B},2.0,Creature — Zombie Soldier,,2,3
Corpse Cobble,"B, U","B, U",{U}{B},2.0,Instant,Flashback,,
"Ludevic, Necrogenius // Olag, Ludevic's Hubris","B, U","B, U",{U}{B},2.0,Legendary Creature — Human Wizard,"Mill, Transform",2,3
Siphon Insight,"B, U","B, U",{U}{B},2.0,Instant,Flashback,,
Shipwreck Marsh,"B, U",,,0.0,Land,,,
"Toxrill, the Corrosive","B, U",B,{5}{B}{B},7.0,Legendary Creature — Slug Horror,,7,7
"Runo Stromkirk // Krothuss, Lord of the Deep","B, U","B, U",{1}{U}{B},3.0,Legendary Creature — Vampire Cleric,"Flying, Transform",1,4
Skull Skaab,"B, U","B, U",{U}{B},2.0,Creature — Zombie,Exploit,2,2
Dimir Cutpurse,"B, U","B, U",{1}{U}{B},3.0,Creature — Spirit,,2,2
Moroii,"B, U","B, U",{2}{U}{B},4.0,Creature — Vampire,Flying,4,4
Recoil,"B, U","B, U",{1}{U}{B},3.0,Instant,,,
Undermine,"B, U","B, U",{U}{U}{B},3.0,Instant,,,
Spite // Malice,"B, U",U,{3}{U},8.0,Instant,,,
Diregraf Captain,"B, U","B, U",{1}{U}{B},3.0,Creature — Zombie Soldier,Deathtouch,2,2
Haunter of Nightveil,"B, U","B, U",{3}{U}{B},5.0,Creature — Spirit,,3,4
"Mirko Vosk, Mind Drinker","B, U","B, U",{3}{U}{B},5.0,Legendary Creature — Vampire,Flying,2,4
Pilfered Plans,"B, U","B, U",{1}{U}{B},3.0,Sorcery,Mill,,
Reap Intellect,"B, U","B, U",{X}{2}{U}{B},4.0,Sorcery,,,
Warped Physique,"B, U","B, U",{U}{B},2.0,Instant,,,
Woodlot Crawler,"B, U","B, U",{U}{B},2.0,Creature — Insect,"Forestwalk, Protection",2,1
Far // Away,"B, U",U,{1}{U},5.0,Instant,Fuse,,
Dimir Cluestone,"B, U",,{3},3.0,Artifact,,,
Reap the Seagraf,"B, U",B,{2}{B},3.0,Sorcery,Flashback,,
"Ramirez DePietro, Pillager","B, U","B, U",{2}{U}{B},4.0,Legendary Creature — Human Pirate,Treasure,4,3
"Ramses, Assassin Lord","B, U","B, U",{2}{U}{B},4.0,Legendary Creature — Human Assassin,Deathtouch,4,4
"Sivitri, Dragon Master","B, U","B, U",{2}{U}{B},4.0,Legendary Planeswalker — Sivitri,,,
Phyrexian Espionage,"B, U",U,{2}{U},3.0,Sorcery,Kicker,,
Rona's Vortex,"B, U",U,{U},1.0,Instant,Kicker,,
Monstrous War-Leech,"B, U",B,{3}{B},4.0,Creature — Leech Horror,"Kicker, Mill",*,*
Tribute to Urborg,"B, U",B,{1}{B},2.0,Instant,Kicker,,
Ertai Resurrected,"B, U","B, U",{2}{U}{B},4.0,Legendary Creature — Phyrexian Human Wizard,Flash,3,2
"Rona, Sheoldred's Faithful","B, U","B, U",{1}{U}{B}{B},4.0,Legendary Creature — Human Wizard,,3,4
"Vohar, Vodalian Desecrator","B, U","B, U",{U}{B},2.0,Legendary Creature — Phyrexian Merfolk Wizard,,1,2
Contaminated Aquifer,"B, U",,,0.0,Land — Island Swamp,,,
"Rona, Disciple of Gix","B, U","B, U",{1}{U}{B},3.0,Legendary Creature — Human Artificer,,2,2
Drowned,"B, U",U,{1}{U},2.0,Creature — Zombie,,1,1
Phenomenon Investigators,"B, U","B, U",{2}{U}{B},4.0,Creature — Human Detective,,3,4
Fear of Infinity,"B, U","B, U",{1}{U}{B},3.0,Enchantment Creature — Nightmare,"Eerie, Flying, Lifelink",2,2
"Kaito, Bane of Nightmares","B, U","B, U",{2}{U}{B},4.0,Legendary Planeswalker — Kaito,"Ninjutsu, Surveil",,
"Nashi, Searcher in the Dark","B, U","B, U",{U}{B},2.0,Legendary Creature — Rat Ninja Wizard,"Menace, Mill",2,2
Skullsnap Nuisance,"B, U","B, U",{U}{B},2.0,Creature — Insect Skeleton,"Eerie, Flying, Surveil",1,4
Gloomlake Verge,"B, U",,,0.0,Land,,,
Murky Sewer,"B, U",,,0.0,Land,,,
Necromaster Dragon,"B, U","B, U",{3}{U}{B},5.0,Creature — Dragon,"Flying, Mill",4,4
Ruthless Deathfang,"B, U","B, U",{4}{U}{B},6.0,Creature — Dragon,Flying,4,4
Silumgar Monument,"B, U",,{3},3.0,Artifact,,,
Soul Ransom,"B, U","B, U",{2}{U}{B},4.0,Enchantment — Aura,Enchant,,
Drowned Catacomb,"B, U",,,0.0,Land,,,
Lochmere Serpent,"B, U","B, U",{4}{U}{B},6.0,Creature — Serpent,Flash,7,7
Covetous Urge,"B, U","B, U",{U/B}{U/B}{U/B}{U/B},4.0,Sorcery,,,
Gisa and Geralf,"B, U","B, U",{2}{U}{B},4.0,Legendary Creature — Human Wizard,Mill,4,4
Lobotomy,"B, U","B, U",{2}{U}{B},4.0,Sorcery,,,
Dimir Charm,"B, U","B, U",{U}{B},2.0,Instant,,,
Dreadwing Scavenger,"B, U","B, U",{1}{U}{B},3.0,Creature — Nightmare Bird,"Flying, Threshold",2,2
Mystical Teachings,"B, U",U,{3}{U},4.0,Instant,Flashback,,
"Etrata, the Silencer","B, U","B, U",{2}{U}{B},4.0,Legendary Creature — Vampire Assassin,,3,5
Call of the Nightwing,"B, U","B, U",{2}{U}{B},4.0,Sorcery,Cipher,,
"Circu, Dimir Lobotomist","B, U","B, U",{2}{U}{B},4.0,Legendary Creature — Human Wizard,,2,3
"Lazav, Dimir Mastermind","B, U","B, U",{U}{U}{B}{B},4.0,Legendary Creature — Shapeshifter,Hexproof,3,3
Nightveil Specter,"B, U","B, U",{U/B}{U/B}{U/B},3.0,Creature — Specter,Flying,2,3
Artful Takedown,"B, U","B, U",{2}{U}{B},4.0,Instant,,,
Darkblade Agent,"B, U","B, U",{1}{U}{B},3.0,Creature — Human Assassin,,2,3
Dimir Spybug,"B, U","B, U",{U}{B},2.0,Creature — Insect,"Flying, Menace",1,1
Disinformation Campaign,"B, U","B, U",{1}{U}{B},3.0,Enchantment,,,
House Guildmage,"B, U","B, U",{U}{B},2.0,Creature — Human Wizard,Surveil,2,2
"Lazav, the Multifarious","B, U","B, U",{U}{B},2.0,Legendary Creature — Shapeshifter,Surveil,1,3
Mnemonic Betrayal,"B, U","B, U",{1}{U}{B},3.0,Sorcery,,,
Nightveil Predator,"B, U","B, U",{U}{U}{B}{B},4.0,Creature — Vampire,"Deathtouch, Flying, Hexproof",3,3
Notion Rain,"B, U","B, U",{1}{U}{B},3.0,Sorcery,Surveil,,
Thought Erasure,"B, U","B, U",{U}{B},2.0,Sorcery,Surveil,,
Unmoored Ego,"B, U","B, U",{1}{U}{B},3.0,Sorcery,,,
Connive // Concoct,"B, U","U, B",{2}{U/B}{U/B},9.0,Sorcery,,,
Dimir Locket,"B, U",,{3},3.0,Artifact,,,
Horror of the Dim,"B, U",B,{4}{B},5.0,Creature — Horror,,3,4
Bane Alley Broker,"B, U","B, U",{1}{U}{B},3.0,Creature — Human Rogue,,0,3
Duskmantle Guildmage,"B, U","B, U",{U}{B},2.0,Creature — Human Wizard,Mill,2,2
Mind Grind,"B, U","B, U",{X}{U}{B},2.0,Sorcery,,,
Mortus Strider,"B, U","B, U",{1}{U}{B},3.0,Creature — Skeleton,,1,1
Paranoid Delusions,"B, U","B, U",{U}{B},2.0,Sorcery,"Cipher, Mill",,
Psychic Strike,"B, U","B, U",{1}{U}{B},3.0,Instant,Mill,,
Coerced Confession,"B, U","B, U",{4}{U/B},5.0,Sorcery,Mill,,
Deathcult Rogue,"B, U","B, U",{1}{U/B}{U/B},3.0,Creature — Human Rogue,,2,2
Ingenious Infiltrator,"B, U","B, U",{2}{U}{B},4.0,Creature — Vedalken Ninja,Ninjutsu,2,3
"Alora, Cheerful Assassin","B, U","B, U",{3}{U}{B},5.0,Legendary Creature — Halfling Rogue Assassin,,4,4
"Gale, Abyssal Conduit","B, U","B, U",{3}{U}{B},5.0,Legendary Creature — Human Wizard,,4,5
"Imoen, Occult Trickster","B, U","B, U",{1}{U}{B},3.0,Legendary Creature — Human Rogue Wizard,,3,2
"Vhal, Scholar of Mortality","B, U","B, U",{2}{U}{B},4.0,Legendary Creature — Human Wizard,,4,4
"Sarevok, Deceitful Usurper","B, U","B, U",{3}{U}{B},5.0,Legendary Creature — Human Knight,,4,4
"Shadowheart, Cleric of Trickery","B, U","B, U",{1}{U}{B},3.0,Legendary Creature — Human Elf Cleric,Deathtouch,4,4
"Viconia, Disciple of Arcana","B, U","B, U",{1}{U}{B},3.0,Legendary Creature — Elf Cleric,Conjure,3,4
"Jon Irenicus, the Exile","B, U","B, U",{2}{U}{B},4.0,Legendary Creature — Elf Wizard,Mill,3,5
"Tasha, Unholy Archmage","B, U","B, U",{2}{U}{B},4.0,Legendary Planeswalker — Tasha,,,
Last-Minute Chopping,"B, U","B, U",{1}{U}{B},3.0,Sorcery,,,
Zuran Enchanter,"B, U",U,{1}{U},2.0,Creature — Human Wizard,,1,1
Brine Shaman,"B, U",B,{1}{B},2.0,Creature — Human Cleric Shaman,,1,1
Essence Vortex,"B, U","B, U",{1}{U}{B},3.0,Instant,,,
Flooded Woodlands,"B, U","B, U",{2}{U}{B},4.0,Enchantment,,,
Skeleton Ship,"B, U","B, U",{3}{U}{B},5.0,Legendary Creature — Skeleton,,0,3
River Delta,"B, U",,,0.0,Land,,,
Slitherwisp,"B, U","B, U",{U}{B}{B},3.0,Creature — Elemental Nightmare,Flash,3,2
Cunning Nightbonder,"B, U","B, U",{U/B}{U/B},2.0,Creature — Human Rogue,Flash,2,2
"Gyruda, Doom of Depths","B, U","B, U",{4}{U/B}{U/B},6.0,Legendary Creature — Demon Kraken,"Companion, Mill",6,6
Metathran Zombie,"B, U",U,{1}{U},2.0,Creature — Metathran Zombie,,1,1
Probe,"B, U",U,{2}{U},3.0,Sorcery,Kicker,,
Vodalian Hypnotist,"B, U",U,{1}{U},2.0,Creature — Merfolk Wizard,,1,1
Phyrexian Infiltrator,"B, U",B,{2}{B},3.0,Creature — Phyrexian Minion,,2,2
Urborg Emissary,"B, U",B,{2}{B},3.0,Creature — Human Wizard,Kicker,3,1
Urborg Phantom,"B, U",B,{2}{B},3.0,Creature — Spirit Minion,,3,1
Barrin's Spite,"B, U","B, U",{2}{U}{B},4.0,Sorcery,,,
Seer's Vision,"B, U","B, U",{2}{U}{B},4.0,Enchantment,,,
Sleeper's Robe,"B, U","B, U",{U}{B},2.0,Enchantment — Aura,Enchant,,
Slinking Serpent,"B, U","B, U",{2}{U}{B},4.0,Creature — Serpent,Forestwalk,2,3
Stalking Assassin,"B, U","B, U",{1}{U}{B},3.0,Creature — Human Assassin,,1,1
Vile Consumption,"B, U","B, U",{1}{U}{B},3.0,Enchantment,,,
Vodalian Zombie,"B, U","B, U",{U}{B},2.0,Creature — Merfolk Zombie,Protection,2,2
Drake-Skull Cameo,"B, U",,{3},3.0,Artifact,,,
"Grimgrin, Corpse-Born","B, U","B, U",{3}{U}{B},5.0,Legendary Creature — Zombie Warrior,,5,5
Lazotep Chancellor,"B, U","B, U",{U}{B},2.0,Creature — Zombie Wizard,Amass,1,3
"Taeko, the Patient Avalanche","B, U",U,{3}{U},4.0,Legendary Creature — Turtle Ninja,Scry,4,5
"Kels, Fight Fixer","B, U",B,{2}{B}{B},4.0,Legendary Creature — Azra Warlock,Menace,4,3
Disciple of Deceit,"B, U","B, U",{U}{B},2.0,Creature — Human Rogue,Inspired,1,3
King Narfi's Betrayal,"B, U","B, U",{1}{U}{B},3.0,Enchantment — Saga,Mill,,
"Narfi, Betrayer King","B, U","B, U",{3}{U}{B},5.0,Legendary Snow Creature — Zombie Wizard,,4,3
"A-Narfi, Betrayer King","B, U","B, U",{2}{U}{B},4.0,Legendary Snow Creature — Zombie Wizard,,4,3
The Trickster-God's Heist,"B, U","B, U",{2}{U}{B},4.0,Enchantment — Saga,,,
Ice Tunnel,"B, U",,,0.0,Snow Land — Island Swamp,,,
Contraband Kingpin,"B, U","B, U",{U}{B},2.0,Creature — Aetherborn Rogue,"Lifelink, Scry",1,4
The Ancient One,"B, U","B, U",{U}{B},2.0,Legendary Creature — Spirit God,"Descend, Mill",8,8
"Uchbenbak, the Great Mistake","B, U","B, U",{3}{U}{B},5.0,Legendary Creature — Skeleton Horror,"Descend, Menace, Vigilance",6,4
Wail of the Forgotten,"B, U","B, U",{U}{B},2.0,Sorcery,Descend,,
Restless Reef,"B, U",,,0.0,Land,Mill,,
Princess Lucrezia,"B, U","B, U",{3}{U}{U}{B},6.0,Legendary Creature — Human Wizard,,5,4
Ramirez DePietro,"B, U","B, U",{3}{U}{B}{B},6.0,Legendary Creature — Human Pirate,First strike,4,3
Ramses Overdark,"B, U","B, U",{2}{U}{U}{B}{B},6.0,Legendary Creature — Human Assassin,,4,3
