name,colorIdentity,colors,manaCost,manaValue,type,keywords,power,toughness
Rattleclaw Mystic,"G, R, U",G,{1}{G},2.0,Creature — Human Shaman,Morph,2,1
Avalanche Tusker,"G, R, U","G, R, U",{2}{G}{U}{R},5.0,Creature — Elephant Warrior,,6,4
Savage Knuckleblade,"G, R, U","G, R, U",{G}{U}{R},3.0,Creature — Ogre Warrior,,4,4
Snowhorn Rider,"G, R, U","G, R, U",{3}{G}{U}{R},6.0,Creature — Human Warrior,"Morph, Trample",5,5
Temur Ascendancy,"G, R, U","G, R, U",{G}{U}{R},3.0,Enchantment,,,
Trap Essence,"G, R, U","G, R, U",{G}{U}{R},3.0,Instant,,,
Temur Banner,"G, R, U",,{3},3.0,Artifact,,,
"Omnath, Locus of the Roil","G, R, U","G, R, U",{1}{G}{U}{R},4.0,Legendary Creature — Elemental,Landfall,3,3
Temur Elevator,"G, R, U",,,0.0,Land,Ascend,,
Bountiful Landscape,"G, R, U",,,0.0,Land,Cycling,,
Hustle // Bustle,"G, R, U","U, R",{U/R},7.0,Instant,,,
"Gimbal, Gremlin Prodigy","G, R, U","G, R, U",{2}{G}{U}{R},5.0,Legendary Creature — Gremlin Artificer,,4,4
Rashmi and Ragavan,"G, R, U","G, R, U",{1}{G}{U}{R},4.0,Legendary Creature — Elf Monkey,Treasure,2,4
Borborygmos and Fblthp,"G, R, U","G, R, U",{2}{G}{U}{R},5.0,Legendary Creature — Cyclops Homunculus,,6,5
Riku of Many Paths,"G, R, U","G, R, U",{G}{U}{R},3.0,Legendary Creature — Human Wizard,,3,3
Beluna Grandsquall // Seek Thrills,"G, R, U","U, R, G",{G}{U}{R},3.0,Legendary Creature — Giant Noble,Trample,4,4
"Lara Croft, Tomb Raider","G, R, U","G, R, U",{G}{U}{R},3.0,Legendary Creature — Human Ranger,"First strike, Raid, Reach, Treasure",3,4
"Storm, Force of Nature","G, R, U","G, R, U",{1}{G}{U}{R},4.0,Legendary Creature — Mutant Hero,"Ceaseless Tempest, Flying, Vigilance",3,4
Convention Maro,"G, R, U","G, R, U",{1}{G}{2/U}{2/R},6.0,Legendary Creature — Elemental Gamer,,3,3
"Me, the Immortal","G, R, U","G, R, U",{2}{G}{U}{R},5.0,Legendary Creature — Human Rogue,,3,3
