name,colorIdentity,colors,manaCost,manaValue,type,keywords,power,toughness
Putrid Warrior,"B, W","B, W",{W}{B},2.0,Creature — Zombie Soldier Warrior,,2,2
Soul Link,"B, W","B, W",{1}{W}{B},3.0,Enchantment — Aura,Enchant,,
Night // Day,"B, W",B,{B},4.0,Instant,,,
Identity Crisis,"B, W","B, W",{2}{W}{W}{B}{B},6.0,Sorcery,,,
Necromancer's Covenant,"B, W","B, W",{3}{W}{B}{B},6.0,Enchantment,,,
Tainted Sigil,"B, W","B, W",{1}{W}{B},3.0,Artifact,,,
Vectis Dominator,"B, W","B, W",{1}{W}{B},3.0,Artifact Creature — Human Wizard,,0,2
Zealous Persecution,"B, W","B, W",{W}{B},2.0,Instant,,,
Batwing Brume,"B, W","B, W",{1}{W/B},2.0,Instant,,,
Unmake,"B, W","B, W",{W/B}{W/B}{W/B},3.0,Instant,,,
Drana's Emissary,"B, W","B, W",{1}{W}{B},3.0,Creature — Vampire Cleric Ally,Flying,2,2
March from the Tomb,"B, W","B, W",{3}{W}{B},5.0,Sorcery,,,
Shambling Vent,"B, W",,,0.0,Land,,,
Pest Control,"B, W","B, W",{W}{B},2.0,Sorcery,Cycling,,
Lunar Convocation,"B, W","B, W",{W}{B},2.0,Enchantment,,,
Moonrise Cleric,"B, W","B, W",{1}{W/B}{W/B},3.0,Creature — Bat Cleric,Flying,2,3
Starseer Mentor,"B, W","B, W",{3}{W}{B},5.0,Creature — Bat Warlock,"Flying, Vigilance",3,5
"Zoraline, Cosmos Caller","B, W","B, W",{1}{W}{B},3.0,Legendary Creature — Bat Cleric,"Flying, Vigilance",3,3
Odunos River Trawler,"B, W",B,{2}{B},3.0,Creature — Zombie,,2,2
Orzhov Signet,"B, W",,{2},2.0,Artifact,,,
Goldmire Bridge,"B, W",,,0.0,Artifact Land,Indestructible,,
Temple of Silence,"B, W",,,0.0,Land,Scry,,
Hero of the Dunes,"B, W","B, W",{3}{W}{B},5.0,Creature — Human Soldier,,3,2
Legions to Ashes,"B, W","B, W",{1}{W}{B},3.0,Sorcery,,,
Vizkopa Guildmage,"B, W","B, W",{W}{B},2.0,Creature — Human Wizard,,2,2
Divinity of Pride,"B, W","B, W",{W/B}{W/B}{W/B}{W/B}{W/B},5.0,Creature — Spirit Avatar,"Flying, Lifelink",4,4
Orzhov Guildgate,"B, W",,,0.0,Land — Gate,,,
Daxos the Returned,"B, W","B, W",{1}{W}{B},3.0,Legendary Creature — Zombie Soldier,,2,2
Karlov of the Ghost Council,"B, W","B, W",{W}{B},2.0,Legendary Creature — Spirit Advisor,,2,2
"Teysa, Envoy of Ghosts","B, W","B, W",{5}{W}{B},7.0,Legendary Creature — Human Advisor,"Protection, Vigilance",4,4
Treasury Thrull,"B, W","B, W",{4}{W}{B},6.0,Creature — Thrull,Extort,4,4
Underworld Coinsmith,"B, W","B, W",{W}{B},2.0,Enchantment Creature — Human Cleric,Constellation,2,2
Orzhov Cluestone,"B, W",,{3},3.0,Artifact,,,
Tainted Field,"B, W",,,0.0,Land,,,
"Ravos, Soultender","B, W","B, W",{3}{W}{B},5.0,Legendary Creature — Human Cleric,"Flying, Partner",2,2
Tymna the Weaver,"B, W","B, W",{1}{W}{B},3.0,Legendary Creature — Human Cleric,"Lifelink, Partner",2,2
Blood Baron of Vizkopa,"B, W","B, W",{3}{W}{B},5.0,Creature — Vampire,"Lifelink, Protection",4,4
Tithe Drinker,"B, W","B, W",{W}{B},2.0,Creature — Vampire,"Extort, Lifelink",2,1
High Priest of Penance,"B, W","B, W",{W}{B},2.0,Creature — Human Cleric,,1,1
"Breena, the Demagogue","B, W","B, W",{1}{W}{B},3.0,Legendary Creature — Bird Warlock,Flying,1,3
"Felisa, Fang of Silverquill","B, W","B, W",{2}{W}{B},4.0,Legendary Creature — Vampire Wizard,"Flying, Mentor",3,2
Inkshield,"B, W","B, W",{3}{W}{B},5.0,Instant,,,
Debtors' Knell,"B, W","B, W",{4}{W/B}{W/B}{W/B},7.0,Enchantment,,,
Magister of Worth,"B, W","B, W",{4}{W}{B},6.0,Creature — Angel,"Flying, Will of the council",4,4
"Astarion, the Decadent","B, W","B, W",{4}{W}{B},6.0,Legendary Creature — Vampire Elf Rogue,"Deathtouch, Feed, Friends, Lifelink",4,4
"Minthara, Merciless Soul","B, W","B, W",{2}{W}{B},4.0,Legendary Creature — Elf Cleric,Ward,2,2
Nalia de'Arnise,"B, W","B, W",{1}{W}{B},3.0,Legendary Creature — Human Rogue,,3,3
Firja's Retribution,"B, W","B, W",{1}{W}{W}{B},4.0,Enchantment — Saga,,,
Snowfield Sinkhole,"B, W",,,0.0,Snow Land — Plains Swamp,,,
Starlit Sanctum,"B, W",,,0.0,Land,,,
Vault of the Archangel,"B, W",,,0.0,Land,,,
Ballroom,"B, W",,,0.0,Land,Investigate,,
Afterlife Insurance,"B, W","B, W",{1}{W/B},2.0,Instant,,,
Covetous Elegy,"B, W","B, W",{4}{W}{B},6.0,Sorcery,Treasure,,
Syndicate Heavy,"B, W","B, W",{2}{W/B}{W/B},4.0,Creature — Giant Rogue,"Extort, Investigate",4,4
Twilight Panther,"B, W",W,{W},1.0,Creature — Cat Spirit,,1,2
Orzhov Guildmage,"B, W","B, W",{W/B}{W/B},2.0,Creature — Human Wizard,,2,2
Seraph of the Scales,"B, W","B, W",{2}{W}{B},4.0,Creature — Angel,"Afterlife, Flying",4,3
Vizkopa Vampire,"B, W","B, W",{2}{W/B},3.0,Creature — Vampire,Lifelink,3,1
Godless Shrine,"B, W",,,0.0,Land — Plains Swamp,,,
Angel of Despair,"B, W","B, W",{3}{W}{W}{B}{B},7.0,Creature — Angel,Flying,5,5
Gwyllion Hedge-Mage,"B, W","B, W",{2}{W/B},3.0,Creature — Hag Wizard,,2,2
A Good Thing,"B, W","B, W",{4}{W}{B},6.0,Enchantment,,,
"Kaya, Ghost Haunter","B, W","B, W",{2}{W}{B},4.0,Legendary Planeswalker — Kaya,,,
"Aryel, Knight of Windgrace","B, W","B, W",{2}{W}{B},4.0,Legendary Creature — Human Knight,Vigilance,4,4
Teysa Karlov,"B, W","B, W",{2}{W}{B},4.0,Legendary Creature — Human Advisor,,2,4
Vault of Champions,"B, W",,,0.0,Land,,,
Shineshadow Snarl,"B, W",,,0.0,Land,,,
"Liesa, Shroud of Dusk","B, W","B, W",{2}{W}{W}{B},5.0,Legendary Creature — Angel,"Flying, Lifelink",5,5
"Thalisse, Reverent Medium","B, W","B, W",{3}{W}{B},5.0,Legendary Creature — Human Cleric,,3,4
"Kaya, Ghost Assassin","B, W","B, W",{2}{W}{B},4.0,Legendary Planeswalker — Kaya,,,
Knights of the Black Rose,"B, W","B, W",{3}{W}{B},5.0,Creature — Human Knight,,4,4
Darklit Gargoyle,"B, W",W,{1}{W},2.0,Artifact Creature — Gargoyle,Flying,1,2
Arvad of the Weatherlight,"B, W","B, W",{2}{W}{B},4.0,Legendary Creature — Human Knight,Rulebreaker,3,4
Avacyn and Griselbrand,"B, W","B, W",{4}{W}{W}{B}{B},8.0,Legendary Creature — Angel Demon,"Flying, Lifelink, Vigilance",8,8
Can't Stay Away,"B, W","B, W",{W}{B},2.0,Sorcery,Flashback,,
Fleshtaker,"B, W","B, W",{W}{B},2.0,Creature — Human Assassin,Scry,2,2
"Liesa, Forgotten Archangel","B, W","B, W",{2}{W}{W}{B},5.0,Legendary Creature — Angel,"Flying, Lifelink",4,5
Rite of Oblivion,"B, W","B, W",{W}{B},2.0,Sorcery,Flashback,,
Panicked Bystander // Cackling Culprit,"B, W",W,{1}{W},2.0,Creature — Human Peasant,Transform,2,2
Path of Peril,"B, W",B,{1}{B}{B},3.0,Sorcery,Cleave,,
"Edgar, Charmed Groom // Edgar Markov's Coffin","B, W","B, W",{2}{W}{B},4.0,Legendary Creature — Vampire Noble,Transform,4,4
"Kaya, Geist Hunter","B, W","B, W",{1}{W}{B},3.0,Legendary Planeswalker — Kaya,,,
Markov Purifier,"B, W","B, W",{1}{W}{B},3.0,Creature — Vampire Cleric,Lifelink,2,3
Shattered Sanctum,"B, W",,,0.0,Land,,,
"Sorin, Lord of Innistrad","B, W","B, W",{2}{W}{B},4.0,Legendary Planeswalker — Sorin,,,
Revenant Patriarch,"B, W",B,{4}{B},5.0,Creature — Spirit,,4,3
Lingering Souls,"B, W",W,{2}{W},3.0,Sorcery,Flashback,,
Debt to the Deathless,"B, W","B, W",{X}{W}{W}{B}{B},4.0,Sorcery,,,
Maw of the Obzedat,"B, W","B, W",{3}{W}{B},5.0,Creature — Thrull,,3,3
Obzedat's Aid,"B, W","B, W",{3}{W}{B},5.0,Sorcery,,,
Sin Collector,"B, W","B, W",{1}{W}{B},3.0,Creature — Human Cleric,,2,1
Profit // Loss,"B, W",W,{1}{W},5.0,Instant,Fuse,,
Loyal Cathar // Unhallowed Cathar,"B, W",W,{W}{W},2.0,Creature — Human Soldier,"Transform, Vigilance",2,2
"Verrak, Warped Sengir","B, W","B, W",{1}{W}{B},3.0,Legendary Creature — Vampire,"Deathtouch, Flying, Lifelink",2,2
Arvad the Cursed,"B, W","B, W",{3}{W}{B},5.0,Legendary Creature — Vampire Knight,"Deathtouch, Lifelink",3,3
Kaya's Wrath,"B, W","B, W",{W}{W}{B}{B},4.0,Sorcery,,,
Primevals' Glorious Rebirth,"B, W","B, W",{5}{W}{B},7.0,Legendary Sorcery,,,
Isolated Chapel,"B, W",,,0.0,Land,,,
Benalish Sleeper,"B, W",W,{1}{W},2.0,Creature — Phyrexian Human Soldier,Kicker,3,1
Phyrexian Missionary,"B, W",W,{1}{W},2.0,Creature — Phyrexian Human Cleric,"Kicker, Lifelink",2,3
Phyrexian Warhorse,"B, W",B,{3}{B},4.0,Creature — Phyrexian Horse,Kicker,3,3
Sheoldred's Restoration,"B, W",B,{3}{B},4.0,Sorcery,Kicker,,
"Aron, Benalia's Ruin","B, W","B, W",{W}{W}{B},3.0,Legendary Creature — Phyrexian Human,Menace,3,3
"Elas il-Kor, Sadistic Pilgrim","B, W","B, W",{W}{B},2.0,Legendary Creature — Phyrexian Kor Cleric,Deathtouch,2,2
Ratadrabik of Urborg,"B, W","B, W",{2}{W}{B},4.0,Legendary Creature — Zombie Wizard,"Vigilance, Ward",3,3
Sunlit Marsh,"B, W",,,0.0,Land — Plains Swamp,,,
"Athreos, Shroud-Veiled","B, W","B, W",{4}{W}{B},6.0,Legendary Enchantment Creature — God,Indestructible,4,7
Life Insurance,"B, W","B, W",{3}{W}{B},5.0,Enchantment,"Extort, Treasure",,
Spirit-Sister's Call,"B, W","B, W",{3}{W}{B},5.0,Enchantment,,,
Damn,"B, W",B,{B}{B},2.0,Sorcery,Overload,,
Rite of the Moth,"B, W","B, W",{1}{W}{B}{B},4.0,Sorcery,Flashback,,
Shroudstomper,"B, W","B, W",{3}{W}{W}{B}{B},7.0,Creature — Elemental,Deathtouch,5,5
"Victor, Valgavoth's Seneschal","B, W","B, W",{1}{W}{B},3.0,Legendary Creature — Human Warlock,"Eerie, Surveil",3,3
Neglected Manor,"B, W",,,0.0,Land,,,
Orzhov Charm,"B, W","B, W",{W}{B},2.0,Instant,,,
"Obzedat, Ghost Council","B, W","B, W",{1}{W}{W}{B}{B},5.0,Legendary Creature — Spirit Advisor,,5,5
Doom Foretold,"B, W","B, W",{2}{W}{B},4.0,Enchantment,,,
Wintermoor Commander,"B, W","B, W",{W}{B},2.0,Creature — Human Knight,Deathtouch,2,*
Resolute Rider,"B, W","B, W",{W/B}{W/B}{W/B}{W/B},4.0,Creature — Human Knight,,4,2
Knights' Charge,"B, W","B, W",{1}{W}{B},3.0,Enchantment,,,
Campaign of Vengeance,"B, W","B, W",{3}{W}{B},5.0,Enchantment,,,
Suture Spirit,"B, W",W,{1}{W},2.0,Creature — Spirit,Flying,1,1
Beckon Apparition,"B, W","B, W",{W/B},1.0,Instant,,,
Bloodied Ghost,"B, W","B, W",{1}{W/B}{W/B},3.0,Creature — Spirit,Flying,3,3
Cauldron Haze,"B, W","B, W",{1}{W/B},2.0,Instant,,,
Edge of the Divinity,"B, W","B, W",{W/B},1.0,Enchantment — Aura,Enchant,,
Evershrike,"B, W","B, W",{3}{W/B}{W/B},5.0,Creature — Elemental Spirit,Flying,2,2
Harvest Gwyllion,"B, W","B, W",{2}{W/B}{W/B},4.0,Creature — Hag,Wither,2,4
Nightsky Mimic,"B, W","B, W",{1}{W/B},2.0,Creature — Shapeshifter,,2,1
Nip Gwyllion,"B, W","B, W",{W/B},1.0,Creature — Hag,Lifelink,1,1
Pyrrhic Revival,"B, W","B, W",{3}{W/B}{W/B}{W/B},6.0,Sorcery,,,
Restless Apparition,"B, W","B, W",{W/B}{W/B}{W/B},3.0,Creature — Spirit,Persist,2,2
Stillmoon Cavalier,"B, W","B, W",{1}{W/B}{W/B},3.0,Creature — Zombie Knight,Protection,2,1
Voracious Hatchling,"B, W","B, W",{3}{W/B},4.0,Creature — Elemental,Lifelink,6,6
"Elenda, Saint of Dusk","B, W","B, W",{2}{W}{B},4.0,Legendary Creature — Vampire Knight,"Hexproof, Hexproof from, Lifelink",4,4
Fiendish Panda,"B, W","B, W",{2}{W}{B},4.0,Creature — Bear Demon,,3,2
"Ayli, Eternal Pilgrim","B, W","B, W",{W}{B},2.0,Legendary Creature — Kor Cleric,Deathtouch,2,3
Harsh Sustenance,"B, W","B, W",{1}{W}{B},3.0,Instant,,,
"Teysa, Orzhov Scion","B, W","B, W",{1}{W}{B},3.0,Legendary Creature — Human Advisor,,2,3
Deathpact Angel,"B, W","B, W",{3}{W}{B}{B},6.0,Creature — Angel,Flying,5,5
Ghost Council of Orzhova,"B, W","B, W",{W}{W}{B}{B},4.0,Legendary Creature — Spirit,,4,4
One Thousand Lashes,"B, W","B, W",{2}{W}{B},4.0,Enchantment — Aura,Enchant,,
Shadow Lance,"B, W",W,{W},1.0,Enchantment — Aura,Enchant,,
Shrieking Grotesque,"B, W",W,{2}{W},3.0,Creature — Gargoyle,Flying,2,1
Ostiary Thrull,"B, W",B,{3}{B},4.0,Creature — Thrull,,2,2
Agent of Masks,"B, W","B, W",{3}{W}{B},5.0,Creature — Human Advisor,,2,3
Blind Hunter,"B, W","B, W",{2}{W}{B},4.0,Creature — Bat,"Flying, Haunt",2,2
Castigate,"B, W","B, W",{W}{B},2.0,Sorcery,,,
Conjurer's Ban,"B, W","B, W",{W}{B},2.0,Sorcery,,,
Culling Sun,"B, W","B, W",{2}{W}{W}{B},5.0,Sorcery,,,
Souls of the Faultless,"B, W","B, W",{W}{B}{B},3.0,Creature — Spirit,Defender,0,4
Mourning Thrull,"B, W","B, W",{1}{W/B},2.0,Creature — Thrull,Flying,1,1
Moratorium Stone,"B, W",,{1},1.0,Artifact,,,
"Orzhova, the Church of Deals","B, W",,,0.0,Land,,,
Dutiful Thrull,"B, W",W,{W},1.0,Creature — Thrull,,1,1
Alms Beast,"B, W","B, W",{2}{W}{B},4.0,Creature — Beast,,6,6
Executioner's Swing,"B, W","B, W",{W}{B},2.0,Instant,,,
Kingpin's Pet,"B, W","B, W",{1}{W}{B},3.0,Creature — Thrull,"Extort, Flying",2,2
Purge the Profane,"B, W","B, W",{2}{W}{B},4.0,Sorcery,,,
Vizkopa Confessor,"B, W","B, W",{3}{W}{B},5.0,Creature — Human Cleric,Extort,1,3
Gift of Orzhova,"B, W","B, W",{1}{W/B}{W/B},3.0,Enchantment — Aura,Enchant,,
Immortal Servitude,"B, W","B, W",{X}{W/B}{W/B}{W/B},3.0,Sorcery,,,
Orzhov Keyrune,"B, W",,{3},3.0,Artifact,,,
Etchings of the Chosen,"B, W","B, W",{1}{W}{B},3.0,Enchantment,,,
"Klement, Death Acolyte","B, W","B, W",{1}{W}{B},3.0,Legendary Creature — Tiefling Cleric,,3,3
"Lae'zel, Callous Warrior","B, W","B, W",{3}{W}{B},5.0,Legendary Creature — Gith Warrior,Double strike,3,6
"Lulu, Vengeful Hollyphant","B, W","B, W",{2}{W}{B},4.0,Legendary Creature — Elephant Angel,Flying,2,4
"Rasaad, Shadow Monk","B, W","B, W",{2}{W}{B},4.0,Legendary Creature — Human Monk,,4,4
"Sarevok, Divine Usurper","B, W","B, W",{3}{W}{B},5.0,Legendary Creature — Human Knight,First strike,4,4
"Shadowheart, Cleric of Order","B, W","B, W",{1}{W}{B},3.0,Legendary Creature — Human Elf Cleric,Deathtouch,4,4
"Viconia, Disciple of Rebirth","B, W","B, W",{1}{W}{B},3.0,Legendary Creature — Elf Cleric,Conjure,3,4
Minthara of the Absolute,"B, W","B, W",{2}{W}{B},4.0,Legendary Creature — Elf Cleric,Intensity,2,4
Naughty // Nice,"B, W",B,{1}{B}{B},6.0,Sorcery,,,
Unraveling Mummy,"B, W","B, W",{1}{W}{B},3.0,Creature — Zombie,,2,3
Dire Tactics,"B, W","B, W",{W}{B},2.0,Instant,,,
General Kudro of Drannith,"B, W","B, W",{1}{W}{B},3.0,Legendary Creature — Human Soldier,,3,3
General's Enforcer,"B, W","B, W",{W}{B},2.0,Creature — Human Soldier,,2,3
Necropanther,"B, W","B, W",{1}{W}{B},3.0,Creature — Cat Nightmare,Mutate,3,3
Lurrus of the Dream-Den,"B, W","B, W",{1}{W/B}{W/B},3.0,Legendary Creature — Cat Nightmare,"Companion, Lifelink",3,2
Cloistered Youth // Unholy Fiend,"B, W",W,{1}{W},2.0,Creature — Human,Transform,1,1
Breathless Knight,"B, W","B, W",{1}{W}{B},3.0,Creature — Spirit Knight,"Flying, Lifelink",2,2
Graceful Restoration,"B, W","B, W",{3}{W}{B},5.0,Sorcery,,,
Priest of Fell Rites,"B, W","B, W",{W}{B},2.0,Creature — Human Warlock,Unearth,2,2
Rodolf Duskbringer,"B, W",B,{5}{B},6.0,Legendary Creature — Vampire Angel,"Deathtouch, Flying, Lifelink",4,4
"Athreos, God of Passage","B, W","B, W",{1}{W}{B},3.0,Legendary Enchantment Creature — God,Indestructible,5,4
Ascent of the Worthy,"B, W","B, W",{1}{W}{B},3.0,Enchantment — Saga,,,
"Firja, Judge of Valor","B, W","B, W",{2}{W}{B}{B},5.0,Legendary Creature — Angel Cleric,"Flying, Lifelink",2,4
Kaya the Inexorable,"B, W","B, W",{3}{W}{B},5.0,Legendary Planeswalker — Kaya,,,
Great Hall of Starnheim,"B, W",,,0.0,Land,,,
Rampage of the Valkyries,"B, W","B, W",{3}{W}{B},5.0,Enchantment,,,
Restoration Gearsmith,"B, W","B, W",{2}{W}{B},4.0,Creature — Human Artificer,,3,3
Concealed Courtyard,"B, W",,,0.0,Land,,,
Mardu Hateblade,"B, W",W,{W},1.0,Creature — Human Warrior,,1,1
Unyielding Krumar,"B, W",B,{3}{B},4.0,Creature — Orc Warrior,,3,3
Chief of the Edge,"B, W","B, W",{W}{B},2.0,Creature — Human Warrior,,3,2
Chief of the Scale,"B, W","B, W",{W}{B},2.0,Creature — Human Warrior,,2,3
"Sorin, Solemn Visitor","B, W","B, W",{2}{W}{B},4.0,Legendary Planeswalker — Sorin,,,
"Clavileño, First of the Blessed","B, W","B, W",{1}{W}{B},3.0,Legendary Creature — Vampire Cleric,,2,2
"Carmen, Cruel Skymarcher","B, W","B, W",{3}{W}{B},5.0,Legendary Creature — Vampire Soldier,Flying,2,2
Order of Sacred Dusk,"B, W","B, W",{6}{W}{B},8.0,Creature — Vampire Knight,"Convoke, Exalted, Flying, Haste, Lifelink",5,5
Cruel Celebrant,"B, W","B, W",{W}{B},2.0,Creature — Vampire,,1,2
Legion Lieutenant,"B, W","B, W",{W}{B},2.0,Creature — Vampire Knight,,2,2
"Vona, Butcher of Magan","B, W","B, W",{3}{W}{B},5.0,Legendary Creature — Vampire Knight,"Lifelink, Vigilance",4,4
Amalia Benavides Aguirre,"B, W","B, W",{W}{B},2.0,Legendary Creature — Vampire Scout,"Explore, Ward",2,2
Bartolomé del Presidio,"B, W","B, W",{W}{B},2.0,Legendary Creature — Vampire Knight,,2,1
"Vito, Fanatic of Aclazotz","B, W","B, W",{2}{W}{B},4.0,Legendary Creature — Vampire Demon,Flying,4,4
"Frodo, Adventurous Hobbit","B, W","B, W",{W}{B},2.0,Legendary Creature — Halfling Scout,"Partner, Partner with, Vigilance",1,3
"Frodo, Sauron's Bane","B, W",W,{W},1.0,Legendary Creature — Halfling Citizen,,1,2
"Denethor, Ruling Steward","B, W","B, W",{1}{W}{B},3.0,Legendary Creature — Human Noble,,2,4
King of the Oathbreakers,"B, W","B, W",{2}{W}{B},4.0,Legendary Creature — Spirit Noble,Flying,3,3
"Lotho, Corrupt Shirriff","B, W","B, W",{W}{B},2.0,Legendary Creature — Halfling Rogue,Treasure,2,1
Shadow Summoning,"B, W","B, W",{W}{B},2.0,Sorcery,,,
Regal Bloodlord,"B, W","B, W",{3}{W}{B},5.0,Creature — Vampire Soldier,Flying,2,4
Corpse Knight,"B, W","B, W",{W}{B},2.0,Creature — Zombie Knight,,2,2
Indulging Patrician,"B, W","B, W",{1}{W}{B},3.0,Creature — Vampire Noble,"Flying, Lifelink",1,4
Feast of the Victorious Dead,"B, W","B, W",{W}{B},2.0,Enchantment,,,
"Jirina, Dauntless General","B, W","B, W",{W}{B},2.0,Legendary Creature — Human Soldier,,2,2
The Kenriths' Royal Funeral,"B, W","B, W",{2}{W}{B},4.0,Legendary Enchantment,,,
Lazotep Archway,"B, W",,,0.0,Land,Eternalize,,
"Kaya, Orzhov Usurper","B, W","B, W",{1}{W}{B},3.0,Legendary Planeswalker — Kaya,,,
Kaya's Guile,"B, W","B, W",{1}{W}{B},3.0,Instant,Entwine,,
"Shilgengar, Sire of Famine","B, W",B,{3}{B}{B},5.0,Legendary Creature — Elder Demon,Flying,6,6
Abstruse Appropriation,"B, W",,{2}{W}{B},4.0,Instant,Devoid,,
Obstinate Gargoyle,"B, W","B, W",{1}{W}{B},3.0,Artifact Creature — Gargoyle,Persist,2,2
Ondu Knotmaster // Throw a Line,"B, W","W, B",{2}{W}{B},4.0,Creature — Kor Rogue,Lifelink,2,2
"Sorin of House Markov // Sorin, Ravenous Neonate","B, W",B,{1}{B},2.0,Legendary Creature — Human Noble,"Extort, Lifelink, Transform",1,4
Glasswing Grace // Age-Graced Chapel,"B, W","B, W",{3}{W/B}{W/B},5.0,Enchantment — Aura,Enchant,,
Circle of Despair,"B, W","B, W",{1}{W}{B},3.0,Enchantment,,,
Purgatory,"B, W","B, W",{2}{W}{B},4.0,Enchantment,,,
"Kaya, Spirits' Justice","B, W","B, W",{2}{W}{B},4.0,Legendary Planeswalker — Kaya,Surveil,,
Sanguine Savior,"B, W","B, W",{1}{W}{B},3.0,Creature — Vampire Cleric,"Disguise, Flying, Lifelink",2,1
Soul Search,"B, W","B, W",{W}{B},2.0,Sorcery,,,
"Teysa, Opulent Oligarch","B, W","B, W",{1}{W}{B},3.0,Legendary Creature — Human Advisor,"Deathtouch, Investigate",2,3
Treacherous Greed,"B, W","B, W",{1}{W}{B},3.0,Instant,,,
Wispdrinker Vampire,"B, W","B, W",{2}{W}{B},4.0,Creature — Vampire Rogue,Flying,2,4
Shadowy Backstreet,"B, W",,,0.0,Land — Plains Swamp,Surveil,,
"Tomik, Wielder of Law","B, W","B, W",{1}{W}{B},3.0,Legendary Creature — Human Advisor,"Affinity, Flying, Vigilance",2,4
