name,colorIdentity,colors,manaCost,manaValue,type,keywords,power,toughness
Mind Bend,U,U,{U},1.0,Instant,,,
Peek,U,U,{U},1.0,Instant,,,
Persuasion,U,U,{3}{U}{U},5.0,Enchantment — Aura,Enchant,,
Phantom Warrior,U,U,{1}{U}{U},3.0,Creature — Illusion Warrior,,2,2
Plagiarize,U,U,{3}{U},4.0,Instant,,,
Puppeteer,U,U,{2}{U},3.0,Creature — Human Wizard,,1,2
Reminisce,U,U,{2}{U},3.0,Sorcery,,,
Remove Soul,U,U,{1}{U},2.0,Instant,,,
Robe of Mirrors,U,U,{U},1.0,Enchantment — Aura,Enchant,,
Rootwater Commando,U,U,{2}{U},3.0,Creature — Merfolk,"Islandwalk, Landwalk",2,2
Rootwater Matriarch,U,U,{2}{U}{U},4.0,Creature — Merfolk,,2,3
Sage Owl,U,U,{1}{U},2.0,Creature — Bird,Flying,1,1
Scalpelexis,U,U,{4}{U},5.0,Creature — Beast,Flying,1,5
Sea Monster,U,U,{4}{U}{U},6.0,Creature — Serpent,,6,6
Shimmering Wings,U,U,{U},1.0,Enchantment — Aura,Enchant,,
Sift,U,U,{3}{U},4.0,Sorcery,,,
Sky Weaver,U,U,{1}{U},2.0,Creature — Metathran Wizard,,2,1
Snapping Drake,U,U,{3}{U},4.0,Creature — Drake,Flying,3,2
Spiketail Hatchling,U,U,{1}{U},2.0,Creature — Drake,Flying,1,1
Sunken Hope,U,U,{3}{U}{U},5.0,Enchantment,,,
Telepathy,U,U,{U},1.0,Enchantment,,,
Telling Time,U,U,{1}{U},2.0,Instant,,,
Thieving Magpie,U,U,{2}{U}{U},4.0,Creature — Bird,Flying,1,3
Tidings,U,U,{3}{U}{U},5.0,Sorcery,,,
Time Stop,U,U,{4}{U}{U},6.0,Instant,,,
Time Stretch,U,U,{8}{U}{U},10.0,Sorcery,,,
Traumatize,U,U,{3}{U}{U},5.0,Sorcery,Mill,,
Twincast,U,U,{U}{U},2.0,Instant,,,
Twitch,U,U,{2}{U},3.0,Instant,,,
Unsummon,U,U,{U},1.0,Instant,,,
Vedalken Mastermind,U,U,{U}{U},2.0,Creature — Vedalken Wizard,,1,2
Wall of Air,U,U,{1}{U}{U},3.0,Creature — Wall,"Defender, Flying",1,5
Faerie Conclave,U,,,0.0,Land,,,
Island,U,,,0.0,Basic Land — Island,,,
Ancestral Recall,U,U,{U},1.0,Instant,,,
Animate Artifact,U,U,{3}{U},4.0,Enchantment — Aura,Enchant,,
Blue Elemental Blast,U,U,{U},1.0,Instant,,,
Braingeyser,U,U,{X}{U}{U},2.0,Sorcery,,,
Control Magic,U,U,{2}{U}{U},4.0,Enchantment — Aura,Enchant,,
Copy Artifact,U,U,{1}{U},2.0,Enchantment,,,
Counterspell,U,U,{U}{U},2.0,Instant,,,
Creature Bond,U,U,{1}{U},2.0,Enchantment — Aura,Enchant,,
Drain Power,U,U,{U}{U},2.0,Sorcery,,,
Feedback,U,U,{2}{U},3.0,Enchantment — Aura,Enchant,,
Flight,U,U,{U},1.0,Enchantment — Aura,Enchant,,
Invisibility,U,U,{U}{U},2.0,Enchantment — Aura,Enchant,,
Jump,U,U,{U},1.0,Instant,,,
Lifetap,U,U,{U}{U},2.0,Enchantment,,,
Lord of Atlantis,U,U,{U}{U},2.0,Creature — Merfolk,,2,2
Magical Hack,U,U,{U},1.0,Instant,,,
Mana Short,U,U,{2}{U},3.0,Instant,,,
Merfolk of the Pearl Trident,U,U,{U},1.0,Creature — Merfolk,,1,1
Phantasmal Forces,U,U,{3}{U},4.0,Creature — Illusion,Flying,4,1
Phantasmal Terrain,U,U,{U}{U},2.0,Enchantment — Aura,Enchant,,
Phantom Monster,U,U,{3}{U},4.0,Creature — Illusion,Flying,3,3
Pirate Ship,U,U,{4}{U},5.0,Creature — Human Pirate,,4,3
Power Leak,U,U,{1}{U},2.0,Enchantment — Aura,Enchant,,
Power Sink,U,U,{X}{U},1.0,Instant,,,
Prodigal Sorcerer,U,U,{2}{U},3.0,Creature — Human Wizard,,1,1
Psionic Blast,U,U,{2}{U},3.0,Instant,,,
Psychic Venom,U,U,{1}{U},2.0,Enchantment — Aura,Enchant,,
Sea Serpent,U,U,{5}{U},6.0,Creature — Serpent,,5,5
Siren's Call,U,U,{U},1.0,Instant,,,
Sleight of Mind,U,U,{U},1.0,Instant,,,
Spell Blast,U,U,{X}{U},1.0,Instant,,,
Stasis,U,U,{1}{U},2.0,Enchantment,,,
Steal Artifact,U,U,{2}{U}{U},4.0,Enchantment — Aura,Enchant,,
Thoughtlace,U,U,{U},1.0,Instant,,,
Time Walk,U,U,{1}{U},2.0,Sorcery,,,
Timetwister,U,U,{2}{U},3.0,Sorcery,,,
Twiddle,U,U,{U},1.0,Instant,,,
Vesuvan Doppelganger,U,U,{3}{U}{U},5.0,Creature — Shapeshifter,,0,0
Volcanic Eruption,U,U,{X}{U}{U}{U},3.0,Sorcery,,,
Wall of Water,U,U,{1}{U}{U},3.0,Creature — Wall,Defender,0,5
Water Elemental,U,U,{3}{U}{U},5.0,Creature — Elemental,,5,4
Mox Sapphire,U,,{0},0.0,Artifact,,,
Advanced Stitchwing,U,U,{3}{U}{U},5.0,Creature — Zombie Horror,Flying,3,4
Aethersnipe,U,U,{5}{U},6.0,Creature — Elemental,Evoke,4,4
As Foretold,U,U,{2}{U},3.0,Enchantment,,,
Aven Initiate,U,U,{3}{U},4.0,Creature — Bird Warrior,"Embalm, Flying",3,2
Body Double,U,U,{4}{U},5.0,Creature — Shapeshifter,,0,0
Breakthrough,U,U,{X}{U},1.0,Sorcery,,,
Capture Sphere,U,U,{3}{U},4.0,Enchantment — Aura,"Enchant, Flash",,
Consecrated Sphinx,U,U,{4}{U}{U},6.0,Creature — Sphinx,Flying,4,6
Deep Analysis,U,U,{3}{U},4.0,Sorcery,Flashback,,
Deranged Assistant,U,U,{1}{U},2.0,Creature — Human Wizard,Mill,1,1
Disciple of the Ring,U,U,{3}{U}{U},5.0,Creature — Human Wizard,,3,4
Domestication,U,U,{2}{U}{U},4.0,Enchantment — Aura,Enchant,,
Eel Umbra,U,U,{1}{U},2.0,Enchantment — Aura,"Enchant, Flash, Umbra armor",,
Force of Negation,U,U,{1}{U}{U},3.0,Instant,,,
Gifts Ungiven,U,U,{3}{U},4.0,Instant,,,
Ingenious Skaab,U,U,{2}{U},3.0,Creature — Zombie Horror,Prowess,2,3
Jeskai Elder,U,U,{1}{U},2.0,Creature — Human Monk,Prowess,1,2
Kasmina's Transmutation,U,U,{1}{U},2.0,Enchantment — Aura,Enchant,,
Kederekt Leviathan,U,U,{6}{U}{U},8.0,Creature — Leviathan,Unearth,5,5
Makeshift Mauler,U,U,{3}{U},4.0,Creature — Zombie Horror,,4,5
Mana Drain,U,U,{U}{U},2.0,Instant,,,
Mana Leak,U,U,{1}{U},2.0,Instant,,,
Mistfire Adept,U,U,{3}{U},4.0,Creature — Human Monk,Prowess,3,3
Mulldrifter,U,U,{4}{U},5.0,Creature — Elemental,"Evoke, Flying",2,2
Nephalia Smuggler,U,U,{U},1.0,Creature — Human Rogue,,1,1
Pull from Tomorrow,U,U,{X}{U}{U},2.0,Instant,,,
Spell Pierce,U,U,{U},1.0,Instant,,,
"Talrand, Sky Summoner",U,U,{2}{U}{U},4.0,Legendary Creature — Merfolk Wizard,,2,2
Thought Scour,U,U,{U},1.0,Instant,Mill,,
"Venser, Shaper Savant",U,U,{2}{U}{U},4.0,Legendary Creature — Human Wizard,Flash,2,2
Wash Out,U,U,{3}{U},4.0,Sorcery,,,
Apprentice Wizard,U,U,{1}{U}{U},3.0,Creature — Human Wizard,,0,1
Arcum Dagsson,U,U,{3}{U},4.0,Legendary Creature — Human Artificer,,2,2
Argivian Restoration,U,U,{2}{U}{U},4.0,Sorcery,,,
"Braids, Conjurer Adept",U,U,{2}{U}{U},4.0,Legendary Creature — Human Wizard,,2,2
Brainstorm,U,U,{U},1.0,Instant,,,
Cloudreader Sphinx,U,U,{4}{U},5.0,Creature — Sphinx,"Flying, Scry",3,4
Corridor Monitor,U,U,{1}{U},2.0,Artifact Creature — Construct,,1,4
Cyclonic Rift,U,U,{1}{U},2.0,Instant,Overload,,
Deepglow Skate,U,U,{4}{U},5.0,Creature — Fish,,3,3
Esperzoa,U,U,{2}{U},3.0,Artifact Creature — Jellyfish,Flying,4,3
Faerie Mechanist,U,U,{3}{U},4.0,Artifact Creature — Faerie Artificer,Flying,2,2
Force of Will,U,U,{3}{U}{U},5.0,Instant,,,
Frogify,U,U,{1}{U},2.0,Enchantment — Aura,Enchant,,
Grand Architect,U,U,{1}{U}{U},3.0,Creature — Vedalken Artificer,,1,3
Hinder,U,U,{1}{U}{U},3.0,Instant,,,
Inkwell Leviathan,U,U,{7}{U}{U},9.0,Artifact Creature — Leviathan,"Islandwalk, Landwalk, Shroud, Trample",7,11
"Jace, the Mind Sculptor",U,U,{2}{U}{U},4.0,Legendary Planeswalker — Jace,,,
Master of Etherium,U,U,{2}{U},3.0,Artifact Creature — Vedalken Wizard,,*,*
Master Transmuter,U,U,{3}{U},4.0,Artifact Creature — Human Artificer,,1,2
Metallic Rebuke,U,U,{2}{U},3.0,Instant,Improvise,,
Parasitic Strix,U,U,{2}{U},3.0,Artifact Creature — Bird,Flying,2,2
Phyrexian Metamorph,U,U,{3}{U/P},4.0,Artifact Creature — Phyrexian Shapeshifter,,0,0
Pongify,U,U,{U},1.0,Instant,,,
Relic Runner,U,U,{1}{U},2.0,Creature — Human Rogue,,2,1
Reshape,U,U,{X}{U}{U},2.0,Sorcery,,,
Riddlesmith,U,U,{1}{U},2.0,Creature — Human Artificer,,2,1
Rush of Knowledge,U,U,{4}{U},5.0,Sorcery,,,
Sentinel of the Pearl Trident,U,U,{4}{U},5.0,Creature — Merfolk Soldier,Flash,3,3
Serra Sphinx,U,U,{3}{U}{U},5.0,Creature — Sphinx,"Flying, Vigilance",4,4
Steel Sabotage,U,U,{U},1.0,Instant,,,
Thirst for Knowledge,U,U,{2}{U},3.0,Instant,,,
Thought Reflection,U,U,{4}{U}{U}{U},7.0,Enchantment,,,
Treasure Mage,U,U,{2}{U},3.0,Creature — Human Wizard,,2,2
Vedalken Infuser,U,U,{3}{U},4.0,Creature — Vedalken Wizard,,1,4
Well of Ideas,U,U,{5}{U},6.0,Enchantment,,,
Spellskite,U,,{2},2.0,Artifact Creature — Phyrexian Horror,,0,4
Academy Ruins,U,,,0.0,Legendary Land,,,
Energy Flux,U,U,{2}{U},3.0,Enchantment,,,
Island Fish Jasconius,U,U,{4}{U}{U}{U},7.0,Creature — Fish,,6,8
Reconstruction,U,U,{U},1.0,Sorcery,,,
Serendib Efreet,U,U,{2}{U},3.0,Creature — Efreet,Flying,3,4
Unstable Mutation,U,U,{U},1.0,Enchantment — Aura,Enchant,,
Genestealer Locus,U,U,{3}{U},4.0,Creature — Tyranid Human,Neurotraumal Rod,3,3
Genestealer Patriarch,U,U,{4}{U},5.0,Creature — Tyranid,"Children of the Cult, Genestealer's Kiss",4,4
Heralds of Tzeentch,U,U,{4}{U},5.0,Creature — Demon,"Cascade, Flying",3,3
Lord of Change,U,U,{6}{U},7.0,Creature — Demon,"Architect of Deception, Flying, Ward",6,6
Sicarian Infiltrator,U,U,{2}{U},3.0,Artifact Creature — Human Soldier,"Benediction of the Omnissiah, Flash, Squad",1,2
Sister of Silence,U,U,{4}{U},5.0,Creature — Human Knight,"Flash, Psychic Abomination",3,3
Vanguard Suppressor,U,U,{3}{U},4.0,Creature — Astartes Warrior,"Flying, Squad, Suppressing Fire",3,2
Fabricate,U,U,{2}{U},3.0,Sorcery,,,
Aetherize,U,U,{3}{U},4.0,Instant,,,
Reconnaissance Mission,U,U,{2}{U}{U},4.0,Enchantment,Cycling,,
Backfire,U,U,{U},1.0,Enchantment — Aura,Enchant,,
Energy Tap,U,U,{U},1.0,Sorcery,,,
Erosion,U,U,{U}{U}{U},3.0,Enchantment — Aura,Enchant,,
Flood,U,U,{U},1.0,Enchantment,,,
Gaseous Form,U,U,{2}{U},3.0,Enchantment — Aura,Enchant,,
Ghost Ship,U,U,{2}{U}{U},4.0,Creature — Spirit,Flying,2,4
Giant Tortoise,U,U,{1}{U},2.0,Creature — Turtle,,1,1
Leviathan,U,U,{5}{U}{U}{U}{U},9.0,Creature — Leviathan,Trample,10,10
Mind Bomb,U,U,{U},1.0,Sorcery,,,
Psionic Entity,U,U,{4}{U},5.0,Creature — Illusion,,2,2
Relic Bind,U,U,{2}{U},3.0,Enchantment — Aura,Enchant,,
Segovian Leviathan,U,U,{4}{U},5.0,Creature — Leviathan,"Islandwalk, Landwalk",3,3
Sindbad,U,U,{1}{U},2.0,Creature — Human,,1,1
Sunken City,U,U,{U}{U},2.0,Enchantment,,,
Time Elemental,U,U,{2}{U},3.0,Creature — Elemental,,0,2
Zephyr Falcon,U,U,{1}{U},2.0,Creature — Bird,"Flying, Vigilance",1,1
Blue Mana Battery,U,,{4},4.0,Artifact,,,
Acquire,U,U,{3}{U}{U},5.0,Sorcery,,,
Advanced Hoverguard,U,U,{3}{U},4.0,Creature — Drone,Flying,2,2
Artificer's Intuition,U,U,{1}{U},2.0,Enchantment,,,
Beacon of Tomorrows,U,U,{6}{U}{U},8.0,Sorcery,,,
Blinkmoth Infusion,U,U,{12}{U}{U},14.0,Instant,Affinity,,
Condescend,U,U,{X}{U},1.0,Instant,Scry,,
Disruption Aura,U,U,{2}{U},3.0,Enchantment — Aura,Enchant,,
Early Frost,U,U,{1}{U},2.0,Instant,,,
Eyes of the Watcher,U,U,{2}{U},3.0,Enchantment,Scry,,
Fold into Aether,U,U,{2}{U}{U},4.0,Instant,,,
Hoverguard Sweepers,U,U,{6}{U}{U},8.0,Creature — Drone,Flying,5,6
Into Thin Air,U,U,{5}{U},6.0,Instant,Affinity,,
Plasma Elemental,U,U,{5}{U},6.0,Creature — Elemental,,4,1
Qumulox,U,U,{6}{U}{U},8.0,Creature — Beast,"Affinity, Flying",5,4
Serum Visions,U,U,{U},1.0,Sorcery,Scry,,
Spectral Shift,U,U,{1}{U},2.0,Instant,Entwine,,
Thought Courier,U,U,{1}{U},2.0,Creature — Human Wizard,,1,1
Trinket Mage,U,U,{2}{U},3.0,Creature — Human Wizard,,2,2
Neurok Stealthsuit,U,,{2},2.0,Artifact — Equipment,Equip,,
Aether Storm,U,U,{3}{U},4.0,Enchantment,,,
Anti-Magic Aura,U,U,{2}{U},3.0,Enchantment — Aura,Enchant,,
Azure Drake,U,U,{3}{U},4.0,Creature — Drake,Flying,2,4
Binding Grasp,U,U,{3}{U},4.0,Enchantment — Aura,Enchant,,
Dance of Many,U,U,{U}{U},2.0,Enchantment,,,
Dandân,U,U,{U}{U},2.0,Creature — Fish,,4,1
Dark Maze,U,U,{4}{U},5.0,Creature — Wall,Defender,4,5
Deflection,U,U,{3}{U},4.0,Instant,,,
Enervate,U,U,{1}{U},2.0,Instant,,,
Force Spike,U,U,{U},1.0,Instant,,,
Forget,U,U,{U}{U},2.0,Sorcery,,,
Glacial Wall,U,U,{2}{U},3.0,Creature — Wall,Defender,0,7
Homarid Warrior,U,U,{4}{U},5.0,Creature — Homarid Warrior,,3,3
Hydroblast,U,U,{U},1.0,Instant,,,
Juxtapose,U,U,{3}{U},4.0,Sorcery,,,
Krovikan Sorcerer,U,U,{2}{U},3.0,Creature — Human Wizard,,1,1
Labyrinth Minotaur,U,U,{3}{U},4.0,Creature — Minotaur,,1,4
Magus of the Unseen,U,U,{1}{U},2.0,Creature — Human Wizard,,1,1
Memory Lapse,U,U,{1}{U},2.0,Instant,,,
Portent,U,U,{U},1.0,Sorcery,,,
Ray of Command,U,U,{3}{U},4.0,Instant,,,
Recall,U,U,{X}{X}{U},1.0,Sorcery,,,
Reef Pirates,U,U,{1}{U}{U},3.0,Creature — Zombie Pirate,Mill,2,2
Sea Spirit,U,U,{4}{U},5.0,Creature — Elemental Spirit,,2,3
Sea Sprite,U,U,{1}{U},2.0,Creature — Faerie,"Flying, Protection",1,1
Seasinger,U,U,{1}{U}{U},3.0,Creature — Merfolk,,0,1
Sibilant Spirit,U,U,{5}{U},6.0,Creature — Spirit,Flying,5,6
Soul Barrier,U,U,{2}{U},3.0,Enchantment,,,
Updraft,U,U,{1}{U},2.0,Instant,,,
Vodalian Soldiers,U,U,{1}{U},2.0,Creature — Merfolk Soldier,,1,2
Wind Spirit,U,U,{4}{U},5.0,Creature — Elemental Spirit,"Flying, Menace",3,2
Zur's Weirding,U,U,{3}{U},4.0,Enchantment,,,
Sand Silos,U,,,0.0,Land,,,
Svyelunite Temple,U,,,0.0,Land,,,
Abduction,U,U,{2}{U}{U},4.0,Enchantment — Aura,Enchant,,
Ancestral Memories,U,U,{2}{U}{U}{U},5.0,Sorcery,,,
Browse,U,U,{2}{U}{U},4.0,Enchantment,,,
Chill,U,U,{1}{U},2.0,Enchantment,,,
Daring Apprentice,U,U,{1}{U}{U},3.0,Creature — Human Wizard,,1,1
Desertion,U,U,{3}{U}{U},5.0,Instant,,,
Diminishing Returns,U,U,{2}{U}{U},4.0,Sorcery,,,
Dream Cache,U,U,{2}{U},3.0,Sorcery,,,
Flash,U,U,{1}{U},2.0,Instant,,,
Harmattan Efreet,U,U,{2}{U}{U},4.0,Creature — Efreet,Flying,2,2
Horned Turtle,U,U,{2}{U},3.0,Creature — Turtle,,1,4
Insight,U,U,{2}{U},3.0,Enchantment,,,
Inspiration,U,U,{3}{U},4.0,Instant,,,
Library of Lat-Nam,U,U,{4}{U},5.0,Sorcery,,,
Mystical Tutor,U,U,{U},1.0,Instant,,,
Polymorph,U,U,{3}{U},4.0,Sorcery,,,
Prosperity,U,U,{X}{U},1.0,Sorcery,,,
Psychic Transfer,U,U,{4}{U},5.0,Sorcery,,,
Relearn,U,U,{1}{U}{U},3.0,Sorcery,,,
Soldevi Sage,U,U,{1}{U},2.0,Creature — Human Wizard,,1,1
Storm Crow,U,U,{1}{U},2.0,Creature — Bird,Flying,1,2
Tidal Surge,U,U,{1}{U},2.0,Sorcery,,,
Wind Drake,U,U,{2}{U},3.0,Creature — Drake,Flying,2,2
Sky Diamond,U,,{2},2.0,Artifact,,,
Arcane Laboratory,U,U,{2}{U},3.0,Enchantment,,,
Archivist,U,U,{2}{U}{U},4.0,Creature — Human Wizard,,1,1
Baleful Stare,U,U,{2}{U},3.0,Sorcery,,,
Benthic Behemoth,U,U,{5}{U}{U}{U},8.0,Creature — Serpent,"Islandwalk, Landwalk",7,6
Confiscate,U,U,{4}{U}{U},6.0,Enchantment — Aura,Enchant,,
Coral Merfolk,U,U,{1}{U},2.0,Creature — Merfolk,,2,1
Delusions of Mediocrity,U,U,{3}{U},4.0,Enchantment,,,
Equilibrium,U,U,{1}{U}{U},3.0,Enchantment,,,
Fighting Drake,U,U,{2}{U}{U},4.0,Creature — Drake,Flying,2,4
Fleeting Image,U,U,{2}{U},3.0,Creature — Illusion,Flying,2,1
Giant Octopus,U,U,{3}{U},4.0,Creature — Octopus,,3,3
Hibernation,U,U,{2}{U},3.0,Instant,,,
Levitation,U,U,{2}{U}{U},4.0,Enchantment,,,
Mana Breach,U,U,{2}{U},3.0,Enchantment,,,
Mawcor,U,U,{3}{U}{U},5.0,Creature — Beast,Flying,3,3
Opportunity,U,U,{4}{U}{U},6.0,Instant,,,
Opposition,U,U,{2}{U}{U},4.0,Enchantment,,,
Sleight of Hand,U,U,{U},1.0,Sorcery,,,
Telepathic Spies,U,U,{2}{U},3.0,Creature — Human Wizard,,2,2
Temporal Adept,U,U,{1}{U}{U},3.0,Creature — Human Wizard,,1,1
Tolarian Winds,U,U,{1}{U},2.0,Instant,,,
Treasure Trove,U,U,{2}{U}{U},4.0,Enchantment,,,
Vigilant Drake,U,U,{4}{U},5.0,Creature — Drake,Flying,3,3
Vizzerdrix,U,U,{6}{U},7.0,Creature — Rabbit Beast,,6,6
Wall of Wonder,U,U,{2}{U}{U},4.0,Creature — Wall,Defender,1,5
Wind Dancer,U,U,{1}{U},2.0,Creature — Faerie,Flying,1,1
Sea Eagle,U,U,{1}{U},2.0,Creature — Bird,Flying,1,1
Balance of Power,U,U,{3}{U}{U},5.0,Sorcery,,,
Bribery,U,U,{3}{U}{U},5.0,Sorcery,,,
Catalog,U,U,{2}{U},3.0,Instant,,,
Coastal Hornclaw,U,U,{4}{U},5.0,Creature — Bird,,3,3
Coastal Piracy,U,U,{2}{U}{U},4.0,Enchantment,,,
Concentrate,U,U,{2}{U}{U},4.0,Sorcery,,,
Coral Eel,U,U,{1}{U},2.0,Creature — Fish,,2,1
Cowardice,U,U,{3}{U}{U},5.0,Enchantment,,,
Curiosity,U,U,{U},1.0,Enchantment — Aura,Enchant,,
Flash Counter,U,U,{1}{U},2.0,Instant,,,
Index,U,U,{U},1.0,Sorcery,,,
Intruder Alarm,U,U,{2}{U},3.0,Enchantment,,,
Merchant of Secrets,U,U,{2}{U},3.0,Creature — Human Wizard,,1,1
Merchant Scroll,U,U,{1}{U},2.0,Sorcery,,,
Rewind,U,U,{2}{U}{U},4.0,Instant,,,
Sage of Lat-Nam,U,U,{1}{U},2.0,Creature — Human Artificer,,1,2
Shifting Sky,U,U,{2}{U},3.0,Enchantment,,,
Sneaky Homunculus,U,U,{1}{U},2.0,Creature — Homunculus Illusion,,1,1
Tidal Kraken,U,U,{5}{U}{U}{U},8.0,Creature — Kraken,,6,6
Trade Routes,U,U,{1}{U},2.0,Enchantment,,,
Wrath of Marit Lage,U,U,{3}{U}{U},5.0,Enchantment,,,
Annex,U,U,{2}{U}{U},4.0,Enchantment — Aura,Enchant,,
Battle of Wits,U,U,{3}{U}{U},5.0,Enchantment,,,
Dream Prowler,U,U,{2}{U}{U},4.0,Creature — Illusion,,1,5
Exhaustion,U,U,{2}{U},3.0,Sorcery,,,
Fishliver Oil,U,U,{1}{U},2.0,Enchantment — Aura,Enchant,,
Imaginary Pet,U,U,{1}{U},2.0,Creature — Illusion,,4,4
Sage Aven,U,U,{3}{U},4.0,Creature — Bird Wizard,Flying,1,3
Sea's Claim,U,U,{U},1.0,Enchantment — Aura,Enchant,,
Time Ebb,U,U,{2}{U},3.0,Sorcery,,,
Wanderguard Sentry,U,U,{4}{U},5.0,Creature — Drone,,3,3
Withering Gaze,U,U,{2}{U},3.0,Sorcery,,,
Accumulated Knowledge,U,U,{1}{U},2.0,Instant,,,
Arcane Denial,U,U,{1}{U},2.0,Instant,,,
Bident of Thassa,U,U,{2}{U}{U},4.0,Legendary Enchantment Artifact,,,
Blue Sun's Zenith,U,U,{X}{U}{U}{U},3.0,Instant,,,
"Borrowing 100,000 Arrows",U,U,{2}{U},3.0,Sorcery,,,
Brine Elemental,U,U,{4}{U}{U},6.0,Creature — Elemental,Morph,5,4
Choking Tethers,U,U,{3}{U},4.0,Instant,Cycling,,
Coralhelm Guide,U,U,{1}{U},2.0,Creature — Merfolk Scout Ally,,2,1
Cursecatcher,U,U,{U},1.0,Creature — Merfolk Wizard,,1,1
Dragon's Eye Savants,U,U,{1}{U},2.0,Creature — Human Wizard,Morph,0,6
Exclude,U,U,{2}{U},3.0,Instant,,,
Fathom Seer,U,U,{1}{U},2.0,Creature — Illusion,Morph,1,3
Freed from the Real,U,U,{2}{U},3.0,Enchantment — Aura,Enchant,,
Genju of the Falls,U,U,{U},1.0,Enchantment — Aura,Enchant,,
"Jalira, Master Polymorphist",U,U,{3}{U},4.0,Legendary Creature — Human Wizard,,2,2
Man-o'-War,U,U,{2}{U},3.0,Creature — Jellyfish,,2,2
Murder of Crows,U,U,{3}{U}{U},5.0,Creature — Bird,Flying,4,4
Mystic of the Hidden Way,U,U,{4}{U},5.0,Creature — Human Monk,Morph,3,2
Pact of Negation,U,U,{0},0.0,Instant,,,
Phantasmal Bear,U,U,{U},1.0,Creature — Bear Illusion,,2,2
Reef Worm,U,U,{3}{U},4.0,Creature — Worm,,0,1
Retraction Helix,U,U,{U},1.0,Instant,,,
Shoreline Ranger,U,U,{5}{U},6.0,Creature — Bird Soldier Ranger,"Cycling, Flying, Islandcycling, Landcycling",3,4
Totally Lost,U,U,{4}{U},5.0,Instant,,,
Twisted Image,U,U,{U},1.0,Instant,,,
Vendilion Clique,U,U,{1}{U}{U},3.0,Legendary Creature — Faerie Wizard,"Flash, Flying",3,1
Vesuvan Shapeshifter,U,U,{3}{U}{U},5.0,Creature — Shapeshifter,Morph,0,0
Willbender,U,U,{1}{U},2.0,Creature — Human Wizard,Morph,1,2
Assassin Gauntlet,U,U,{2}{U},3.0,Artifact — Equipment,Equip,,
Ballad of the Black Flag,U,U,{1}{U}{U},3.0,Enchantment — Saga,Mill,,
Become Anonymous,U,U,{2}{U}{U},4.0,Instant,Cloak,,
"Crystal Skull, Isu Spyglass",U,U,{2}{U}{U},4.0,Legendary Artifact,,,
Desynchronization,U,U,{2}{U}{U},4.0,Instant,,,
Eagle Vision,U,U,{4}{U},5.0,Sorcery,Freerunning,,
Escape Detection,U,U,{1}{U}{U},3.0,Instant,Freerunning,,
Evie Frye,U,U,{1}{U},2.0,Legendary Creature — Human Assassin,"Partner, Partner with",2,1
Leonardo da Vinci,U,U,{2}{U},3.0,Legendary Creature — Human Artificer,,3,3
Loyal Inventor,U,U,{2}{U},3.0,Creature — Human Artificer,Vigilance,2,3
Propaganda,U,U,{2}{U},3.0,Enchantment,,,
Temporal Trespass,U,U,{8}{U}{U}{U},11.0,Sorcery,Delve,,
