name,colorIdentity,colors,manaCost,manaValue,type,keywords,power,toughness
Necrogenesis,"B, G","B, G",{B}{G},2.0,Enchantment,,,
Quagmire Druid,"B, G",B,{2}{B},3.0,Creature — Zombie Druid,,2,2
Strength of Night,"B, G",G,{2}{G},3.0,Instant,Kicker,,
Consume Strength,"B, G","B, G",{1}{B}{G},3.0,Instant,,,
Death Mutation,"B, G","B, G",{6}{B}{G},8.0,Sorcery,,,
Ebony Treefolk,"B, G","B, G",{1}{B}{G},3.0,Creature — Treefolk,,3,3
Llanowar Dead,"B, G","B, G",{B}{G},2.0,Creature — Zombie Elf,,2,2
Spiritmonger,"B, G","B, G",{3}{B}{G},5.0,Creature — Beast,,6,6
Life // Death,"B, G",G,{G},3.0,Sorcery,,,
Marrow Chomper,"B, G","B, G",{3}{B}{G},5.0,Creature — Zombie Lizard,Devour,3,3
Morbid Bloom,"B, G","B, G",{4}{B}{G},6.0,Sorcery,,,
Putrid Leech,"B, G","B, G",{B}{G},2.0,Creature — Zombie Leech,,2,2
Brood Butcher,"B, G",,{3}{B}{G},5.0,Creature — Eldrazi Drone,Devoid,3,3
Catacomb Sifter,"B, G",,{1}{B}{G},3.0,Creature — Eldrazi Drone,"Devoid, Scry",2,3
"Camellia, the Seedmiser","B, G","B, G",{1}{B}{G},3.0,Legendary Creature — Squirrel Warlock,"Forage, Menace",3,3
Corpseberry Cultivator,"B, G","B, G",{1}{B/G}{B/G},3.0,Creature — Squirrel Warlock,Forage,2,3
Vinereap Mentor,"B, G","B, G",{B}{G},2.0,Creature — Squirrel Druid,Food,3,2
"Ygra, Eater of All","B, G","B, G",{3}{B}{G},5.0,Legendary Creature — Elemental Cat,Ward,6,6
Hazel of the Rootbloom,"B, G","B, G",{2}{B}{G},4.0,Legendary Creature — Squirrel Druid,,3,5
The Odd Acorn Gang,"B, G","B, G",{3}{B}{G},5.0,Legendary Creature — Squirrel Warrior,"Menace, Reach, Trample",5,5
"Chatterfang, Squirrel General","B, G",G,{2}{G},3.0,Legendary Creature — Squirrel Warrior,Forestwalk,3,3
The Gitrog Monster,"B, G","B, G",{3}{B}{G},5.0,Legendary Creature — Frog Horror,Deathtouch,6,6
"Garruk, Cursed Huntsman","B, G","B, G",{4}{B}{G},6.0,Legendary Planeswalker — Garruk,,,
Casualties of War,"B, G","B, G",{2}{B}{B}{G}{G},6.0,Sorcery,,,
Tear Asunder,"B, G",G,{1}{G},2.0,Instant,Kicker,,
Beledros Witherbloom,"B, G","B, G",{5}{B}{G},7.0,Legendary Creature — Elder Dragon,Flying,4,4
Binding the Old Gods,"B, G","B, G",{2}{B}{G},4.0,Enchantment — Saga,,,
Moldervine Reclamation,"B, G","B, G",{3}{B}{G},5.0,Enchantment,,,
Poison-Tip Archer,"B, G","B, G",{2}{B}{G},4.0,Creature — Elf Archer,"Deathtouch, Reach",2,3
Putrefy,"B, G","B, G",{1}{B}{G},3.0,Instant,,,
Ravenous Squirrel,"B, G","B, G",{B/G},1.0,Creature — Squirrel,,1,1
Skyfisher Spider,"B, G","B, G",{2}{B}{G},4.0,Creature — Spider,Reach,3,3
Windgrace's Judgment,"B, G","B, G",{3}{B}{G},5.0,Instant,,,
Golgari Signet,"B, G",,{2},2.0,Artifact,,,
Talisman of Resilience,"B, G",,{2},2.0,Artifact,,,
Grim Backwoods,"B, G",,,0.0,Land,,,
Haunted Mire,"B, G",,,0.0,Land — Swamp Forest,,,
Jungle Hollow,"B, G",,,0.0,Land,,,
Necroblossom Snarl,"B, G",,,0.0,Land,,,
Tainted Wood,"B, G",,,0.0,Land,,,
Temple of Malady,"B, G",,,0.0,Land,Scry,,
Viridescent Bog,"B, G",,,0.0,Land,,,
Woodland Cemetery,"B, G",,,0.0,Land,,,
Graverobber Spider,"B, G",G,{3}{G},4.0,Creature — Spider,Reach,2,4
Deathbloom Ritualist,"B, G","B, G",{3}{B}{G},5.0,Creature — Elf Warlock,,3,5
Golgari Guildmage,"B, G","B, G",{B/G}{B/G},2.0,Creature — Elf Shaman,,2,2
Plague Boiler,"B, G",,{3},3.0,Artifact,,,
Golgari Guildgate,"B, G",,,0.0,Land — Gate,,,
Meren of Clan Nel Toth,"B, G","B, G",{2}{B}{G},4.0,Legendary Creature — Human Shaman,,3,4
Golgari Charm,"B, G","B, G",{B}{G},2.0,Instant,,,
Grisly Salvage,"B, G","B, G",{B}{G},2.0,Instant,,,
"Jarad, Golgari Lich Lord","B, G","B, G",{B}{B}{G}{G},4.0,Legendary Creature — Zombie Elf,,2,2
Korozda Guildmage,"B, G","B, G",{B}{G},2.0,Creature — Elf Shaman,,2,2
Vulturous Zombie,"B, G","B, G",{3}{B}{G},5.0,Creature — Plant Zombie,Flying,3,3
"Ikra Shidiqi, the Usurper","B, G","B, G",{3}{B}{G},5.0,Legendary Creature — Snake Wizard,"Menace, Partner",3,7
"Reyhan, Last of the Abzan","B, G","B, G",{1}{B}{G},3.0,Legendary Creature — Human Warrior,Partner,0,0
Corpsejack Menace,"B, G","B, G",{2}{B}{G},4.0,Creature — Fungus,,4,4
Nath of the Gilt-Leaf,"B, G","B, G",{3}{B}{G},5.0,Legendary Creature — Elf Warrior,,4,4
Worm Harvest,"B, G","B, G",{2}{B/G}{B/G}{B/G},5.0,Sorcery,Retrace,,
Gaze of Granite,"B, G","B, G",{X}{B}{B}{G},3.0,Sorcery,,,
"Grismold, the Dreadsower","B, G","B, G",{1}{B}{G},3.0,Legendary Creature — Troll Shaman,Trample,3,3
Vraska the Unseen,"B, G","B, G",{3}{B}{G},5.0,Legendary Planeswalker — Vraska,,,
Deadbridge Chant,"B, G","B, G",{4}{B}{G},6.0,Enchantment,Mill,,
Deathsprout,"B, G","B, G",{1}{B}{B}{G},4.0,Instant,,,
Find // Finality,"B, G","B, G",{B/G}{B/G},8.0,Sorcery,,,
Nyx Weaver,"B, G","B, G",{1}{B}{G},3.0,Enchantment Creature — Spider,"Mill, Reach",2,3
"Gyome, Master Chef","B, G","B, G",{2}{B}{G},4.0,Legendary Creature — Troll Warlock,"Food, Trample",5,3
"Willowdusk, Essence Seer","B, G","B, G",{1}{B}{G},3.0,Legendary Creature — Dryad Druid,,3,3
Revival Experiment,"B, G","B, G",{4}{B}{G},6.0,Sorcery,,,
Gluttonous Troll,"B, G","B, G",{2}{B}{G},4.0,Creature — Troll,"Food, Trample",3,3
Leyline Prowler,"B, G","B, G",{1}{B}{G},3.0,Creature — Nightmare Beast,"Deathtouch, Lifelink",2,3
Sapling of Colfenor,"B, G","B, G",{3}{B/G}{B/G},5.0,Legendary Creature — Treefolk Shaman,Indestructible,2,5
"Baba Lysaga, Night Witch","B, G","B, G",{1}{B}{G},3.0,Legendary Creature — Human Warlock,,3,3
"Kagha, Shadow Archdruid","B, G","B, G",{2}{B}{G},4.0,Legendary Creature — Elf Druid,Mill,1,4
Lounge,"B, G",,,0.0,Land,Investigate,,
"Amzu, Swarm's Hunger","B, G","B, G",{3}{B}{G},5.0,Legendary Creature — Insect Shaman,"Flying, Menace",3,3
Sludge Titan,"B, G","B, G",{4}{B/G}{B/G},6.0,Creature — Zombie Giant,"Mill, Trample",6,6
Tribune of Rot,"B, G","B, G",{1}{B/G}{B/G},3.0,Creature — Elf Shaman,Mill,3,3
Pitiless Gorgon,"B, G","B, G",{1}{B/G}{B/G},3.0,Creature — Gorgon,Deathtouch,2,2
Status // Statue,"B, G","B, G",{B/G},5.0,Instant,,,
Underrealm Lich,"B, G","B, G",{3}{B}{G},5.0,Creature — Zombie Elf Shaman,,4,3
Overgrown Tomb,"B, G",,,0.0,Land — Swamp Forest,,,
Desecrator Hag,"B, G","B, G",{2}{B/G}{B/G},4.0,Creature — Hag,,2,2
"Svogthos, the Restless Tomb","B, G",,,0.0,Land,,,
Golgari Death Swarm,"B, G","B, G",{3}{B}{G},5.0,Creature — Bat Fungus Horror,"Flying, Vigilance",4,4
Graveyard Dig,"B, G","B, G",{1}{B/G},2.0,Sorcery,,,
Pick Your Poison,"B, G","B, G",{3}{B}{G},5.0,Sorcery,,,
Noxious Bayou,"B, G",,,0.0,Land,,,
"Slimefoot, the Stowaway","B, G","B, G",{1}{B}{G},3.0,Legendary Creature — Fungus,,2,3
Undergrowth Stadium,"B, G",,,0.0,Land,,,
Culling Ritual,"B, G","B, G",{2}{B}{G},4.0,Sorcery,,,
Abomination of Llanowar,"B, G","B, G",{1}{B}{G},3.0,Legendary Creature — Elf Horror,"Menace, Vigilance",*,*
"Belbe, Corrupted Observer","B, G","B, G",{B}{G},2.0,Legendary Creature — Phyrexian Zombie Elf,,2,2
Pharika's Mender,"B, G","B, G",{3}{B}{G},5.0,Creature — Gorgon,,4,3
Reaper of the Wilds,"B, G","B, G",{2}{B}{G},4.0,Creature — Gorgon,Scry,4,5
Autumn Willow and Baron Sengir,"B, G","B, G",{4}{B}{G},6.0,Legendary Creature — Avatar Vampire Noble,"Flying, Shroud",5,5
Trash Panda,"B, G","B, G",{4}{B}{G},6.0,Creature — Raccoon Bear,"Food, Mill",5,5
"Groaaaaag, Hungry Monster","B, G","B, G",{4}{B}{G},6.0,Legendary Creature — Ooze,,4,4
Emrakul and Chatterfang,"B, G",,{8}{G}{G}{G},11.0,Legendary Creature — Eldrazi Squirrel,"Devoid, Flying, Forestwalk, Protection, Trample",15,15
Diregraf Rebirth,"B, G","B, G",{3}{B}{G},5.0,Sorcery,Flashback,,
Ghoulcaller's Harvest,"B, G","B, G",{B}{G},2.0,Sorcery,Flashback,,
Grizzly Ghoul,"B, G","B, G",{2}{B}{G},4.0,Creature — Zombie Bear,Trample,4,3
Old Stickfingers,"B, G","B, G",{X}{B}{G},2.0,Legendary Creature — Horror,,*,*
Dig Up,"B, G",G,{G},1.0,Sorcery,Cleave,,
Ancient Lumberknot,"B, G","B, G",{2}{B}{G},4.0,Creature — Treefolk,,1,4
Old Rutstein,"B, G","B, G",{1}{B}{G},3.0,Legendary Creature — Human Peasant,"Mill, Treasure",1,4
Deathcap Glade,"B, G",,,0.0,Land,,,
Elves of Deep Shadow,"B, G",G,{G},1.0,Creature — Elf Druid,,1,1
Shambling Shell,"B, G","B, G",{1}{B}{G},3.0,Creature — Plant Zombie,"Dredge, Mill",3,1
Golgari Rotwurm,"B, G","B, G",{3}{B}{G},5.0,Creature — Zombie Wurm,,5,4
Gleancrawler,"B, G","B, G",{3}{B/G}{B/G}{B/G},6.0,Creature — Insect Horror,Trample,6,6
Doomgape,"B, G","B, G",{4}{B/G}{B/G}{B/G},7.0,Creature — Elemental,Trample,10,10
Golgari Germination,"B, G","B, G",{1}{B}{G},3.0,Enchantment,,,
Vigor Mortis,"B, G",B,{2}{B}{B},4.0,Sorcery,,,
Stonefare Crocodile,"B, G",G,{2}{G},3.0,Creature — Crocodile,,3,2
Drooling Groodion,"B, G","B, G",{3}{B}{B}{G},6.0,Creature — Beast,,4,3
Treasured Find,"B, G","B, G",{B}{G},2.0,Sorcery,,,
Drown in Filth,"B, G","B, G",{B}{G},2.0,Sorcery,Mill,,
Korozda Gorgon,"B, G","B, G",{3}{B}{G},5.0,Creature — Gorgon,Deathtouch,2,5
Rot Farm Skeleton,"B, G","B, G",{2}{B}{G},4.0,Creature — Plant Skeleton,Mill,4,1
"Varolz, the Scar-Striped","B, G","B, G",{1}{B}{G},3.0,Legendary Creature — Troll Warrior,,2,2
Down // Dirty,"B, G",B,{3}{B},7.0,Sorcery,Fuse,,
Golgari Cluestone,"B, G",,{3},3.0,Artifact,,,
Deadly Allure,"B, G",B,{B},1.0,Sorcery,Flashback,,
Choking Miasma,"B, G",B,{1}{B}{B},3.0,Sorcery,Kicker,,
Urborg Repossession,"B, G",B,{B},1.0,Sorcery,Kicker,,
Bog Badger,"B, G",G,{2}{G},3.0,Creature — Badger,Kicker,3,3
Bortuk Bonerattle,"B, G","B, G",{4}{B}{G},6.0,Legendary Creature — Troll Shaman,Domain,4,4
"Nemata, Primeval Warden","B, G","B, G",{2}{B}{G},4.0,Legendary Creature — Treefolk,Reach,3,4
"Uurg, Spawn of Turg","B, G","B, G",{B}{B}{G},3.0,Legendary Creature — Frog Beast,Surveil,*,5
"A-Uurg, Spawn of Turg","B, G","B, G",{B}{B}{G},3.0,Legendary Creature — Frog Beast,Surveil,*,5
Wormwood Treefolk,"B, G",G,{3}{G}{G},5.0,Creature — Treefolk,,4,4
Dark Heart of the Wood,"B, G","B, G",{B}{G},2.0,Enchantment,,,
"Rendmaw, Creaking Nest","B, G","B, G",{3}{B}{G},5.0,Legendary Artifact Creature — Scarecrow,"Goad, Menace, Reach",5,5
"Winter, Cynical Opportunist","B, G","B, G",{2}{B}{G},4.0,Legendary Creature — Human Warlock,"Deathtouch, Delirium, Mill",2,5
Convert to Slime,"B, G","B, G",{3}{B}{G},5.0,Sorcery,Delirium,,
Deathcap Cultivator,"B, G",G,{1}{G},2.0,Creature — Human Druid,Delirium,2,1
"Ishkanah, Grafwidow","B, G",G,{4}{G},5.0,Legendary Creature — Spider,"Delirium, Reach",3,5
"Grist, the Hunger Tide","B, G","B, G",{1}{B}{G},3.0,Legendary Planeswalker — Grist,Mill,,
Darkmoss Bridge,"B, G",,,0.0,Artifact Land,Indestructible,,
Broodspinner,"B, G","B, G",{B}{G},2.0,Creature — Spider,"Reach, Surveil",2,3
Drag to the Roots,"B, G","B, G",{2}{B}{G},4.0,Instant,Delirium,,
The Swarmweaver,"B, G","B, G",{2}{B}{G},4.0,Legendary Artifact Creature — Scarecrow,Delirium,2,3
Strangled Cemetery,"B, G",,,0.0,Land,,,
Shaman of the Pack,"B, G","B, G",{1}{B}{G},3.0,Creature — Elf Shaman,,3,2
Deathrite Shaman,"B, G","B, G",{B/G},1.0,Creature — Elf Shaman,,1,2
Savvy Hunter,"B, G","B, G",{1}{B}{G},3.0,Creature — Human Warrior,Food,3,3
Deathless Knight,"B, G","B, G",{B/G}{B/G}{B/G}{B/G},4.0,Creature — Skeleton Knight,Haste,4,2
Blightsoil Druid,"B, G",B,{1}{B},2.0,Creature — Elf Druid,,1,2
Mournwillow,"B, G","B, G",{1}{B}{G},3.0,Creature — Plant Skeleton,"Delirium, Haste",3,2
Creakwood Ghoul,"B, G",B,{4}{B},5.0,Creature — Plant Zombie,,3,3
Canker Abomination,"B, G","B, G",{2}{B/G}{B/G},4.0,Creature — Treefolk Horror,,6,6
Cankerous Thirst,"B, G","B, G",{3}{B/G},4.0,Instant,,,
Deity of Scars,"B, G","B, G",{B/G}{B/G}{B/G}{B/G}{B/G},5.0,Creature — Spirit Avatar,Trample,7,7
Drain the Well,"B, G","B, G",{2}{B/G}{B/G},4.0,Sorcery,,,
Gift of the Deity,"B, G","B, G",{4}{B/G},5.0,Enchantment — Aura,Enchant,,
Hag Hedge-Mage,"B, G","B, G",{2}{B/G},3.0,Creature — Hag Shaman,,2,2
Noxious Hatchling,"B, G","B, G",{3}{B/G},4.0,Creature — Elemental,Wither,6,6
Odious Trow,"B, G","B, G",{B/G},1.0,Creature — Troll,,1,1
Quillspike,"B, G","B, G",{2}{B/G},3.0,Creature — Beast,,1,1
Rendclaw Trow,"B, G","B, G",{2}{B/G},3.0,Creature — Troll,"Persist, Wither",2,2
Stalker Hag,"B, G","B, G",{B/G}{B/G}{B/G},3.0,Creature — Hag,"Forestwalk, Swampwalk",3,2
Woodlurker Mimic,"B, G","B, G",{1}{B/G},2.0,Creature — Shapeshifter,,2,1
Wardens of the Cycle,"B, G","B, G",{1}{B}{G}{G},4.0,Creature — Elf Warlock,Morbid,3,4
"Lathril, Blade of the Elves","B, G","B, G",{2}{B}{G},4.0,Legendary Creature — Elf Noble,Menace,2,3
Deadly Brew,"B, G","B, G",{B}{G},2.0,Sorcery,,,
Grim Contest,"B, G","B, G",{1}{B}{G},3.0,Instant,,,
"Izoni, Thousand-Eyed","B, G","B, G",{2}{B}{B}{G}{G},6.0,Legendary Creature — Elf Shaman,Undergrowth,2,3
Abrupt Decay,"B, G","B, G",{B}{G},2.0,Instant,,,
Grave-Shell Scarab,"B, G","B, G",{2}{B}{G}{G},5.0,Creature — Insect,"Dredge, Mill",4,4
"Savra, Queen of the Golgari","B, G","B, G",{2}{B}{G},4.0,Legendary Creature — Elf Shaman,,2,2
Sisters of Stone Death,"B, G","B, G",{4}{B}{B}{G}{G},8.0,Legendary Creature — Gorgon,,7,5
Charnel Troll,"B, G","B, G",{1}{B}{G},3.0,Creature — Troll,Trample,4,4
Erstwhile Trooper,"B, G","B, G",{1}{B}{G},3.0,Creature — Zombie Soldier,,2,2
Golgari Findbroker,"B, G","B, G",{B}{B}{G}{G},4.0,Creature — Elf Shaman,,3,4
Molderhulk,"B, G","B, G",{7}{B}{G},9.0,Creature — Fungus Zombie,Undergrowth,6,6
Ochran Assassin,"B, G","B, G",{1}{B}{G},3.0,Creature — Elf Assassin,Deathtouch,1,1
Rhizome Lurcher,"B, G","B, G",{2}{B}{G},4.0,Creature — Fungus Zombie,Undergrowth,2,2
Swarm Guildmage,"B, G","B, G",{B}{G},2.0,Creature — Elf Shaman,,2,2
Undercity Uprising,"B, G","B, G",{2}{B}{G},4.0,Sorcery,Fight,,
"Vraska, Golgari Queen","B, G","B, G",{2}{B}{G},4.0,Legendary Planeswalker — Vraska,,,
Golgari Locket,"B, G",,{3},3.0,Artifact,,,
"Vraska, Regal Gorgon","B, G","B, G",{5}{B}{G},7.0,Legendary Planeswalker — Vraska,,,
Attendant of Vraska,"B, G","B, G",{1}{B}{G},3.0,Creature — Zombie Soldier,,3,3
Vraska's Stoneglare,"B, G","B, G",{4}{B}{G},6.0,Sorcery,,,
"Sarevok, Mighty Usurper","B, G","B, G",{3}{B}{G},5.0,Legendary Creature — Human Knight,Trample,4,4
"Shadowheart, Cleric of Twilight","B, G","B, G",{1}{B}{G},3.0,Legendary Creature — Human Elf Cleric,Deathtouch,4,4
"Viconia, Disciple of Strength","B, G","B, G",{1}{B}{G},3.0,Legendary Creature — Elf Cleric,Conjure,3,4
"Jaheira, Ruthless Harper","B, G","B, G",{1}{B}{G},3.0,Legendary Creature — Human Elf Druid,"Hexproof, Hexproof from",3,4
"Lukamina, Scorpion Form","B, G","B, G",{2}{B}{G},4.0,Legendary Creature — Scorpion Druid,Deathtouch,4,4
"Skanos, Black Dragon Vassal","B, G","B, G",{4}{B}{G},6.0,Legendary Creature — Dragon Ranger,Menace,5,5
"Wilson, Fearsome Bear","B, G","B, G",{1}{B}{G},3.0,Legendary Creature — Bear Warrior,"Menace, Reach, Trample, Ward",4,4
Back for More,"B, G","B, G",{4}{B}{G},6.0,Instant,Fight,,
Boneyard Lurker,"B, G","B, G",{2}{B}{G},4.0,Creature — Nightmare Beast,Mutate,4,4
"Chevill, Bane of Monsters","B, G","B, G",{B}{G},2.0,Legendary Creature — Human Rogue,Deathtouch,1,3
Skull Prophet,"B, G","B, G",{B}{G},2.0,Creature — Human Druid,Mill,3,1
Fiend Artisan,"B, G","B, G",{B/G}{B/G},2.0,Creature — Nightmare,,1,1
"Umori, the Collector","B, G","B, G",{2}{B/G}{B/G},4.0,Legendary Creature — Ooze,Companion,4,5
"Garruk Relentless // Garruk, the Veil-Cursed","B, G",G,{3}{G},4.0,Legendary Planeswalker — Garruk,Transform,,
Drey Keeper,"B, G","B, G",{3}{B}{G},5.0,Creature — Elf Druid,,2,2
Rotwidow Pack,"B, G","B, G",{2}{B}{G},4.0,Creature — Spider,Reach,2,4
"Zask, Skittering Swarmlord","B, G",G,{3}{G}{G},5.0,Legendary Creature — Insect,Mill,5,5
"Aphelia, Viper Whisperer","B, G",B,{1}{B},2.0,Legendary Creature — Gorgon Assassin,Deathtouch,1,3
Tyvar Kell,"B, G",G,{2}{G}{G},4.0,Legendary Planeswalker — Tyvar,,,
"Pharika, God of Affliction","B, G","B, G",{1}{B}{G},3.0,Legendary Enchantment Creature — God,Indestructible,5,5
Elderfang Venom,"B, G","B, G",{2}{B}{G},4.0,Enchantment,,,
Rhys the Exiled,"B, G",G,{2}{G},3.0,Legendary Creature — Elf Warrior,,3,2
Twinblade Assassins,"B, G","B, G",{3}{B}{G},5.0,Creature — Elf Assassin,,5,4
A-Tyvar Kell,"B, G",G,{2}{G}{G},4.0,Legendary Planeswalker — Tyvar,,,
"Harald, King of Skemfar","B, G","B, G",{1}{B}{G},3.0,Legendary Creature — Elf Warrior,Menace,3,2
"A-Harald, King of Skemfar","B, G","B, G",{1}{B}{G},3.0,Legendary Creature — Elf Warrior,Menace,3,2
Harald Unites the Elves,"B, G","B, G",{2}{B}{G},4.0,Enchantment — Saga,Mill,,
A-Harald Unites the Elves,"B, G","B, G",{2}{B}{G},4.0,Enchantment — Saga,Mill,,
"Sarulf, Realm Eater","B, G","B, G",{1}{B}{G},3.0,Legendary Creature — Wolf,,3,3
Darkbore Pathway // Slitherbore Pathway,"B, G",,,0.0,Land,,,
Skemfar Elderhall,"B, G",,,0.0,Land,,,
A-Skemfar Elderhall,"B, G",,,0.0,Land,,,
Woodland Chasm,"B, G",,,0.0,Snow Land — Swamp Forest,,,
Hazardous Conditions,"B, G","B, G",{2}{B}{G},4.0,Sorcery,,,
Blooming Marsh,"B, G",,,0.0,Land,,,
Kheru Dreadmaw,"B, G",B,{4}{B},5.0,Creature — Zombie Crocodile,Defender,4,4
Archers' Parapet,"B, G",G,{1}{G},2.0,Creature — Wall,Defender,0,5
Death Frenzy,"B, G","B, G",{3}{B}{G},5.0,Sorcery,,,
Kin-Tree Invocation,"B, G","B, G",{B}{G},2.0,Sorcery,,,
Rakshasa Deathdealer,"B, G","B, G",{B}{G},2.0,Creature — Demon,,2,2
"Akawalli, the Seething Tower","B, G","B, G",{1}{B}{G},3.0,Legendary Creature — Fungus,Descend,3,3
The Mycotyrant,"B, G","B, G",{1}{B}{G},3.0,Legendary Creature — Elder Fungus,Trample,*,*
Squirming Emergence,"B, G","B, G",{1}{B}{G},3.0,Sorcery,Fathomless descent,,
Gilt-Leaf Palace,"B, G",,,0.0,Land,,,
"Pippin, Warden of Isengard","B, G","B, G",{B}{G},2.0,Legendary Creature — Halfling Advisor,"Food, Partner, Partner with",2,2
Old Man Willow,"B, G","B, G",{2}{B}{G},4.0,Legendary Creature — Treefolk,,*,*
Rise of the Witch-king,"B, G","B, G",{2}{B}{G},4.0,Sorcery,,,
"Shelob, Child of Ungoliant","B, G","B, G",{4}{B}{G},6.0,Legendary Creature — Spider Demon,"Deathtouch, Food, Ward",8,8
"Sméagol, Helpful Guide","B, G","B, G",{1}{B}{G},3.0,Legendary Creature — Halfling Horror,,4,2
"Garruk, Apex Predator","B, G","B, G",{5}{B}{G},7.0,Legendary Planeswalker — Garruk,,,
Infested Thrinax,"B, G","B, G",{3}{B}{G},5.0,Creature — Lizard,Flash,4,4
Tyvar the Bellicose,"B, G","B, G",{2}{B}{G},4.0,Legendary Creature — Elf Warrior,,5,4
"Hogaak, Arisen Necropolis","B, G","B, G",{5}{B/G}{B/G},7.0,Legendary Creature — Avatar,"Convoke, Delve, Trample",8,8
"Fludge, Gunk Guardian","B, G","B, G",{3}{B}{G},5.0,Legendary Creature — Slug Ooze,,5,5
"Glissa, the Traitor","B, G","B, G",{B}{G}{G},3.0,Legendary Creature — Phyrexian Zombie Elf,"Deathtouch, First strike",3,3
Carth the Lion,"B, G","B, G",{2}{B}{G},4.0,Legendary Creature — Human Warrior,,3,5
Cursed Wombat,"B, G","B, G",{B}{G},2.0,Creature — Nightmare Wombat,Adapt,2,3
Expanding Ooze,"B, G","B, G",{1}{B}{G},3.0,Creature — Ooze,Adapt,3,3
Wight of the Reliquary,"B, G","B, G",{B}{G},2.0,Creature — Zombie Knight,Vigilance,2,2
"Grist, Voracious Larva // Grist, the Plague Swarm","B, G",G,{G},1.0,Legendary Creature — Insect,"Deathtouch, Transform",1,2
Revitalizing Repast // Old-Growth Grove,"B, G","B, G",{B/G},1.0,Instant,,,
Cadaverous Bloom,"B, G","B, G",{3}{B}{G},5.0,Enchantment,,,
Grim Feast,"B, G","B, G",{1}{B}{G},3.0,Enchantment,,,
Insidious Roots,"B, G","B, G",{B}{G},2.0,Enchantment,,,
"Izoni, Center of the Web","B, G","B, G",{4}{B}{G},6.0,Legendary Creature — Elf Detective,"Collect evidence, Menace, Surveil",5,4
Kraul Whipcracker,"B, G","B, G",{B}{G},2.0,Creature — Insect Assassin,Reach,3,2
Rakish Scoundrel,"B, G","B, G",{2}{B}{G},4.0,Creature — Elf Rogue,"Deathtouch, Disguise",3,3
Urgent Necropsy,"B, G","B, G",{2}{B}{G},4.0,Instant,,,
Underground Mortuary,"B, G",,,0.0,Land — Swamp Forest,Surveil,,
Blightreaper Thallid // Blightsower Thallid,"B, G",B,{1}{B},2.0,Creature — Fungus,Transform,2,2
Herbology Instructor // Malady Invoker,"B, G",G,{1}{G},2.0,Creature — Treefolk Druid,Transform,1,3
Elvish Vatkeeper,"B, G","B, G",{1}{B}{G},3.0,Creature — Phyrexian Elf,"Incubate, Transform",3,3
