name,colorIdentity,colors,manaCost,manaValue,type,keywords,power,toughness
Darksteel Axe,None,,{1},1.0,Artifact — Equipment,"Equip, Indestructible",,
Darksteel Forge,None,,{9},9.0,Artifact,,,
Duplicant,None,,{6},6.0,Artifact Creature — Shapeshifter,Imprint,2,4
Eager Construct,None,,{2},2.0,Artifact Creature — Construct,Scry,2,2
Endless Atlas,None,,{2},2.0,Artifact,,,
Engineered Explosives,None,,{X},0.0,Artifact,Sunburst,,
Ensnaring Bridge,None,,{3},3.0,Artifact,,,
Everflowing Chalice,None,,{0},0.0,Artifact,Multikicker,,
Expedition Map,None,,{1},1.0,Artifact,,,
Flayer Husk,None,,{1},1.0,Artifact — Equipment,"Equip, Living weapon",,
Gleaming Barrier,None,,{2},2.0,Artifact Creature — Wall,"Defender, Treasure",0,4
Golem Artisan,None,,{5},5.0,Artifact Creature — Golem,,3,3
Golem-Skin Gauntlets,None,,{1},1.0,Artifact — Equipment,Equip,,
Hammer of Nazahn,None,,{4},4.0,Legendary Artifact — Equipment,Equip,,
Ichor Wellspring,None,,{2},2.0,Artifact,,,
Iron Bully,None,,{3},3.0,Artifact Creature — Golem,Menace,1,1
Iron League Steed,None,,{4},4.0,Artifact Creature — Construct,"Fabricate, Haste",2,2
Isochron Scepter,None,,{2},2.0,Artifact,Imprint,,
Jhoira's Familiar,None,,{4},4.0,Artifact Creature — Bird,Flying,2,2
Kuldotha Forgemaster,None,,{5},5.0,Artifact Creature — Construct,,3,5
Lightning Greaves,None,,{2},2.0,Artifact — Equipment,Equip,,
Lux Cannon,None,,{4},4.0,Artifact,,,
Magnifying Glass,None,,{3},3.0,Artifact,Investigate,,
Mana Crypt,None,,{0},0.0,Artifact,,,
Masterwork of Ingenuity,None,,{1},1.0,Artifact — Equipment,,,
Mesmeric Orb,None,,{2},2.0,Artifact,Mill,,
Mishra's Bauble,None,,{0},0.0,Artifact,,,
Mox Opal,None,,{0},0.0,Legendary Artifact,Metalcraft,,
Myr Battlesphere,None,,{7},7.0,Artifact Creature — Myr Construct,,4,7
Myr Retriever,None,,{2},2.0,Artifact Creature — Myr,,1,1
O-Naginata,None,,{1},1.0,Artifact — Equipment,Equip,,
Oblivion Stone,None,,{3},3.0,Artifact,,,
Peace Strider,None,,{4},4.0,Artifact Creature — Construct,,3,3
Pentad Prism,None,,{2},2.0,Artifact,Sunburst,,
Phyrexian Revoker,None,,{2},2.0,Artifact Creature — Phyrexian Horror,,2,1
Ratchet Bomb,None,,{2},2.0,Artifact,,,
Sandstone Oracle,None,,{7},7.0,Artifact Creature — Sphinx,Flying,4,4
Sickleslicer,None,,{3},3.0,Artifact — Equipment,"Equip, Living weapon",,
Skinwing,None,,{4},4.0,Artifact — Equipment,"Equip, Living weapon",,
Springleaf Drum,None,,{1},1.0,Artifact,,,
Sundering Titan,None,,{8},8.0,Artifact Creature — Golem,,7,10
Surge Node,None,,{1},1.0,Artifact,,,
Sword of Body and Mind,None,,{3},3.0,Artifact — Equipment,"Equip, Mill",,
Sword of Feast and Famine,None,,{3},3.0,Artifact — Equipment,Equip,,
Sword of Fire and Ice,None,,{3},3.0,Artifact — Equipment,Equip,,
Sword of Light and Shadow,None,,{3},3.0,Artifact — Equipment,Equip,,
Sword of the Meek,None,,{2},2.0,Artifact — Equipment,Equip,,
Sword of War and Peace,None,,{3},3.0,Artifact — Equipment,Equip,,
Throne of Geth,None,,{2},2.0,Artifact,Proliferate,,
Treasure Keeper,None,,{4},4.0,Artifact Creature — Construct,,3,3
Trinisphere,None,,{3},3.0,Artifact,,,
Tumble Magnet,None,,{3},3.0,Artifact,,,
Vulshok Gauntlets,None,,{2},2.0,Artifact — Equipment,Equip,,
Walking Ballista,None,,{X}{X},0.0,Artifact Creature — Construct,,0,0
Welding Jar,None,,{0},0.0,Artifact,,,
Wurmcoil Engine,None,,{6},6.0,Artifact Creature — Phyrexian Wurm,"Deathtouch, Lifelink",6,6
Ash Barrens,None,,,0.0,Land,"Basic landcycling, Cycling, Landcycling",,
Blinkmoth Nexus,None,,,0.0,Land,,,
Buried Ruin,None,,,0.0,Land,,,
Dark Depths,None,,,0.0,Legendary Snow Land,,,
Darksteel Citadel,None,,,0.0,Artifact Land,Indestructible,,
Glimmervoid,None,,,0.0,Land,,,
High Market,None,,,0.0,Land,,,
Maze of Ith,None,,,0.0,Land,,,
Mishra's Factory,None,,,0.0,Land,,,
Thespian's Stage,None,,,0.0,Land,,,
Urza's Mine,None,,,0.0,Land — Urza's Mine,,,
Urza's Power Plant,None,,,0.0,Land — Urza's Power-Plant,,,
Urza's Tower,None,,,0.0,Land — Urza's Tower,,,
Aladdin's Lamp,None,,{10},10.0,Artifact,,,
Aladdin's Ring,None,,{8},8.0,Artifact,,,
Armageddon Clock,None,,{6},6.0,Artifact,,,
Bottle of Suleiman,None,,{4},4.0,Artifact,,,
Brass Man,None,,{1},1.0,Artifact Creature — Construct,,1,3
Dancing Scimitar,None,,{4},4.0,Artifact Creature — Spirit,Flying,1,5
Dragon Engine,None,,{3},3.0,Artifact Creature — Construct,,1,3
Ebony Horse,None,,{3},3.0,Artifact,,,
Flying Carpet,None,,{4},4.0,Artifact,,,
Ivory Tower,None,,{1},1.0,Artifact,,,
Jandor's Ring,None,,{6},6.0,Artifact,,,
Jandor's Saddlebags,None,,{2},2.0,Artifact,,,
Mishra's War Machine,None,,{7},7.0,Artifact Creature — Juggernaut,Banding,5,5
Onulet,None,,{3},3.0,Artifact Creature — Construct,,2,2
Primal Clay,None,,{4},4.0,Artifact Creature — Shapeshifter,,*,*
Rocket Launcher,None,,{4},4.0,Artifact,,,
The Rack,None,,{1},1.0,Artifact,,,
Canoptek Scarab Swarm,None,,{4},4.0,Artifact Creature — Insect,"Feeder Mandibles, Flying",1,1
Canoptek Spyder,None,,{5},5.0,Artifact Creature — Spider,"Fabricator Claw Array, Flying",4,4
Canoptek Tomb Sentinel,None,,{4},4.0,Artifact Creature — Insect,"Exile Cannon, Unearth, Vigilance",4,3
Canoptek Wraith,None,,{3},3.0,Artifact Creature — Wraith,"Transdimensional Scout, Wraith Form",2,1
Convergence of Dominion,None,,{3},3.0,Artifact,"Dynastic Command Node, Mill, Translocation Protocols",,
Cryptothrall,None,,{4},4.0,Artifact Creature — Construct,Protector,3,3
Ghost Ark,None,,{4},4.0,Artifact — Vehicle,"Crew, Flying, Repair Barge",3,3
The Golden Throne,None,,{4},4.0,Legendary Artifact,"A Thousand Souls Die Every Day, Arcane Life-support",,
Goliath Truck,None,,{4},4.0,Artifact — Vehicle,"Crew, Stowage",4,4
Inquisitorial Rosette,None,,{2},2.0,Artifact — Equipment,"Equip, Inquisition Agents",,
Knight Paladin,None,,{5},5.0,Artifact — Vehicle,"Crew, Rapid-fire Battle Cannon, Trample",6,6
Necron Monolith,None,,{7},7.0,Artifact — Vehicle,"Crew, Eternity Gate, Flying, Indestructible, Mill",7,7
Night Scythe,None,,{3},3.0,Artifact — Vehicle,"Crew, Flying, Invasion Beams",3,1
Reaver Titan,None,,{7},7.0,Artifact — Vehicle,"Crew, Gatling Blaster, Protection, Void Shields",10,10
Redemptor Dreadnought,None,,{5},5.0,Artifact Creature — Astartes Dreadnought,"Fallen Warrior, Plasma Incinerator, Trample",4,4
Resurrection Orb,None,,{2},2.0,Artifact — Equipment,Equip,,
Sceptre of Eternal Glory,None,,{4},4.0,Legendary Artifact,,,
Thunderhawk Gunship,None,,{6},6.0,Artifact — Vehicle,"Crew, Flying",6,6
Arcane Signet,None,,{2},2.0,Artifact,,,
Assault Suit,None,,{4},4.0,Artifact — Equipment,Equip,,
Caged Sun,None,,{6},6.0,Artifact,,,
Chromatic Lantern,None,,{3},3.0,Artifact,,,
Commander's Sphere,None,,{3},3.0,Artifact,,,
Gilded Lotus,None,,{5},5.0,Artifact,,,
Hedron Archive,None,,{4},4.0,Artifact,,,
Herald's Horn,None,,{3},3.0,Artifact,,,
Icon of Ancestry,None,,{3},3.0,Artifact,,,
Mask of Memory,None,,{2},2.0,Artifact — Equipment,Equip,,
Mystic Forge,None,,{4},4.0,Artifact,,,
Skullclamp,None,,{1},1.0,Artifact — Equipment,Equip,,
Thought Vessel,None,,{2},2.0,Artifact,,,
Unstable Obelisk,None,,{3},3.0,Artifact,,,
Wayfarer's Bauble,None,,{1},1.0,Artifact,,,
Worn Powerstone,None,,{3},3.0,Artifact,,,
Cave of Temptation,None,,,0.0,Land,,,
Command Tower,None,,,0.0,Land,,,
Evolving Wilds,None,,,0.0,Land,,,
Exotic Orchard,None,,,0.0,Land,,,
Myriad Landscape,None,,,0.0,Land,,,
Opal Palace,None,,,0.0,Land,,,
Path of Ancestry,None,,,0.0,Land,Scry,,
Reliquary Tower,None,,,0.0,Land,,,
Temple of the False God,None,,,0.0,Land,,,
Unclaimed Territory,None,,,0.0,Land,,,
Amulet of Kroog,None,,{2},2.0,Artifact,,,
Ashnod's Battle Gear,None,,{2},2.0,Artifact,,,
Battering Ram,None,,{2},2.0,Artifact Creature — Construct,,1,1
Bronze Tablet,None,,{6},6.0,Artifact,,,
Clay Statue,None,,{4},4.0,Artifact Creature — Golem,,3,1
Clockwork Avian,None,,{5},5.0,Artifact Creature — Bird,Flying,0,4
Coral Helm,None,,{3},3.0,Artifact,,,
Cursed Rack,None,,{4},4.0,Artifact,,,
Diabolic Machine,None,,{7},7.0,Artifact Creature — Construct,,4,4
Fellwar Stone,None,,{2},2.0,Artifact,,,
Grapeshot Catapult,None,,{4},4.0,Artifact Creature — Construct,,2,3
Shapeshifter,None,,{6},6.0,Artifact Creature — Shapeshifter,,*,7-*
Tawnos's Wand,None,,{4},4.0,Artifact,,,
Tawnos's Weaponry,None,,{2},2.0,Artifact,,,
Tetravus,None,,{6},6.0,Artifact Creature — Construct,Flying,1,1
Triskelion,None,,{6},6.0,Artifact Creature — Construct,,1,1
Urza's Avenger,None,,{6},6.0,Artifact Creature — Shapeshifter,,4,4
Wall of Spears,None,,{3},3.0,Artifact Creature — Wall,"Defender, First strike",2,3
Yotian Soldier,None,,{3},3.0,Artifact Creature — Soldier,Vigilance,1,4
Oasis,None,,,0.0,Land,,,
Strip Mine,None,,,0.0,Land,,,
Anodet Lurker,None,,{5},5.0,Artifact Creature — Construct,,3,3
Arachnoid,None,,{6},6.0,Artifact Creature — Spider,Reach,2,6
Arcbound Wanderer,None,,{6},6.0,Artifact Creature — Golem,"Modular, Sunburst",0,0
Avarice Totem,None,,{1},1.0,Artifact,,,
Baton of Courage,None,,{3},3.0,Artifact,"Flash, Sunburst",,
Battered Golem,None,,{3},3.0,Artifact Creature — Golem,,3,2
Blasting Station,None,,{3},3.0,Artifact,,,
Chimeric Coils,None,,{1},1.0,Artifact,,,
Clearwater Goblet,None,,{5},5.0,Artifact,Sunburst,,
Clock of Omens,None,,{4},4.0,Artifact,,,
Conjurer's Bauble,None,,{1},1.0,Artifact,,,
Energy Chamber,None,,{2},2.0,Artifact,,,
Ensouled Scimitar,None,,{3},3.0,Artifact — Equipment,Equip,,
Eon Hub,None,,{5},5.0,Artifact,,,
Etched Oracle,None,,{4},4.0,Artifact Creature — Wizard,Sunburst,0,0
Ferropede,None,,{3},3.0,Artifact Creature — Insect,,1,1
Gemstone Array,None,,{4},4.0,Artifact,,,
Goblin Cannon,None,,{4},4.0,Artifact,,,
Grafted Wargear,None,,{3},3.0,Artifact — Equipment,Equip,,
Grinding Station,None,,{2},2.0,Artifact,Mill,,
Guardian Idol,None,,{2},2.0,Artifact,,,
Heliophial,None,,{5},5.0,Artifact,Sunburst,,
Helm of Kaldra,None,,{3},3.0,Legendary Artifact — Equipment,Equip,,
Infused Arrows,None,,{4},4.0,Artifact,Sunburst,,
Krark-Clan Ironworks,None,,{4},4.0,Artifact,,,
Lantern of Insight,None,,{1},1.0,Artifact,,,
Lunar Avenger,None,,{7},7.0,Artifact Creature — Golem,Sunburst,2,2
Mycosynth Golem,None,,{11},11.0,Artifact Creature — Golem,Affinity,4,5
Myr Quadropod,None,,{4},4.0,Artifact Creature — Myr,,1,4
Myr Servitor,None,,{1},1.0,Artifact Creature — Myr,,1,1
Opaline Bracers,None,,{4},4.0,Artifact — Equipment,"Equip, Sunburst",,
Paradise Mantle,None,,{0},0.0,Artifact — Equipment,Equip,,
Possessed Portal,None,,{8},8.0,Artifact,,,
Razorgrass Screen,None,,{1},1.0,Artifact Creature — Wall,Defender,2,1
Relic Barrier,None,,{2},2.0,Artifact,,,
Salvaging Station,None,,{6},6.0,Artifact,,,
Sawtooth Thresher,None,,{6},6.0,Artifact Creature — Construct,Sunburst,1,1
Silent Arbiter,None,,{4},4.0,Artifact Creature — Construct,,1,5
Skullcage,None,,{4},4.0,Artifact,,,
Skyreach Manta,None,,{5},5.0,Artifact Creature — Fish,"Flying, Sunburst",0,0
Solarion,None,,{7},7.0,Artifact Creature — Construct,Sunburst,0,0
Spinal Parasite,None,,{5},5.0,Artifact Creature — Insect,Sunburst,-1,-1
Staff of Domination,None,,{3},3.0,Artifact,,,
Summoner's Egg,None,,{4},4.0,Artifact Creature — Egg,Imprint,0,4
Summoning Station,None,,{7},7.0,Artifact,,,
Suncrusher,None,,{9},9.0,Artifact Creature — Construct,Sunburst,3,3
Suntouched Myr,None,,{3},3.0,Artifact Creature — Myr,Sunburst,0,0
Synod Centurion,None,,{4},4.0,Artifact Creature — Construct,,4,4
Thermal Navigator,None,,{3},3.0,Artifact Creature — Construct,,2,2
Vedalken Shackles,None,,{3},3.0,Artifact,,,
Ashnod's Altar,None,,{3},3.0,Artifact,,,
Ashnod's Transmogrant,None,,{1},1.0,Artifact,,,
Barbed Sextant,None,,{1},1.0,Artifact,,,
Barl's Cage,None,,{4},4.0,Artifact,,,
Clockwork Steed,None,,{4},4.0,Artifact Creature — Horse,,0,3
Crown of the Ages,None,,{2},2.0,Artifact,,,
Elkin Bottle,None,,{3},3.0,Artifact,,,
Feldon's Cane,None,,{1},1.0,Artifact,,,
Feroz's Ban,None,,{6},6.0,Artifact,,,
Gauntlets of Chaos,None,,{5},5.0,Artifact,,,
Infinite Hourglass,None,,{4},4.0,Artifact,,,
Jalum Tome,None,,{3},3.0,Artifact,,,
Jester's Cap,None,,{4},4.0,Artifact,,,
Joven's Tools,None,,{6},6.0,Artifact,,,
Obelisk of Undoing,None,,{1},1.0,Artifact,,,
Pentagram of the Ages,None,,{4},4.0,Artifact,,,
Serpent Generator,None,,{6},6.0,Artifact,,,
Skull Catapult,None,,{4},4.0,Artifact,,,
Time Bomb,None,,{4},4.0,Artifact,,,
Urza's Bauble,None,,{0},0.0,Artifact,,,
Ice Floe,None,,,0.0,Land,,,
Amber Prison,None,,{4},4.0,Artifact,,,
Cursed Totem,None,,{2},2.0,Artifact,,,
Dragon Mask,None,,{3},3.0,Artifact,,,
Grinning Totem,None,,{4},4.0,Artifact,,,
Lead Golem,None,,{5},5.0,Artifact Creature — Golem,,3,5
Mana Prism,None,,{3},3.0,Artifact,,,
Mystic Compass,None,,{2},2.0,Artifact,,,
Patagia Golem,None,,{4},4.0,Artifact Creature — Golem,,2,3
Snake Basket,None,,{4},4.0,Artifact,,,
Storm Cauldron,None,,{5},5.0,Artifact,,,
Teferi's Puzzle Box,None,,{4},4.0,Artifact,,,
Wand of Denial,None,,{2},2.0,Artifact,,,
Crystal Vein,None,,,0.0,Land,,,
Beast of Burden,None,,{6},6.0,Artifact Creature — Golem,,*,*
Caltrops,None,,{3},3.0,Artifact,,,
Grafted Skullcap,None,,{4},4.0,Artifact,,,
Phyrexian Colossus,None,,{7},7.0,Artifact Creature — Phyrexian Golem,,8,8
Phyrexian Hulk,None,,{6},6.0,Artifact Creature — Phyrexian Golem,,5,4
Pit Trap,None,,{2},2.0,Artifact,,,
Sisay's Ring,None,,{4},4.0,Artifact,,,
Static Orb,None,,{3},3.0,Artifact,,,
Brass Herald,None,,{6},6.0,Artifact Creature — Golem,,2,2
Defense Grid,None,,{2},2.0,Artifact,,,
Distorting Lens,None,,{2},2.0,Artifact,,,
Fodder Cannon,None,,{4},4.0,Artifact,,,
Planar Portal,None,,{6},6.0,Artifact,,,
Skull of Orm,None,,{3},3.0,Artifact,,,
Star Compass,None,,{2},2.0,Artifact,,,
Urza's Armor,None,,{6},6.0,Artifact,,,
Vexing Arcanix,None,,{4},4.0,Artifact,,,
Booby Trap,None,,{6},6.0,Artifact,,,
Slate of Ancestry,None,,{4},4.0,Artifact,,,
Storage Matrix,None,,{3},3.0,Artifact,,,
Tanglebloom,None,,{1},1.0,Artifact,,,
Thran Golem,None,,{5},5.0,Artifact Creature — Golem,,3,3
Ur-Golem's Eye,None,,{4},4.0,Artifact,,,
Vulshok Morningstar,None,,{2},2.0,Artifact — Equipment,Equip,,
Assembly-Worker,None,,{3},3.0,Artifact Creature — Assembly-Worker,,2,2
Chalice of the Void,None,,{X}{X},0.0,Artifact,,,
Coalition Relic,None,,{3},3.0,Artifact,,,
Heavy Arbalest,None,,{3},3.0,Artifact — Equipment,Equip,,
Perilous Myr,None,,{2},2.0,Artifact Creature — Phyrexian Myr,,1,1
Prophetic Prism,None,,{2},2.0,Artifact,,,
Sai of the Shinobi,None,,{1},1.0,Artifact — Equipment,Equip,,
Self-Assembler,None,,{5},5.0,Artifact Creature — Assembly-Worker,,4,4
Strionic Resonator,None,,{2},2.0,Artifact,,,
Swiftfoot Boots,None,,{2},2.0,Artifact — Equipment,Equip,,
Haunted Fengraf,None,,,0.0,Land,,,
"Mikokoro, Center of the Sea",None,,,0.0,Legendary Land,,,
Rishadan Port,None,,,0.0,Land,,,
Zoetic Cavern,None,,,0.0,Land,Morph,,
The Capitoline Triad,None,,{10},10.0,Legendary Creature — God Artificer,Those Who Came Before,7,7
Adrestia,None,,{3},3.0,Legendary Artifact — Vehicle,"Crew, Islandwalk, Landwalk",4,3
The Animus,None,,{2},2.0,Legendary Artifact,,,
"Apple of Eden, Isu Relic",None,,{4},4.0,Legendary Artifact,,,
Brotherhood Regalia,None,,{2},2.0,Artifact — Equipment,Equip,,
"Excalibur, Sword of Eden",None,,{12},12.0,Legendary Artifact — Equipment,,,
Hidden Blade,None,,{2},2.0,Artifact — Equipment,"Equip, Flash",,
"Mjölnir, Storm Hammer",None,,{4},4.0,Legendary Artifact — Equipment,Equip,,
Smoke Bomb,None,,{3},3.0,Artifact,Flash,,
"Staff of Eden, Vault's Key",None,,{6},6.0,Legendary Artifact,,,
Towering Viewpoint,None,,{2},2.0,Artifact Creature — Wall,"Defender, Leap of Faith, Reach",0,4
"Yggdrasil, Rebirth Engine",None,,{3},3.0,Legendary Artifact,,,
Abstergo Entertainment,None,,,0.0,Legendary Land,,,
Brotherhood Headquarters,None,,,0.0,Land,,,
Aethersphere Harvester,None,,{3},3.0,Artifact — Vehicle,"Crew, Flying",3,5
Barricade Breaker,None,,{7},7.0,Artifact Creature — Juggernaut,Improvise,7,5
Consulate Dreadnought,None,,{1},1.0,Artifact — Vehicle,Crew,7,11
Consulate Turret,None,,{3},3.0,Artifact,,,
Crackdown Construct,None,,{4},4.0,Artifact Creature — Construct,,2,2
Daredevil Dragster,None,,{3},3.0,Artifact — Vehicle,Crew,4,4
Filigree Crawler,None,,{4},4.0,Artifact Creature — Insect,,2,2
Foundry Assembler,None,,{5},5.0,Artifact Creature — Assembly-Worker,Improvise,3,3
Gonti's Aether Heart,None,,{6},6.0,Legendary Artifact,,,
Heart of Kiran,None,,{2},2.0,Legendary Artifact — Vehicle,"Crew, Flying, Vigilance",4,4
Hope of Ghirapur,None,,{1},1.0,Legendary Artifact Creature — Thopter,Flying,1,1
Inspiring Statuary,None,,{3},3.0,Artifact,,,
Irontread Crusher,None,,{4},4.0,Artifact — Vehicle,Crew,6,6
Metallic Mimic,None,,{2},2.0,Artifact Creature — Shapeshifter,,2,1
Mobile Garrison,None,,{3},3.0,Artifact — Vehicle,Crew,3,4
Night Market Guard,None,,{3},3.0,Artifact Creature — Construct,,3,1
Pacification Array,None,,{1},1.0,Artifact,,,
Paradox Engine,None,,{5},5.0,Legendary Artifact,,,
Prizefighter Construct,None,,{5},5.0,Artifact Creature — Construct,,6,2
Renegade Map,None,,{1},1.0,Artifact,,,
Reservoir Walker,None,,{5},5.0,Artifact Creature — Construct,,3,3
Scrap Trawler,None,,{3},3.0,Artifact Creature — Construct,,3,2
Servo Schematic,None,,{2},2.0,Artifact,,,
Universal Solvent,None,,{1},1.0,Artifact,,,
Untethered Express,None,,{4},4.0,Artifact — Vehicle,"Crew, Trample",4,4
Spire of Industry,None,,,0.0,Land,,,
Pendulum of Patterns,None,,{2},2.0,Artifact,,,
Tezzeret's Simulacrum,None,,{3},3.0,Artifact Creature — Golem,,2,3
Bucknard's Everfull Purse,None,,{2},2.0,Artifact,Treasure,,
Clay Golem,None,,{4},4.0,Artifact Creature — Golem,Monstrosity,4,4
Component Pouch,None,,{3},3.0,Artifact,,,
Ebony Fly,None,,{2},2.0,Artifact,,,
Sword of Hours,None,,{2},2.0,Artifact — Equipment,Equip,,
Underdark Rift,None,,,0.0,Land,,,
Argentum Armor,None,,{6},6.0,Artifact — Equipment,Equip,,
