name,colorIdentity,colors,manaCost,manaValue,type,keywords,power,toughness
Sarinth Greatwurm,"G, R","G, R",{4}{R}{G},6.0,Creature — Wurm,Trample,7,6
Shambling Strider,"G, R",G,{4}{G}{G},6.0,Creature — Yeti,,5,5
Segmented Wurm,"G, R","G, R",{3}{R}{G},5.0,Creature — Wurm,,5,5
Contested Cliffs,"G, R",,,0.0,Land,Fight,,
Gruul Guildgate,"G, R",,,0.0,Land — Gate,,,
"Tana, the Bloodsower","G, R","G, R",{2}{R}{G},4.0,Legendary Creature — Elf Druid,"Partner, Trample",2,2
Treacherous Terrain,"G, R","G, R",{6}{R}{G},8.0,Sorcery,"Basic landcycling, Cycling, Landcycling",,
Artifact Mutation,"G, R","G, R",{R}{G},2.0,Instant,,,
Clan Defiance,"G, R","G, R",{X}{R}{G},2.0,Sorcery,,,
Rubblehulk,"G, R","G, R",{4}{R}{G},6.0,Creature — Elemental,Bloodrush,*,*
Wilderness Elemental,"G, R","G, R",{1}{R}{G},3.0,Creature — Elemental,Trample,*,3
Zhur-Taa Druid,"G, R","G, R",{R}{G},2.0,Creature — Human Druid,,1,1
Zendikar Incarnate,"G, R","G, R",{2}{R}{G},4.0,Creature — Elemental,,*,4
"Tahngarth, First Mate","G, R","G, R",{2}{R}{G},4.0,Legendary Creature — Minotaur Warrior,,5,5
"Pako, Arcane Retriever","G, R","G, R",{3}{R}{G},5.0,Legendary Creature — Elemental Dog,"Haste, Partner, Partner with",3,3
"Wort, the Raidmother","G, R","G, R",{4}{R/G}{R/G},6.0,Legendary Creature — Goblin Shaman,,3,3
Kessig Wolf Run,"G, R",,,0.0,Land,,,
Pinecrest Ridge,"G, R",,,0.0,Land,,,
"Minsc & Boo, Timeless Heroes","G, R","G, R",{2}{R}{G},4.0,Legendary Planeswalker — Minsc,,,
"Raggadragga, Goreguts Boss","G, R","G, R",{2}{R}{G},4.0,Legendary Creature — Human Boar,,4,4
Thrakkus the Butcher,"G, R","G, R",{3}{R}{G},5.0,Legendary Creature — Dragon Peasant,Trample,3,4
"Faldorn, Dread Wolf Herald","G, R","G, R",{1}{R}{G},3.0,Legendary Creature — Human Druid,,3,3
Escape to the Wilds,"G, R","G, R",{3}{R}{G},5.0,Sorcery,,,
"Xenagos, the Reveler","G, R","G, R",{2}{R}{G},4.0,Legendary Planeswalker — Xenagos,,,
Highland Forest,"G, R",,,0.0,Snow Land — Mountain Forest,,,
Dining Room,"G, R",,,0.0,Land,Investigate,,
Furious Spinesplitter,"G, R","G, R",{2}{R/G}{R/G},4.0,Creature — Ogre Warrior,Trample,3,3
Herald of Ilharg,"G, R","G, R",{2}{R}{G},4.0,Creature — Boar Beast,Trample,3,3
Stampede Surfer,"G, R","G, R",{3}{R/G}{R/G},5.0,Creature — Human Warrior,Haste,4,4
Gravel-Hide Goblin,"G, R",R,{1}{R},2.0,Creature — Goblin Shaman,,2,1
Firespout,"G, R","G, R",{2}{R/G},3.0,Sorcery,,,
Pit Fight,"G, R","G, R",{1}{R/G},2.0,Instant,Fight,,
Stomping Ground,"G, R",,,0.0,Land — Mountain Forest,,,
Dragonlair Spider,"G, R","G, R",{2}{R}{R}{G}{G},6.0,Creature — Spider,Reach,5,6
"Abian, Luvion Usurper","G, R","G, R",{5}{R}{G},7.0,Legendary Planeswalker — Abian,,,
Taiga Stadium,"G, R",,,0.0,Land,,,
Fungal Reaches,"G, R",,,0.0,Land,,,
Tuya Bearclaw,"G, R","G, R",{1}{R}{G},3.0,Legendary Creature — Human Warrior,,2,2
"Zilortha, Strength Incarnate","G, R","G, R",{3}{R}{G},5.0,Legendary Creature — Dinosaur,Trample,7,3
Firewake Sliver,"G, R","G, R",{1}{R}{G},3.0,Creature — Sliver,,1,1
Hans Eriksson,"G, R","G, R",{2}{R}{G},4.0,Legendary Creature — Human Scout,Fight,1,4
Gruul War Chant,"G, R","G, R",{2}{R}{G},4.0,Enchantment,,,
Exploding Borders,"G, R","G, R",{2}{R}{G},4.0,Sorcery,Domain,,
Hellkite Hatchling,"G, R","G, R",{2}{R}{G},4.0,Creature — Dragon,Devour,2,2
Nacatl Outlander,"G, R","G, R",{R}{G},2.0,Creature — Cat Scout,Protection,2,2
Earthen Goo,"G, R",R,{2}{R},3.0,Creature — Ooze,"Cumulative upkeep, Trample",2,2
Steam Spitter,"G, R",G,{4}{G},5.0,Creature — Spider,Reach,1,5
Highland Weald,"G, R",,,0.0,Snow Land,,,
Orcish Lumberjack,"G, R",R,{R},1.0,Creature — Orc,,1,1
Tinder Wall,"G, R",G,{G},1.0,Creature — Plant Wall,Defender,0,3
Giant Trap Door Spider,"G, R","G, R",{1}{R}{G},3.0,Creature — Spider,,2,3
The Weekly Princess,"G, R","G, R",{1}{R}{G},0.0,Legendary Creature — Human Noble,,3,3
"Hadran, Naya Sunseeder","G, R","G, R",{1}{R}{G},3.0,Legendary Creature — Cat Warrior,Rulebreaker,2,2
Fifth Stage of Magic Design,"G, R","G, R",{2}{R}{G},4.0,Enchantment,,,
The Ash Lizard,"G, R","G, R",{4}{R}{G},6.0,Legendary Creature — Lizard Warrior,,5,5
The Zonian Brawler,"G, R","G, R",{2}{R}{G},0.0,Legendary Creature — Zonian Gamer,Food,4,4
"Arlinn, the Pack's Hope // Arlinn, the Moon's Fury","G, R","G, R",{2}{R}{G},4.0,Legendary Planeswalker — Arlinn,Daybound,,
Dire-Strain Rampage,"G, R","G, R",{1}{R}{G},3.0,Sorcery,Flashback,,
Kessig Naturalist // Lord of the Ulvenwald,"G, R","G, R",{R}{G},2.0,Creature — Human Werewolf,Daybound,2,2
"Tovolar, Dire Overlord // Tovolar, the Midnight Scourge","G, R","G, R",{1}{R}{G},3.0,Legendary Creature — Human Werewolf,"Daybound, Transform",3,3
Unnatural Moonrise,"G, R","G, R",{R}{G},2.0,Sorcery,Flashback,,
Rockfall Vale,"G, R",,,0.0,Land,,,
Child of the Pack // Savage Packmate,"G, R","G, R",{2}{R}{G},4.0,Creature — Human Werewolf,Daybound,2,5
"Halana and Alena, Partners","G, R","G, R",{2}{R}{G},4.0,Legendary Creature — Human Ranger,"First strike, Reach",2,3
Verduran Emissary,"G, R",G,{2}{G},3.0,Creature — Human Wizard,Kicker,2,3
Satyr Hedonist,"G, R",G,{1}{G},2.0,Creature — Satyr,,2,1
Deus of Calamity,"G, R","G, R",{R/G}{R/G}{R/G}{R/G}{R/G},5.0,Creature — Spirit Avatar,Trample,6,6
Skarrgan Skybreaker,"G, R","G, R",{4}{R}{R}{G},7.0,Creature — Giant Shaman,Bloodthirst,3,3
Destructive Revelry,"G, R","G, R",{R}{G},2.0,Instant,,,
"Skarrg, the Rage Pits","G, R",,,0.0,Land,,,
"Radha, Heir to Keld","G, R","G, R",{R}{G},2.0,Legendary Creature — Elf Warrior,,2,2
Guttural Response,"G, R","G, R",{R/G},1.0,Instant,,,
Rubblebelt Raiders,"G, R","G, R",{1}{R/G}{R/G}{R/G},4.0,Creature — Human Warrior,,3,3
Feral Animist,"G, R","G, R",{1}{R}{G},3.0,Creature — Goblin Shaman,,2,1
Zhur-Taa Ancient,"G, R","G, R",{3}{R}{G},5.0,Creature — Beast,,7,5
Armed // Dangerous,"G, R",R,{1}{R},6.0,Sorcery,Fuse,,
Gruul Cluestone,"G, R",,{3},3.0,Artifact,,,
Wild Hunger,"G, R",G,{2}{G},3.0,Instant,Flashback,,
Huntmaster of the Fells // Ravager of the Fells,"G, R","G, R",{2}{R}{G},4.0,Creature — Human Werewolf,Transform,2,2
Immerwolf,"G, R","G, R",{1}{R}{G},3.0,Creature — Wolf,"Intimidate, Transform",2,2
General Marhault Elsdragon,"G, R","G, R",{2}{R}{G},4.0,Legendary Creature — Elf Warrior,,4,4
The Lady of Otaria,"G, R","G, R",{3}{R}{G},5.0,Legendary Creature — Avatar,,5,5
"Stangg, Echo Warrior","G, R","G, R",{2}{R}{G},4.0,Legendary Creature — Human Warrior,,3,4
Assault // Battery,"G, R",R,{R},5.0,Sorcery,,,
Sprouting Goblin,"G, R",R,{1}{R},2.0,Creature — Goblin Druid,Kicker,2,2
A-Sprouting Goblin,"G, R",R,{1}{R},2.0,Creature — Goblin Druid,Kicker,2,2
Viashino Branchrider,"G, R",R,{R},1.0,Creature — Lizard Warrior,"Haste, Kicker",1,1
Colossal Growth,"G, R",G,{1}{G},2.0,Instant,Kicker,,
Yavimaya Iconoclast,"G, R",G,{1}{G},2.0,Creature — Elf,"Kicker, Trample",3,2
"Meria, Scholar of Antiquity","G, R","G, R",{1}{R}{G},3.0,Legendary Creature — Elf Artificer,,3,3
"Radha, Coalition Warlord","G, R","G, R",{2}{R}{G},4.0,Legendary Creature — Elf Warrior,Domain,3,3
"A-Radha, Coalition Warlord","G, R","G, R",{1}{R}{G},3.0,Legendary Creature — Elf Warrior,Domain,3,3
"Rulik Mons, Warren Chief","G, R","G, R",{1}{R}{G}{G},4.0,Legendary Creature — Goblin,Menace,3,3
"A-Rulik Mons, Warren Chief","G, R","G, R",{1}{R}{G}{G},4.0,Legendary Creature — Goblin,Menace,4,4
Grand Warlord Radha,"G, R","G, R",{2}{R}{G},4.0,Legendary Creature — Elf Warrior,Haste,3,4
"Hallar, the Firefletcher","G, R","G, R",{1}{R}{G},3.0,Legendary Creature — Elf Archer,Trample,3,3
Scarwood Goblins,"G, R","G, R",{R}{G},2.0,Creature — Goblin,,2,2
Beastie Beatdown,"G, R","G, R",{R}{G},2.0,Sorcery,Delirium,,
Peer Past the Veil,"G, R","G, R",{2}{R}{G},4.0,Instant,,,
Wildfire Wickerfolk,"G, R","G, R",{R}{G},2.0,Artifact Creature — Scarecrow,"Delirium, Haste",3,2
Bleeding Woods,"G, R",,,0.0,Land,,,
Thornspire Verge,"G, R",,,0.0,Land,,,
Dragonlord Atarka,"G, R","G, R",{5}{R}{G},7.0,Legendary Creature — Elder Dragon,"Flying, Trample",8,8
Harbinger of the Hunt,"G, R","G, R",{3}{R}{G},5.0,Creature — Dragon,Flying,5,3
Atarka Monument,"G, R",,{3},3.0,Artifact,,,
Gruul Charm,"G, R","G, R",{R}{G},2.0,Instant,,,
Rampart Smasher,"G, R","G, R",{R/G}{R/G}{R/G}{R/G},4.0,Creature — Giant,,5,5
Flinthoof Boar,"G, R",G,{1}{G},2.0,Creature — Boar,,2,2
Giant Solifuge,"G, R","G, R",{2}{R/G}{R/G},4.0,Creature — Insect,"Haste, Shroud, Trample",4,1
"Ulrich of the Krallenhorde // Ulrich, Uncontested Alpha","G, R","G, R",{3}{R}{G},5.0,Legendary Creature — Human Werewolf,Transform,4,4
Ancient Grudge,"G, R",R,{1}{R},2.0,Instant,Flashback,,
Ashroot Animist,"G, R","G, R",{2}{R}{G},4.0,Creature — Lizard Druid,Trample,4,4
"Ruby, Daring Tracker","G, R","G, R",{R}{G},2.0,Legendary Creature — Human Scout,Haste,1,2
Grove of the Burnwillows,"G, R",,,0.0,Land,,,
Borborygmos,"G, R","G, R",{3}{R}{R}{G}{G},7.0,Legendary Creature — Cyclops,Trample,6,7
Burning-Tree Shaman,"G, R","G, R",{1}{R}{G},3.0,Creature — Centaur Shaman,,3,4
Rumbling Slum,"G, R","G, R",{1}{R}{G}{G},4.0,Creature — Elemental,,5,5
Scab-Clan Mauler,"G, R","G, R",{R}{G},2.0,Creature — Human Berserker,"Bloodthirst, Trample",1,1
Zhur-Taa Swine,"G, R","G, R",{3}{R}{G},5.0,Creature — Boar,Bloodrush,5,4
Ghor-Clan Bloodscale,"G, R",R,{3}{R},4.0,Creature — Lizard Warrior,First strike,2,1
Tin Street Hooligan,"G, R",R,{1}{R},2.0,Creature — Goblin Rogue,,2,1
Gruul Nodorog,"G, R",G,{4}{G}{G},6.0,Creature — Beast,,4,4
Gruul Scrapper,"G, R",G,{3}{G},4.0,Creature — Human Berserker,,3,2
Burning-Tree Bloodscale,"G, R","G, R",{2}{R}{G},4.0,Creature — Lizard Berserker,Bloodthirst,2,2
Killer Instinct,"G, R","G, R",{4}{R}{G},6.0,Enchantment,,,
Streetbreaker Wurm,"G, R","G, R",{3}{R}{G},5.0,Creature — Wurm,,6,4
Wreak Havoc,"G, R","G, R",{2}{R}{G},4.0,Sorcery,,,
Gruul Guildmage,"G, R","G, R",{R/G}{R/G},2.0,Creature — Human Shaman,,2,2
Wild Cantor,"G, R","G, R",{R/G},1.0,Creature — Human Druid,,1,1
Gruul War Plow,"G, R",,{4},4.0,Artifact,,,
Disciple of the Old Ways,"G, R",G,{1}{G},2.0,Creature — Human Warrior,,2,2
Borborygmos Enraged,"G, R","G, R",{4}{R}{R}{G}{G},8.0,Legendary Creature — Cyclops,Trample,7,6
Domri Rade,"G, R","G, R",{1}{R}{G},3.0,Legendary Planeswalker — Domri,Fight,,
Frenzied Tilling,"G, R","G, R",{3}{R}{G},5.0,Sorcery,,,
Gruul Ragebeast,"G, R","G, R",{5}{R}{G},7.0,Creature — Beast,Fight,6,6
Primal Visitation,"G, R","G, R",{3}{R}{G},5.0,Enchantment — Aura,Enchant,,
Ruination Wurm,"G, R","G, R",{4}{R}{G},6.0,Creature — Wurm,,7,6
Signal the Clans,"G, R","G, R",{R}{G},2.0,Instant,,,
Skarrg Guildmage,"G, R","G, R",{R}{G},2.0,Creature — Human Shaman,,2,2
Gruul Keyrune,"G, R",,{3},3.0,Artifact,,,
Spined Sliver,"G, R","G, R",{R}{G},2.0,Creature — Sliver,,2,2
Slagwoods Bridge,"G, R",,,0.0,Artifact Land,Indestructible,,
"Ambergris, Agent of Balance","G, R","G, R",{2}{R}{G},4.0,Legendary Creature — Dwarf Cleric,Haste,4,3
"Gut, Bestial Fanatic","G, R","G, R",{4}{R}{R}{G},7.0,Legendary Creature — Goblin Shaman,,5,4
"Karlach, Tiefling Guardian","G, R","G, R",{1}{R}{G},3.0,Legendary Creature — Tiefling Barbarian,"First strike, Haste",4,4
Wyll of the Fey Pact,"G, R","G, R",{3}{R}{R}{G},6.0,Legendary Creature — Human Warlock,,5,5
"Jaheira, Stirring Harper","G, R","G, R",{1}{R}{G},3.0,Legendary Creature — Human Elf Druid,"Hexproof, Hexproof from",3,4
"Lukamina, Wolf Form","G, R","G, R",{2}{R}{G},4.0,Legendary Creature — Wolf Druid,Menace,4,4
"Skanos, Red Dragon Vassal","G, R","G, R",{4}{R}{G},6.0,Legendary Creature — Dragon Ranger,First strike,5,5
"Wilson, Ardent Bear","G, R","G, R",{1}{R}{G},3.0,Legendary Creature — Bear Warrior,"Double strike, Reach, Trample, Ward",2,3
"A-Minsc & Boo, Timeless Heroes","G, R","G, R",{3}{R}{G},5.0,Legendary Planeswalker — Minsc,,,
Yule Ooze,"G, R","G, R",{2}{R}{G},4.0,Creature — Ooze,Convert,1,1
Centaur Archer,"G, R","G, R",{1}{R}{G},3.0,Creature — Centaur Archer,,3,2
Monsoon,"G, R","G, R",{2}{R}{G},4.0,Enchantment,,,
Stormbind,"G, R","G, R",{1}{R}{G},3.0,Enchantment,,,
Timberline Ridge,"G, R",,,0.0,Land,,,
Quartzwood Crasher,"G, R","G, R",{2}{R}{R}{G},5.0,Creature — Dinosaur Beast,Trample,6,6
Proud Wildbonder,"G, R","G, R",{2}{R/G}{R/G},4.0,Creature — Human Warrior,Trample,4,3
Rosheen Meanderer,"G, R","G, R",{3}{R/G},4.0,Legendary Creature — Giant Shaman,,4,4
Firebrand Ranger,"G, R",R,{1}{R},2.0,Creature — Human Soldier Ranger,,2,1
Savage Offensive,"G, R",R,{1}{R},2.0,Sorcery,Kicker,,
Viashino Grappler,"G, R",R,{2}{R},3.0,Creature — Lizard,,3,1
Serpentine Kavu,"G, R",G,{4}{G},5.0,Creature — Kavu,,4,4
Aether Rift,"G, R","G, R",{1}{R}{G},3.0,Enchantment,,,
Hunting Kavu,"G, R","G, R",{1}{R}{G},3.0,Creature — Kavu,,2,3
Meteor Storm,"G, R","G, R",{R}{G},2.0,Enchantment,,,
Overabundance,"G, R","G, R",{1}{R}{G},3.0,Enchantment,,,
Raging Kavu,"G, R","G, R",{1}{R}{G},3.0,Creature — Kavu,"Flash, Haste",3,1
Simoon,"G, R","G, R",{R}{G},2.0,Instant,,,
Voracious Cobra,"G, R","G, R",{2}{R}{G},4.0,Creature — Snake,First strike,2,2
Yavimaya Barbarian,"G, R","G, R",{R}{G},2.0,Creature — Elf Barbarian,Protection,2,2
Yavimaya Kavu,"G, R","G, R",{2}{R}{G},4.0,Creature — Kavu,,*,*
Troll-Horn Cameo,"G, R",,{3},3.0,Artifact,,,
Daybreak Ranger // Nightfall Predator,"G, R",G,{2}{G},3.0,Creature — Human Archer Ranger Werewolf,Transform,2,2
Goblin Anarchomancer,"G, R","G, R",{R}{G},2.0,Creature — Goblin Shaman,,2,2
Reap the Past,"G, R","G, R",{X}{R}{G},2.0,Sorcery,,,
Ruination Rioter,"G, R","G, R",{R}{G},2.0,Creature — Human Berserker,,2,2
Territorial Kavu,"G, R","G, R",{R}{G},2.0,Creature — Kavu,Domain,*,*
"Kibo, Uktabi Prince","G, R",G,{2}{G},3.0,Legendary Creature — Monkey Noble,,2,2
"Slinza, the Spiked Stampede","G, R",G,{4}{G},5.0,Legendary Creature — Beast,Fight,5,5
Neyith of the Dire Hunt,"G, R",G,{2}{G}{G},4.0,Legendary Creature — Human Warrior,,3,3
Raging Regisaur,"G, R","G, R",{2}{R}{G},4.0,Creature — Dinosaur,,4,4
Revel of the Fallen God,"G, R","G, R",{3}{R}{R}{G}{G},7.0,Sorcery,,,
Arni Slays the Troll,"G, R","G, R",{R}{G},2.0,Enchantment — Saga,Fight,,
"Svella, Ice Shaper","G, R","G, R",{1}{R}{G},3.0,Legendary Snow Creature — Troll Warrior,,2,4
Waking the Trolls,"G, R","G, R",{4}{R}{G},6.0,Enchantment — Saga,,,
Gnottvold Slumbermound,"G, R",,,0.0,Land,,,
Voltaic Brawler,"G, R","G, R",{R}{G},2.0,Creature — Human Warrior,,3,2
Raging Swordtooth,"G, R","G, R",{3}{R}{G},5.0,Creature — Dinosaur,Trample,5,5
Regisaur Alpha,"G, R","G, R",{3}{R}{G},5.0,Creature — Dinosaur,,4,4
Rhythm of the Wild,"G, R","G, R",{1}{R}{G},3.0,Enchantment,,,
"Itzquinth, Firstborn of Gishath","G, R","G, R",{R}{G},2.0,Legendary Creature — Dinosaur,Haste,2,3
Palani's Hatcher,"G, R","G, R",{3}{R}{G},5.0,Creature — Dinosaur,,5,3
Restless Ridgeline,"G, R",,,0.0,Land,,,
Fire Sprites,"G, R",G,{1}{G},2.0,Creature — Faerie,Flying,1,1
Jerrard of the Closed Fist,"G, R","G, R",{3}{R}{G}{G},6.0,Legendary Creature — Human Knight,,6,5
